Load: 1 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 53 34 1
2 66 16 1
3 76 24 1
4 74 97 1
5 44 88 1
6 37 19 1
7 39 58 1
8 3 48 1
9 27 17 1
10 41 33 1
11 98 12 1
12 36 41 1
13 73 20 1
14 32 63 1
15 1 43 1
16 68 58 1
17 44 7 1
18 68 82 1
19 88 98 1
20 53 9 1
21 14 90 1
22 100 89 1
23 16 94 1
24 9 34 1
25 20 3 1
26 58 70 1
27 76 9 1
10005 44 88 0
28 68 73 1
29 64 32 1
30 43 75 1
31 44 15 1
32 44 3 1
33 77 11 1
34 34 40 1
35 57 31 1
36 35 17 1
37 81 90 1
38 84 81 1
39 83 82 1
40 64 35 1
10013 73 20 0
41 37 44 1
10016 68 58 0
42 62 98 1
43 95 66 1
44 19 15 1
45 43 19 1
10019 88 98 0
46 28 90 1
47 18 86 1
10021 14 90 0
10017 44 7 0
48 74 45 1
10025 20 3 0
10012 36 41 0
49 80 79 1
50 62 54 1
10007 39 58 0
51 65 24 1
10003 76 24 0
52 12 64 1
53 89 38 1
10009 27 17 0
54 34 66 1
55 76 33 1
56 99 78 1
57 88 11 1
10018 68 82 0
58 75 47 1
59 81 88 1
60 45 10 1
61 98 100 1
62 25 57 1
63 61 34 1
64 54 13 1
65 27 34 1
66 48 68 1
10047 18 86 0
67 83 52 1
10024 9 34 0
10028 68 73 0
68 45 66 1
69 14 80 1
10011 98 12 0
70 11 42 1
71 100 71 1
10020 53 9 0
72 73 60 1
73 63 37 1
10022 100 89 0
74 41 39 1
75 42 27 1
76 26 77 1
77 90 46 1
78 49 39 1
79 82 77 1
80 53 10 1
81 26 86 1
82 56 65 1
83 24 71 1
84 68 41 1
85 51 65 1
86 31 24 1
87 65 72 1
88 24 28 1
10039 83 82 0
89 26 46 1
90 92 75 1
91 14 97 1
92 62 12 1
93 94 28 1
10058 75 47 0
10034 34 40 0
10052 12 64 0
94 45 65 1
95 6 93 1
96 83 59 1
97 37 43 1
10053 89 38 0
98 12 72 1
99 98 100 1
100 45 78 1
101 13 86 1
102 99 82 1
103 61 30 1
104 69 65 1
105 58 3 1
106 83 16 1
107 61 12 1
108 91 27 1
10083 24 71 0
109 17 10 1
110 17 1 1
111 45 11 1
10055 76 33 0
112 28 89 1
113 63 90 1
114 7 38 1
115 12 18 1
116 100 7 1
10043 95 66 0
117 67 3 1
10023 16 94 0
118 49 89 1
119 98 19 1
120 98 97 1
121 54 76 1
10044 19 15 0
122 7 60 1
10094 45 65 0
