Load: 8 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 45 19 1
2 13 92 1
3 69 76 1
4 72 75 1
5 49 62 1
6 19 94 1
7 73 45 1
8 58 91 1
9 47 49 1
10 45 76 1
11 18 13 1
12 98 19 1
13 59 23 1
14 54 41 1
15 1 74 1
16 91 90 1
17 66 78 1
18 100 94 1
19 21 17 1
20 45 92 1
21 2 82 1
22 69 29 1
23 93 74 1
24 65 80 1
25 1 7 1
26 79 76 1
27 54 71 1
28 64 67 1
29 55 20 1
30 20 98 1
31 48 95 1
32 41 84 1
33 48 81 1
34 65 78 1
35 79 32 1
36 14 86 1
37 4 35 1
38 10 45 1
39 82 50 1
40 77 57 1
41 20 39 1
42 59 69 1
43 4 83 1
44 44 85 1
45 65 20 1
46 21 59 1
47 53 82 1
48 35 18 1
49 15 41 1
50 90 96 1
51 17 63 1
52 2 94 1
53 28 12 1
54 80 8 1
55 13 68 1
56 72 41 1
57 71 8 1
58 79 70 1
59 22 67 1
60 62 85 1
61 31 16 1
62 40 14 1
63 25 19 1
64 41 60 1
65 15 41 1
66 37 46 1
67 66 27 1
68 23 83 1
69 4 22 1
70 53 63 1
71 32 83 1
72 55 15 1
73 87 34 1
74 51 53 1
75 30 96 1
76 83 12 1
77 30 27 1
78 76 52 1
79 15 79 1
80 20 74 1
81 53 66 1
82 18 67 1
83 55 26 1
84 87 83 1
85 5 94 1
86 36 12 1
87 49 66 1
88 50 68 1
89 8 45 1
90 71 98 1
91 91 60 1
92 50 6 1
93 55 15 1
94 50 83 1
95 7 46 1
96 22 8 1
97 64 21 1
98 15 89 1
99 44 28 1
100 34 95 1
101 83 31 1
102 43 81 1
103 46 14 1
104 63 78 1
105 25 70 1
106 87 80 1
107 75 41 1
108 27 85 1
109 99 20 1
110 34 82 1
111 58 89 1
112 9 36 1
113 36 74 1
114 7 74 1
115 72 53 1
116 100 25 1
117 30 5 1
118 32 78 1
119 100 64 1
120 56 69 1
121 71 85 1
122 96 12 1
123 51 21 1
124 41 36 1
125 5 14 1
126 87 13 1
127 1 59 1
128 80 63 1
129 98 84 1
130 36 77 1
131 77 62 1
132 44 75 1
133 92 10 1
134 93 62 1
135 82 56 1
136 13 20 1
137 8 39 1
138 60 56 1
139 2 4 1
140 86 29 1
141 70 41 1
142 43 1 1
143 90 44 1
144 16 80 1
145 74 65 1
146 63 27 1
147 51 47 1
148 94 88 1
149 30 98 1
150 72 100 1
151 39 99 1
152 56 23 1
153 52 67 1
154 39 47 1
155 76 8 1
156 50 53 1
157 63 1 1
158 48 14 1
159 67 94 1
160 87 44 1
161 66 34 1
162 80 1 1
163 23 69 1
164 98 44 1
165 83 17 1
166 16 50 1
167 93 65 1
168 53 15 1
169 6 93 1
170 31 37 1
171 54 15 1
172 59 50 1
173 98 11 1
174 69 19 1
175 6 48 1
176 59 47 1
177 5 41 1
178 15 12 1
179 42 73 1
180 32 90 1
181 53 56 1
182 62 73 1
183 34 67 1
184 59 87 1
185 37 62 1
186 80 63 1
187 11 54 1
10011 18 13 0
188 82 96 1
189 53 16 1
10033 48 81 0
190 16 45 1
191 86 90 1
192 94 28 1
193 14 36 1
194 55 61 1
195 9 99 1
196 5 72 1
197 35 69 1
198 95 35 1
199 37 74 1
200 87 56 1
201 35 61 1
202 86 84 1
203 39 69 1
204 50 36 1
205 24 42 1
206 9 32 1
10032 41 84 0
207 90 28 1
208 46 71 1
209 4 63 1
210 33 72 1
211 54 38 1
212 68 47 1
213 84 87 1
214 10 27 1
215 46 35 1
216 19 20 1
217 44 81 1
218 93 8 1
10012 98 19 0
219 4 28 1
220 73 80 1
221 90 45 1
222 79 59 1
223 2 91 1
224 35 14 1
225 3 14 1
226 97 81 1
227 2 12 1
228 57 67 1
229 71 24 1
230 46 39 1
231 7 77 1
232 47 92 1
233 7 29 1
234 66 7 1
235 74 50 1
236 13 49 1
10045 65 20 0
237 54 40 1
238 38 6 1
239 67 99 1
240 80 38 1
241 87 41 1
242 84 44 1
243 55 50 1
244 83 91 1
10089 8 45 0
245 59 12 1
246 16 85 1
247 69 60 1
248 32 98 1
249 55 78 1
250 93 83 1
251 1 80 1
252 68 54 1
253 81 98 1
254 97 22 1
255 55 66 1
256 16 85 1
257 90 77 1
258 13 68 1
259 99 58 1
260 33 32 1
261 47 6 1
10029 55 20 0
10037 4 35 0
10066 37 46 0
262 66 61 1
263 52 53 1
10110 34 82 0
264 95 56 1
265 92 25 1
266 47 53 1
267 66 32 1
268 18 59 1
269 91 83 1
270 74 2 1
10084 87 83 0
271 34 66 1
272 9 28 1
10027 54 71 0
273 39 89 1
274 75 80 1
10127 1 59 0
275 43 45 1
276 13 26 1
277 45 57 1
278 57 32 1
279 50 79 1
280 25 1 1
281 6 2 1
282 1 17 1
283 53 98 1
284 52 16 1
285 54 57 1
286 22 66 1
287 47 21 1
