Load: 8 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 82 8 1
2 20 53 1
3 32 34 1
4 14 80 1
5 4 98 1
6 90 89 1
7 54 50 1
8 96 65 1
9 85 1 1
10 1 20 1
11 64 20 1
12 68 65 1
13 75 43 1
14 60 3 1
15 34 22 1
16 22 27 1
17 40 74 1
18 55 87 1
19 12 69 1
20 89 57 1
21 22 87 1
22 97 51 1
23 16 29 1
24 43 100 1
25 58 98 1
26 86 80 1
27 83 21 1
28 91 74 1
29 57 40 1
30 32 5 1
31 44 51 1
32 49 57 1
33 8 33 1
34 51 92 1
35 16 53 1
36 92 70 1
37 81 45 1
38 88 57 1
39 50 73 1
40 70 24 1
41 13 68 1
42 35 19 1
43 100 48 1
44 16 45 1
45 76 49 1
46 58 92 1
47 43 2 1
48 44 33 1
49 52 6 1
50 5 85 1
51 88 89 1
52 24 30 1
53 34 33 1
54 63 95 1
55 91 65 1
56 34 74 1
57 99 13 1
58 23 66 1
59 100 61 1
60 50 78 1
61 33 47 1
62 4 16 1
63 18 54 1
64 14 99 1
65 94 23 1
66 61 58 1
67 38 16 1
68 71 39 1
69 11 24 1
70 9 51 1
71 78 22 1
72 75 82 1
73 74 12 1
74 83 88 1
75 29 54 1
76 51 92 1
77 24 89 1
78 98 77 1
79 64 67 1
80 95 38 1
81 93 87 1
82 22 57 1
83 29 14 1
84 27 69 1
85 12 62 1
86 8 92 1
87 46 58 1
88 18 15 1
89 40 5 1
90 95 89 1
91 38 42 1
92 34 80 1
93 12 7 1
94 97 37 1
95 67 72 1
96 78 81 1
97 16 2 1
98 3 94 1
99 66 16 1
100 3 84 1
101 45 67 1
102 82 9 1
103 93 33 1
104 42 89 1
105 34 87 1
106 88 4 1
107 83 61 1
108 29 10 1
109 79 18 1
110 48 70 1
111 15 26 1
112 37 57 1
113 9 67 1
114 25 17 1
115 70 5 1
116 63 32 1
117 78 25 1
118 17 86 1
119 71 15 1
120 94 85 1
121 48 6 1
122 89 20 1
123 51 68 1
124 49 60 1
125 23 62 1
10005 4 98 0
126 9 31 1
127 25 80 1
128 74 50 1
129 35 46 1
130 54 82 1
131 66 68 1
132 74 10 1
133 97 24 1
134 56 19 1
135 27 24 1
136 75 40 1
137 26 71 1
138 36 21 1
139 1 10 1
140 22 41 1
141 60 77 1
142 6 89 1
143 83 17 1
144 21 66 1
145 81 19 1
146 76 17 1
147 74 35 1
148 56 69 1
149 12 54 1
150 48 37 1
151 68 73 1
152 90 88 1
153 91 95 1
154 7 25 1
155 34 22 1
156 81 78 1
157 52 87 1
158 38 66 1
159 67 15 1
160 80 26 1
161 50 77 1
162 9 51 1
163 55 73 1
164 29 64 1
165 87 47 1
166 50 69 1
167 39 95 1
168 71 82 1
169 17 98 1
170 40 10 1
171 1 61 1
172 89 72 1
10009 85 1 0
173 17 21 1
174 37 44 1
175 56 32 1
176 60 29 1
177 63 70 1
178 8 73 1
179 23 91 1
180 23 17 1
181 20 75 1
182 11 24 1
183 50 100 1
184 75 81 1
185 11 56 1
186 45 62 1
187 50 24 1
188 45 10 1
189 38 11 1
190 56 17 1
191 21 86 1
192 85 73 1
193 66 45 1
194 77 43 1
195 15 87 1
196 64 27 1
197 6 49 1
198 85 6 1
199 58 43 1
200 96 49 1
201 35 89 1
202 34 46 1
203 16 77 1
204 85 58 1
205 9 36 1
206 84 45 1
207 7 15 1
208 46 71 1
209 71 89 1
210 29 17 1
211 22 44 1
212 33 83 1
213 76 99 1
214 75 65 1
215 52 89 1
216 37 69 1
217 33 60 1
10053 34 33 0
218 95 69 1
219 12 76 1
220 1 2 1
221 27 85 1
222 55 44 1
223 8 65 1
224 19 58 1
225 39 81 1
226 77 48 1
227 6 4 1
10038 88 57 0
228 16 21 1
229 25 6 1
230 80 21 1
231 31 51 1
232 54 5 1
233 94 60 1
234 93 14 1
10008 96 65 0
235 23 64 1
236 66 12 1
237 17 30 1
238 72 86 1
239 24 41 1
240 84 19 1
241 30 42 1
242 81 45 1
243 91 11 1
244 31 51 1
10095 67 72 0
245 84 55 1
246 64 32 1
247 74 76 1
248 40 31 1
249 52 96 1
250 12 38 1
251 35 97 1
252 78 31 1
10023 16 29 0
253 85 88 1
254 67 74 1
255 99 15 1
256 70 66 1
257 68 42 1
258 12 13 1
259 48 87 1
260 64 87 1
261 1 99 1
262 5 87 1
263 28 70 1
264 89 5 1
265 94 48 1
266 66 61 1
267 63 90 1
268 20 76 1
269 56 69 1
270 43 36 1
271 88 13 1
272 15 98 1
273 80 31 1
274 73 84 1
275 50 30 1
276 28 38 1
277 18 13 1
278 70 44 1
279 52 38 1
280 73 93 1
281 8 12 1
282 80 20 1
283 12 100 1
284 45 6 1
285 88 64 1
286 58 73 1
10146 76 17 0
287 32 85 1
288 58 30 1
289 57 100 1
290 59 60 1
291 47 70 1
292 86 4 1
293 93 22 1
294 91 72 1
295 46 45 1
296 9 27 1
297 64 44 1
298 23 38 1
299 80 17 1
300 79 18 1
301 19 54 1
302 77 41 1
303 72 47 1
304 67 54 1
305 84 23 1
306 78 77 1
307 53 78 1
308 43 60 1
309 33 31 1
310 78 39 1
311 35 16 1
10112 37 57 0
312 23 47 1
10145 81 19 0
313 88 83 1
314 4 69 1
315 40 32 1
316 25 75 1
317 30 84 1
10004 14 80 0
318 92 54 1
319 40 99 1
320 73 29 1
321 12 5 1
322 17 23 1
323 25 41 1
324 29 79 1
10200 96 49 0
325 92 13 1
326 98 66 1
327 39 87 1
328 43 55 1
329 82 15 1
330 66 79 1
331 98 28 1
332 9 7 1
10184 75 81 0
333 44 81 1
10099 66 16 0
334 87 73 1
10096 78 81 0
335 6 67 1
336 59 42 1
10070 9 51 0
337 90 62 1
338 39 95 1
339 69 58 1
340 92 29 1
341 73 33 1
342 96 60 1
343 72 24 1
344 100 97 1
345 90 13 1
346 68 2 1
347 57 64 1
348 28 51 1
349 80 22 1
350 56 52 1
351 43 10 1
352 95 47 1
10097 16 2 0
10067 38 16 0
353 84 59 1
354 95 43 1
355 93 15 1
356 50 93 1
357 80 18 1
10179 23 91 0
358 71 70 1
359 94 88 1
360 42 29 1
361 39 85 1
10087 46 58 0
362 93 4 1
363 47 84 1
364 44 93 1
365 39 81 1
366 4 9 1
367 34 9 1
368 30 93 1
369 79 39 1
370 66 100 1
10074 83 88 0
371 83 25 1
10218 95 69 0
10016 22 27 0
372 27 5 1
10114 25 17 0
373 40 16 1
374 22 63 1
375 99 80 1
376 88 5 1
377 1 33 1
378 68 72 1
379 6 24 1
380 97 49 1
10042 35 19 0
381 95 24 1
382 58 31 1
383 9 35 1
10221 27 85 0
384 12 31 1
10077 24 89 0
385 55 96 1
386 48 86 1
387 47 96 1
388 34 8 1
389 94 72 1
390 21 18 1
10264 89 5 0
10209 71 89 0
391 90 78 1
10267 63 90 0
392 76 4 1
393 77 69 1
394 82 52 1
10228 16 21 0
395 34 70 1
396 16 47 1
397 83 38 1
398 96 100 1
399 30 51 1
400 99 63 1
401 36 71 1
402 41 62 1
403 90 25 1
404 18 62 1
405 23 21 1
406 51 75 1
407 26 78 1
408 33 74 1
409 82 12 1
410 13 25 1
411 92 5 1
412 51 73 1
413 7 45 1
414 5 1 1
10035 16 53 0
10120 94 85 0
415 82 27 1
416 45 51 1
417 57 21 1
418 39 60 1
419 52 58 1
420 36 82 1
421 6 14 1
422 68 43 1
10180 23 17 0
423 7 98 1
10100 3 84 0
424 71 40 1
425 99 41 1
10046 58 92 0
426 23 95 1
427 21 59 1
428 82 1 1
10277 18 13 0
429 14 57 1
430 39 18 1
431 63 36 1
432 34 53 1
433 33 3 1
434 91 33 1
435 59 12 1
436 23 35 1
437 66 51 1
438 69 67 1
439 20 9 1
440 29 31 1
441 21 1 1
442 66 53 1
10052 24 30 0
443 49 74 1
444 39 21 1
10050 5 85 0
445 22 41 1
446 88 18 1
447 44 73 1
448 80 3 1
10216 37 69 0
449 78 75 1
450 27 20 1
451 31 9 1
452 13 62 1
453 33 28 1
454 12 71 1
455 58 18 1
456 83 58 1
457 53 64 1
458 72 40 1
459 49 9 1
460 3 37 1
461 59 8 1
462 52 25 1
463 87 1 1
464 1 79 1
465 97 84 1
466 20 37 1
10293 93 22 0
467 47 42 1
10091 38 42 0
468 29 88 1
469 72 27 1
470 12 68 1
471 45 13 1
472 46 42 1
473 8 97 1
474 6 54 1
10226 77 48 0
475 14 19 1
10033 8 33 0
476 34 9 1
477 19 66 1
478 50 48 1
479 93 23 1
480 79 54 1
481 9 68 1
482 79 52 1
483 58 24 1
484 37 3 1
485 54 56 1
486 65 67 1
487 8 17 1
488 84 52 1
10282 80 20 0
489 51 41 1
490 100 62 1
491 82 42 1
492 90 57 1
493 66 76 1
10270 43 36 0
10103 93 33 0
494 22 33 1
495 31 59 1
496 3 91 1
10331 98 28 0
10081 93 87 0
497 6 82 1
498 27 85 1
10271 88 13 0
499 98 13 1
500 12 1 1
501 75 32 1
10191 21 86 0
502 64 19 1
503 96 68 1
10189 38 11 0
504 93 98 1
505 31 91 1
506 51 68 1
507 39 88 1
508 19 88 1
509 25 74 1
510 36 88 1
511 86 47 1
512 82 57 1
513 90 21 1
514 25 65 1
515 98 87 1
516 57 69 1
517 47 34 1
518 70 23 1
519 10 72 1
520 89 51 1
10144 21 66 0
10111 15 26 0
10281 8 12 0
10126 9 31 0
521 44 22 1
10142 6 89 0
522 99 44 1
523 41 84 1
524 61 81 1
525 86 23 1
526 50 92 1
527 79 20 1
528 70 86 1
529 1 27 1
10342 96 60 0
530 10 97 1
531 92 31 1
532 64 72 1
533 37 67 1
534 39 60 1
535 3 30 1
536 44 51 1
537 22 61 1
10147 74 35 0
538 10 82 1
539 32 89 1
540 45 55 1
541 40 11 1
542 26 85 1
10055 91 65 0
543 57 23 1
10370 66 100 0
10345 90 13 0
544 73 31 1
545 54 5 1
546 13 43 1
547 37 8 1
548 66 11 1
549 5 72 1
10368 30 93 0
550 77 4 1
551 80 5 1
552 29 84 1
10109 79 18 0
553 90 75 1
554 53 8 1
10311 35 16 0
555 8 44 1
556 42 3 1
10258 12 13 0
557 57 29 1
558 37 31 1
559 90 14 1
560 76 5 1
561 56 25 1
10419 52 58 0
562 60 2 1
563 90 25 1
564 99 26 1
565 23 60 1
566 65 97 1
567 20 96 1
568 76 86 1
569 97 19 1
10438 69 67 0
570 63 25 1
571 84 21 1
10155 34 22 0
572 33 23 1
573 37 65 1
574 42 52 1
575 79 36 1
576 72 15 1
577 78 3 1
578 77 88 1
10028 91 74 0
579 12 67 1
10288 58 30 0
580 86 53 1
10219 12 76 0
581 76 9 1
582 44 78 1
10310 78 39 0
583 94 73 1
584 36 50 1
585 75 36 1
586 41 51 1
587 42 66 1
588 87 16 1
589 8 37 1
590 20 17 1
591 48 42 1
592 93 70 1
593 93 1 1
594 69 30 1
595 94 32 1
596 23 25 1
597 62 59 1
10154 7 25 0
598 51 25 1
599 19 79 1
10355 93 15 0
600 60 80 1
