Load: 2 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 41 5 1
2 5 94 1
3 82 98 1
4 41 81 1
5 100 32 1
6 2 99 1
7 14 78 1
8 69 19 1
9 55 78 1
10 44 13 1
11 40 15 1
12 23 56 1
13 86 16 1
14 12 42 1
15 37 15 1
16 41 38 1
17 100 72 1
18 46 25 1
19 15 45 1
20 1 66 1
21 5 12 1
22 82 94 1
23 89 36 1
24 34 29 1
25 60 72 1
26 90 81 1
27 13 86 1
28 27 61 1
29 49 25 1
30 87 37 1
31 86 87 1
32 59 79 1
33 19 53 1
34 60 39 1
35 89 62 1
36 49 8 1
37 59 28 1
38 94 36 1
39 57 49 1
40 5 98 1
41 89 88 1
42 43 91 1
43 25 99 1
44 6 72 1
45 5 60 1
46 83 96 1
47 56 92 1
48 64 43 1
49 84 16 1
50 96 20 1
51 39 89 1
52 20 37 1
53 70 59 1
10003 82 98 0
54 55 21 1
55 89 69 1
56 21 31 1
57 80 34 1
58 24 90 1
59 76 21 1
10021 5 12 0
60 3 86 1
61 52 22 1
62 92 59 1
63 63 96 1
64 65 9 1
65 34 49 1
66 49 80 1
10018 46 25 0
10013 86 16 0
10026 90 81 0
67 55 42 1
68 11 43 1
69 89 67 1
70 36 80 1
71 20 73 1
72 7 42 1
73 43 2 1
74 98 72 1
75 30 71 1
76 49 53 1
77 14 50 1
78 64 50 1
79 24 33 1
80 73 34 1
81 59 23 1
82 14 84 1
10042 43 91 0
83 87 62 1
84 97 76 1
85 81 20 1
86 75 49 1
10064 65 9 0
87 2 93 1
88 34 15 1
89 45 75 1
10037 59 28 0
90 11 51 1
10025 60 72 0
91 1 50 1
10002 5 94 0
10051 39 89 0
92 91 35 1
93 15 99 1
94 28 42 1
95 30 38 1
96 71 94 1
97 41 30 1
98 55 48 1
10001 41 5 0
99 77 82 1
100 1 61 1
101 40 94 1
102 84 17 1
10074 98 72 0
10011 40 15 0
10060 3 86 0
103 50 56 1
104 60 87 1
105 77 17 1
106 53 72 1
107 11 7 1
10056 21 31 0
108 70 19 1
109 81 68 1
110 80 91 1
111 31 40 1
112 52 100 1
113 46 50 1
114 99 56 1
10067 55 42 0
115 83 74 1
116 49 61 1
117 11 75 1
118 83 67 1
119 48 73 1
10016 41 38 0
10069 89 67 0
10050 96 20 0
120 61 95 1
121 18 89 1
122 47 51 1
123 72 62 1
124 40 100 1
125 27 20 1
10052 20 37 0
126 80 77 1
127 1 60 1
10080 73 34 0
128 85 68 1
129 77 9 1
130 38 55 1
131 93 29 1
132 42 80 1
133 10 28 1
134 50 10 1
135 82 79 1
136 46 6 1
137 58 42 1
138 9 100 1
139 90 95 1
