Load: 7 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 28 85 1
2 60 19 1
3 64 63 1
4 79 26 1
5 51 48 1
6 61 71 1
7 85 21 1
8 29 51 1
9 87 65 1
10 24 95 1
11 50 35 1
12 9 66 1
13 66 86 1
14 54 62 1
15 21 59 1
16 53 68 1
17 54 92 1
18 97 85 1
19 3 74 1
20 88 93 1
21 81 27 1
22 71 1 1
23 44 8 1
24 12 86 1
25 83 89 1
26 23 97 1
27 30 68 1
28 3 7 1
29 37 76 1
30 94 27 1
31 38 71 1
32 72 52 1
33 86 17 1
34 29 63 1
35 80 39 1
36 61 51 1
37 4 94 1
38 16 41 1
39 45 69 1
40 72 67 1
41 42 33 1
42 37 93 1
43 3 17 1
44 17 75 1
45 18 73 1
46 35 49 1
47 92 13 1
48 12 11 1
49 24 78 1
50 53 90 1
51 27 87 1
52 83 20 1
53 36 79 1
54 39 19 1
55 87 49 1
56 47 90 1
57 50 39 1
58 33 55 1
59 69 38 1
60 67 95 1
61 30 3 1
62 68 15 1
63 72 38 1
64 13 50 1
65 20 13 1
66 88 28 1
67 10 8 1
68 63 77 1
69 86 14 1
70 50 49 1
71 50 13 1
72 83 94 1
73 26 45 1
74 79 54 1
75 89 11 1
76 5 62 1
77 24 16 1
78 12 41 1
79 42 95 1
80 21 66 1
81 34 7 1
82 77 44 1
83 89 76 1
84 9 50 1
85 64 52 1
86 81 32 1
87 92 43 1
88 8 57 1
89 66 38 1
90 98 94 1
91 23 93 1
92 99 49 1
93 74 10 1
94 87 98 1
95 37 41 1
96 26 16 1
97 20 93 1
98 53 57 1
99 11 10 1
100 52 87 1
101 68 77 1
102 63 44 1
103 89 22 1
104 41 25 1
105 79 48 1
106 90 1 1
107 85 8 1
108 10 72 1
109 54 51 1
110 32 21 1
111 2 29 1
112 96 37 1
113 9 17 1
114 2 33 1
115 89 67 1
116 71 90 1
117 100 66 1
118 59 97 1
119 100 69 1
120 64 100 1
121 55 2 1
122 46 91 1
123 28 30 1
124 9 15 1
125 59 47 1
126 92 39 1
127 27 99 1
128 63 65 1
129 93 68 1
130 99 4 1
131 6 18 1
132 98 45 1
133 42 3 1
134 39 68 1
135 64 14 1
136 82 99 1
137 50 54 1
138 24 82 1
139 31 52 1
140 62 100 1
141 55 95 1
142 90 28 1
143 89 14 1
144 43 25 1
145 66 27 1
146 61 51 1
147 70 54 1
148 60 76 1
149 39 59 1
150 13 27 1
151 28 87 1
152 32 85 1
153 94 25 1
154 50 97 1
155 17 21 1
156 36 32 1
157 6 87 1
158 84 30 1
159 65 83 1
160 1 2 1
161 35 95 1
162 13 82 1
10025 83 89 0
163 45 30 1
164 66 56 1
165 64 25 1
10053 36 79 0
166 42 10 1
167 84 87 1
168 49 27 1
10043 3 17 0
169 18 14 1
170 16 82 1
171 94 42 1
172 61 59 1
173 29 28 1
174 43 90 1
175 80 96 1
10045 18 73 0
176 8 83 1
177 73 33 1
10005 51 48 0
178 92 26 1
179 7 23 1
180 81 9 1
181 98 85 1
182 56 84 1
183 72 52 1
184 64 54 1
185 20 22 1
186 61 86 1
187 72 57 1
188 60 34 1
