Load: 10 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 8 12 1
2 82 38 1
3 22 72 1
4 65 71 1
5 96 49 1
6 37 16 1
7 66 78 1
8 9 38 1
9 13 76 1
10 53 60 1
11 17 6 1
12 30 82 1
13 88 94 1
14 23 60 1
15 79 28 1
16 24 94 1
17 40 33 1
18 38 21 1
19 21 14 1
20 97 47 1
21 2 92 1
22 13 1 1
23 80 24 1
24 29 68 1
25 73 23 1
26 2 21 1
27 61 84 1
28 34 4 1
29 88 59 1
30 31 78 1
31 97 38 1
32 30 76 1
33 29 51 1
34 99 38 1
35 36 51 1
36 98 44 1
37 69 45 1
38 66 81 1
39 28 77 1
40 42 19 1
41 75 69 1
42 6 5 1
43 69 7 1
44 29 43 1
45 26 35 1
46 34 71 1
47 75 43 1
48 26 90 1
49 8 50 1
50 98 87 1
51 29 94 1
52 12 13 1
53 2 25 1
54 30 38 1
55 34 95 1
56 30 67 1
57 5 57 1
58 66 9 1
59 96 29 1
60 18 71 1
61 66 24 1
62 4 51 1
63 43 24 1
64 56 39 1
65 23 38 1
66 39 26 1
67 7 13 1
68 95 62 1
69 57 85 1
70 68 52 1
71 39 94 1
72 71 86 1
73 69 83 1
74 20 63 1
75 63 32 1
76 88 93 1
77 60 29 1
78 97 94 1
79 10 52 1
80 28 39 1
81 61 9 1
82 88 67 1
83 41 44 1
84 95 45 1
85 59 89 1
86 97 64 1
87 44 69 1
88 79 34 1
89 97 11 1
90 27 81 1
91 63 70 1
92 50 62 1
93 49 63 1
94 2 21 1
95 91 92 1
96 93 51 1
97 95 43 1
98 34 73 1
99 72 36 1
100 51 80 1
101 83 6 1
102 30 4 1
103 33 94 1
104 84 8 1
105 42 21 1
106 62 79 1
107 60 39 1
108 54 95 1
109 30 41 1
110 16 97 1
111 9 73 1
112 32 49 1
113 44 34 1
114 75 97 1
115 31 9 1
116 27 54 1
117 45 68 1
118 12 55 1
119 12 35 1
120 45 81 1
121 85 54 1
122 88 92 1
123 32 93 1
124 2 91 1
125 78 31 1
126 8 61 1
127 8 80 1
128 59 65 1
129 65 37 1
130 8 80 1
131 98 55 1
132 3 49 1
133 3 64 1
134 30 85 1
135 63 43 1
136 89 8 1
137 88 24 1
138 41 40 1
139 24 15 1
140 75 78 1
141 80 21 1
142 62 26 1
143 92 65 1
144 46 93 1
145 65 83 1
146 45 25 1
147 97 65 1
148 14 88 1
149 40 74 1
150 24 83 1
151 63 11 1
152 23 1 1
153 14 67 1
154 4 10 1
155 14 17 1
156 44 24 1
157 35 66 1
158 33 66 1
159 24 40 1
160 88 99 1
161 43 74 1
162 24 75 1
163 91 89 1
164 11 80 1
165 86 71 1
166 52 94 1
167 24 68 1
168 34 9 1
169 11 7 1
170 65 56 1
171 66 17 1
172 7 44 1
173 46 50 1
174 14 9 1
175 80 74 1
176 36 98 1
177 13 94 1
178 88 76 1
179 94 9 1
180 31 46 1
181 51 93 1
182 35 1 1
183 23 87 1
184 32 57 1
185 86 54 1
186 74 25 1
187 56 89 1
188 57 51 1
10019 21 14 0
189 33 56 1
190 56 16 1
191 92 20 1
192 90 75 1
193 2 65 1
194 34 14 1
195 100 41 1
196 19 24 1
197 64 10 1
198 53 31 1
199 44 42 1
200 77 81 1
201 88 20 1
202 36 94 1
203 17 66 1
204 81 26 1
205 96 86 1
206 47 96 1
207 50 70 1
208 55 23 1
209 81 37 1
210 90 46 1
211 16 70 1
212 64 94 1
213 28 46 1
214 100 84 1
215 34 83 1
216 54 83 1
217 9 45 1
218 75 58 1
219 10 34 1
220 30 81 1
221 55 90 1
222 90 18 1
223 62 84 1
224 73 81 1
225 23 81 1
226 48 99 1
227 18 88 1
228 72 87 1
229 18 84 1
230 33 23 1
231 26 63 1
232 27 73 1
233 73 99 1
234 46 18 1
235 57 83 1
236 74 41 1
237 67 90 1
238 39 92 1
239 40 98 1
240 67 56 1
241 96 77 1
242 41 99 1
243 83 62 1
244 4 25 1
245 37 69 1
246 9 14 1
247 94 93 1
248 41 73 1
249 81 8 1
250 21 37 1
251 9 51 1
252 83 12 1
253 16 99 1
254 47 38 1
255 94 7 1
10005 96 49 0
256 37 94 1
257 26 79 1
258 89 92 1
259 76 10 1
260 19 13 1
261 73 75 1
262 50 10 1
263 27 11 1
264 53 48 1
10089 97 11 0
265 59 77 1
266 42 12 1
267 35 94 1
268 91 27 1
269 53 46 1
270 7 95 1
271 3 47 1
272 24 17 1
273 85 72 1
274 37 67 1
275 64 31 1
