Load: 9 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 72 84 1
2 2 100 1
3 38 55 1
4 4 38 1
5 2 70 1
6 65 77 1
7 57 56 1
8 2 16 1
9 96 56 1
10 89 48 1
11 10 84 1
12 4 99 1
13 90 4 1
14 40 82 1
15 81 35 1
16 66 23 1
17 5 26 1
18 68 84 1
19 30 18 1
20 16 38 1
21 28 89 1
22 18 21 1
23 63 20 1
24 15 86 1
25 2 53 1
26 74 39 1
27 96 31 1
28 67 13 1
29 71 100 1
30 35 68 1
31 45 34 1
32 72 88 1
33 42 83 1
34 100 56 1
35 23 60 1
36 52 45 1
37 61 66 1
38 74 72 1
39 89 60 1
40 47 73 1
41 63 44 1
42 33 12 1
43 95 22 1
44 67 98 1
45 80 66 1
46 83 32 1
47 90 85 1
48 49 78 1
49 41 59 1
50 31 27 1
51 26 73 1
52 92 68 1
53 6 92 1
54 14 9 1
55 32 88 1
56 64 99 1
57 81 89 1
58 55 44 1
59 39 83 1
60 40 46 1
61 91 14 1
62 1 13 1
63 1 17 1
64 68 62 1
65 95 22 1
66 74 67 1
67 60 71 1
68 81 33 1
69 24 5 1
70 26 66 1
71 21 7 1
72 4 75 1
73 26 57 1
74 18 53 1
75 85 12 1
76 5 49 1
77 93 90 1
78 52 55 1
79 93 65 1
80 65 49 1
81 46 89 1
82 73 75 1
83 5 21 1
84 27 85 1
85 98 25 1
86 85 99 1
87 83 17 1
88 93 40 1
89 84 46 1
90 34 81 1
91 42 77 1
92 5 18 1
93 33 55 1
94 53 33 1
95 95 43 1
96 50 80 1
97 57 33 1
98 51 33 1
99 25 77 1
100 74 21 1
101 12 27 1
102 90 20 1
103 58 51 1
104 50 89 1
105 14 82 1
106 5 100 1
107 92 72 1
108 84 42 1
109 61 55 1
110 70 95 1
111 87 42 1
112 69 66 1
113 98 14 1
114 41 5 1
115 78 9 1
116 84 76 1
117 36 67 1
118 14 60 1
119 93 38 1
120 39 14 1
10004 4 38 0
121 19 23 1
122 10 46 1
123 5 37 1
124 7 77 1
125 64 98 1
126 20 5 1
127 14 52 1
128 80 8 1
129 30 12 1
130 2 9 1
131 62 43 1
132 45 47 1
133 33 97 1
134 22 68 1
135 2 62 1
136 1 93 1
137 20 95 1
138 32 54 1
139 78 52 1
10006 65 77 0
140 96 34 1
141 28 16 1
142 54 67 1
143 53 67 1
144 43 41 1
145 80 38 1
146 53 13 1
147 54 38 1
148 36 48 1
149 20 94 1
150 11 48 1
151 17 10 1
152 61 18 1
153 87 46 1
154 34 1 1
155 1 12 1
156 62 24 1
157 100 5 1
158 53 85 1
159 63 49 1
160 97 37 1
161 11 63 1
162 69 91 1
163 10 3 1
164 87 50 1
165 19 95 1
166 55 12 1
167 12 8 1
168 84 86 1
169 96 67 1
170 11 81 1
171 100 53 1
172 70 8 1
173 92 16 1
174 65 37 1
175 3 34 1
176 87 47 1
177 66 44 1
178 82 90 1
179 61 5 1
180 51 23 1
181 79 11 1
182 10 93 1
10023 63 20 0
183 50 58 1
184 81 4 1
185 83 69 1
186 97 79 1
187 50 4 1
188 87 46 1
189 8 56 1
10060 40 46 0
190 73 56 1
10025 2 53 0
191 7 51 1
192 66 62 1
193 15 42 1
194 24 15 1
195 50 2 1
196 50 79 1
197 72 42 1
198 89 1 1
199 70 25 1
200 34 43 1
201 79 28 1
202 19 74 1
10038 74 72 0
203 22 12 1
204 26 58 1
205 56 33 1
206 53 95 1
207 100 35 1
208 99 18 1
209 36 11 1
210 57 8 1
211 17 49 1
212 78 45 1
213 65 60 1
214 50 69 1
215 78 70 1
216 22 76 1
217 82 34 1
218 15 67 1
219 69 36 1
220 59 85 1
221 93 81 1
222 92 1 1
223 8 31 1
224 6 37 1
225 72 54 1
226 86 67 1
227 73 74 1
228 16 15 1
229 44 13 1
230 12 82 1
231 66 71 1
232 33 35 1
233 76 74 1
234 28 40 1
235 76 96 1
236 78 96 1
237 100 79 1
238 99 83 1
239 79 26 1
240 12 80 1
241 67 100 1
242 74 28 1
243 81 67 1
244 52 17 1
245 8 90 1
246 32 13 1
247 98 55 1
248 5 38 1
249 38 22 1
250 73 8 1
251 57 81 1
252 5 10 1
253 91 25 1
254 60 65 1
255 31 85 1
256 8 63 1
257 1 82 1
258 99 96 1
259 36 1 1
260 70 94 1
261 90 78 1
262 20 87 1
263 8 26 1
264 72 21 1
265 63 86 1
266 8 85 1
10010 89 48 0
267 18 47 1
268 79 52 1
269 79 90 1
270 12 76 1
271 52 87 1
272 67 25 1
273 61 84 1
274 21 32 1
275 95 94 1
276 59 6 1
277 8 22 1
278 8 96 1
279 26 99 1
280 17 59 1
281 64 9 1
282 78 7 1
283 22 15 1
284 43 14 1
285 14 50 1
10121 19 23 0
286 9 58 1
287 16 33 1
288 10 8 1
289 91 67 1
290 46 11 1
291 59 71 1
292 49 43 1
293 5 49 1
294 67 46 1
295 59 9 1
296 25 100 1
297 7 14 1
10054 14 9 0
298 66 25 1
299 55 14 1
300 34 10 1
301 53 36 1
302 71 70 1
303 33 21 1
304 37 76 1
305 75 2 1
306 78 63 1
307 85 14 1
308 19 99 1
309 88 19 1
310 38 9 1
311 11 61 1
312 35 61 1
313 96 49 1
10015 81 35 0
314 85 10 1
315 67 70 1
316 7 40 1
317 65 29 1
318 21 75 1
319 2 50 1
320 5 65 1
321 47 98 1
322 64 89 1
323 76 64 1
324 32 58 1
325 82 47 1
326 23 60 1
327 26 55 1
328 87 61 1
10123 5 37 0
329 12 54 1
330 68 17 1
331 34 95 1
332 22 81 1
333 48 23 1
334 4 85 1
335 81 85 1
336 97 73 1
337 41 24 1
338 70 33 1
339 13 76 1
10079 93 65 0
340 100 26 1
10092 5 18 0
341 52 83 1
10009 96 56 0
342 18 20 1
343 6 56 1
344 12 24 1
345 85 5 1
346 68 15 1
347 94 48 1
10104 50 89 0
348 30 98 1
349 13 14 1
350 95 97 1
351 79 24 1
352 72 68 1
10013 90 4 0
10206 53 95 0
353 51 76 1
354 36 48 1
355 14 57 1
10043 95 22 0
356 63 9 1
357 81 22 1
358 77 96 1
359 50 6 1
10045 80 66 0
