Load: 5 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 35 50 1
2 3 44 1
3 50 2 1
4 66 88 1
5 100 24 1
6 92 51 1
7 21 66 1
8 13 97 1
9 23 41 1
10 100 79 1
11 42 6 1
12 48 15 1
13 45 22 1
14 87 11 1
15 27 77 1
16 61 50 1
17 83 34 1
18 80 54 1
19 43 24 1
20 46 64 1
21 89 51 1
22 56 61 1
23 85 11 1
24 65 80 1
25 3 15 1
26 45 26 1
27 46 1 1
28 75 69 1
29 75 79 1
30 70 37 1
31 13 93 1
32 84 39 1
33 24 26 1
34 13 5 1
35 42 95 1
36 88 61 1
37 3 69 1
38 29 50 1
39 43 32 1
40 3 84 1
41 87 22 1
42 26 2 1
43 67 35 1
44 42 31 1
45 55 57 1
46 29 94 1
47 32 79 1
48 13 47 1
49 87 18 1
50 14 56 1
51 76 26 1
52 84 47 1
53 97 18 1
54 55 6 1
55 39 8 1
56 88 48 1
57 73 64 1
58 51 34 1
59 41 53 1
60 34 8 1
61 74 20 1
62 31 11 1
63 12 54 1
64 2 83 1
65 36 88 1
66 56 61 1
67 23 74 1
68 45 44 1
69 7 64 1
70 18 43 1
71 47 38 1
72 80 24 1
73 41 98 1
74 11 44 1
75 90 78 1
76 58 65 1
77 61 60 1
78 41 90 1
79 74 88 1
80 19 88 1
81 95 31 1
82 53 93 1
83 80 59 1
84 89 99 1
85 84 38 1
86 32 40 1
87 99 59 1
88 9 6 1
89 17 14 1
90 100 91 1
91 27 50 1
92 23 37 1
93 78 68 1
94 49 3 1
95 84 43 1
96 61 83 1
97 14 51 1
98 6 14 1
99 6 24 1
100 19 4 1
101 20 50 1
102 45 54 1
103 17 24 1
104 95 44 1
105 77 45 1
106 85 52 1
107 47 50 1
108 45 54 1
109 22 77 1
110 64 67 1
111 75 81 1
112 25 2 1
113 40 80 1
114 92 48 1
115 76 83 1
116 72 1 1
117 23 67 1
118 87 40 1
119 34 28 1
120 26 23 1
121 31 98 1
122 44 8 1
123 68 28 1
10041 87 22 0
124 32 43 1
125 29 4 1
126 91 56 1
127 62 19 1
128 89 6 1
129 55 36 1
130 47 71 1
131 26 25 1
132 89 86 1
133 18 31 1
134 48 43 1
135 25 77 1
136 84 1 1
137 97 72 1
138 8 78 1
139 97 74 1
140 46 58 1
141 45 26 1
142 92 48 1
143 26 7 1
10062 31 11 0
144 11 41 1
145 68 10 1
146 74 90 1
147 73 46 1
148 10 6 1
149 26 41 1
10071 47 38 0
150 56 14 1
151 84 78 1
152 46 84 1
153 10 92 1
154 69 88 1
155 78 1 1
156 14 45 1
157 26 75 1
158 84 96 1
159 49 12 1
160 96 98 1
161 73 42 1
162 3 25 1
163 20 76 1
164 63 79 1
165 88 3 1
166 30 49 1
167 51 97 1
168 94 88 1
169 63 2 1
170 30 25 1
171 24 18 1
10055 39 8 0
172 78 70 1
173 82 1 1
174 22 36 1
175 55 84 1
176 62 65 1
177 12 7 1
10083 80 59 0
178 58 31 1
179 13 68 1
180 88 27 1
181 87 40 1
182 5 27 1
183 94 64 1
184 65 42 1
185 57 2 1
186 44 66 1
187 50 87 1
188 49 60 1
189 44 12 1
10011 42 6 0
190 95 2 1
191 76 34 1
192 30 6 1
193 47 20 1
194 20 67 1
195 92 61 1
196 46 14 1
197 88 91 1
198 68 40 1
199 62 56 1
200 98 9 1
10007 21 66 0
201 20 10 1
202 89 75 1
203 99 40 1
204 49 76 1
205 72 18 1
206 82 62 1
207 96 99 1
208 4 89 1
209 75 99 1
210 8 90 1
211 72 41 1
212 86 58 1
213 99 29 1
10107 47 50 0
214 6 63 1
215 97 29 1
216 25 43 1
10063 12 54 0
217 92 59 1
218 48 86 1
219 67 40 1
220 54 32 1
221 57 100 1
222 66 24 1
223 25 90 1
224 39 14 1
225 88 81 1
226 88 97 1
227 11 63 1
228 32 92 1
229 97 30 1
230 17 36 1
231 8 27 1
232 19 21 1
233 100 42 1
234 34 74 1
235 35 10 1
236 67 91 1
237 47 76 1
238 20 100 1
239 85 46 1
10067 23 74 0
240 17 97 1
241 34 58 1
242 37 5 1
243 4 93 1
10154 69 88 0
244 55 26 1
245 97 65 1
246 53 82 1
247 47 67 1
248 92 87 1
249 52 93 1
250 58 3 1
251 55 65 1
252 6 2 1
253 31 93 1
254 19 79 1
10163 20 76 0
255 85 35 1
256 68 92 1
10078 41 90 0
257 59 32 1
258 16 68 1
259 21 80 1
260 92 5 1
261 22 95 1
262 64 23 1
263 36 98 1
264 16 34 1
265 54 38 1
266 32 21 1
267 5 70 1
268 63 11 1
269 4 90 1
270 17 6 1
271 6 95 1
272 23 85 1
10068 45 44 0
273 56 6 1
274 75 70 1
275 11 91 1
276 71 52 1
277 30 83 1
278 42 20 1
279 5 100 1
280 55 25 1
281 86 94 1
282 50 49 1
283 54 32 1
10053 97 18 0
284 36 20 1
10164 63 79 0
10026 45 26 0
285 100 24 1
286 98 7 1
287 31 26 1
10123 68 28 0
288 15 57 1
289 12 81 1
290 51 90 1
291 59 66 1
292 37 62 1
293 15 64 1
10100 19 4 0
294 16 93 1
10029 75 79 0
295 53 74 1
296 10 68 1
10046 29 94 0
297 61 7 1
298 53 62 1
299 5 16 1
10082 53 93 0
300 89 27 1
301 62 57 1
302 64 34 1
10032 84 39 0
303 40 86 1
10089 17 14 0
304 30 32 1
305 92 96 1
10081 95 31 0
306 24 47 1
10084 89 99 0
307 73 68 1
308 19 6 1
309 75 1 1
10080 19 88 0
310 64 42 1
311 85 63 1
312 10 41 1
313 30 60 1
10165 88 3 0
10087 99 59 0
314 42 81 1
315 74 54 1
316 47 25 1
317 82 33 1
318 20 55 1
10086 32 40 0
319 67 57 1
10200 98 9 0
320 84 15 1
321 84 92 1
10022 56 61 0
322 51 8 1
323 32 68 1
10009 23 41 0
324 95 49 1
10048 13 47 0
10238 20 100 0
10166 30 49 0
325 35 55 1
326 2 44 1
10005 100 24 0
327 50 24 1
328 9 54 1
329 50 67 1
330 28 59 1
331 73 60 1
332 98 25 1
333 83 32 1
334 43 3 1
335 77 81 1
336 68 83 1
337 77 39 1
338 81 85 1
339 88 89 1
340 14 47 1
341 41 27 1
10228 32 92 0
342 70 73 1
343 97 54 1
344 75 60 1
345 61 50 1
346 57 78 1
10097 14 51 0
347 6 79 1
348 36 62 1
349 69 37 1
350 64 94 1
351 93 42 1
10076 58 65 0
10230 17 36 0
352 63 53 1
353 38 57 1
10137 97 72 0
354 98 82 1
355 68 45 1
356 5 96 1
357 35 7 1
358 14 76 1
359 74 69 1
360 3 52 1
361 76 98 1
10237 47 76 0
362 77 69 1
363 63 11 1
364 22 25 1
10099 6 24 0
365 17 66 1
10037 3 69 0
366 95 65 1
367 98 83 1
10241 34 58 0
368 66 41 1
10245 97 65 0
369 43 76 1
370 60 13 1
371 69 56 1
10104 95 44 0
10124 32 43 0
372 34 25 1
10281 86 94 0
373 9 95 1
374 73 13 1
375 40 63 1
376 66 8 1
10205 72 18 0
377 54 56 1
378 3 2 1
379 31 57 1
380 51 18 1
