Load: 3 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 78 96 1
2 41 58 1
3 5 21 1
4 9 4 1
5 96 29 1
6 29 38 1
7 1 17 1
8 7 79 1
9 21 55 1
10 95 98 1
11 95 75 1
12 34 32 1
13 87 81 1
14 50 78 1
15 57 29 1
16 59 87 1
17 15 24 1
18 29 83 1
19 11 18 1
20 53 73 1
21 50 37 1
22 66 82 1
23 90 25 1
24 4 90 1
25 70 48 1
26 43 50 1
27 27 89 1
28 60 42 1
29 59 69 1
30 7 38 1
31 94 12 1
32 19 2 1
33 22 26 1
34 100 30 1
35 14 63 1
36 44 9 1
37 22 14 1
38 62 9 1
39 57 69 1
40 57 75 1
41 7 36 1
42 67 77 1
43 88 85 1
44 83 8 1
45 32 17 1
46 19 55 1
47 79 93 1
48 99 83 1
49 27 70 1
50 38 68 1
51 56 58 1
52 32 76 1
53 71 68 1
54 100 26 1
10011 95 75 0
55 25 21 1
56 48 56 1
57 35 65 1
58 61 9 1
59 55 82 1
60 55 52 1
61 88 15 1
62 56 53 1
10018 29 83 0
10004 9 4 0
63 15 38 1
10014 50 78 0
64 43 94 1
65 98 5 1
66 60 94 1
67 53 29 1
68 61 14 1
69 42 84 1
70 99 53 1
10017 15 24 0
71 48 19 1
72 14 96 1
73 96 74 1
74 89 35 1
75 45 14 1
76 29 10 1
77 6 75 1
10008 7 79 0
78 3 35 1
79 43 19 1
80 37 91 1
81 77 51 1
10019 11 18 0
82 4 94 1
10044 83 8 0
83 13 29 1
84 30 96 1
85 99 28 1
86 87 51 1
87 97 81 1
88 40 94 1
10049 27 70 0
89 90 1 1
90 67 54 1
91 4 3 1
92 69 91 1
93 97 70 1
94 64 87 1
95 54 40 1
96 60 40 1
97 18 56 1
10005 96 29 0
98 72 13 1
99 20 79 1
10031 94 12 0
100 23 89 1
101 70 80 1
102 86 49 1
103 65 13 1
104 34 79 1
105 60 11 1
10062 56 53 0
106 56 90 1
107 78 97 1
108 27 9 1
109 63 11 1
110 36 38 1
111 17 43 1
10030 7 38 0
112 57 83 1
113 49 73 1
114 36 86 1
115 33 45 1
116 79 19 1
117 51 60 1
118 21 39 1
119 26 60 1
10007 1 17 0
120 49 11 1
121 44 98 1
10061 88 15 0
122 93 44 1
123 83 67 1
124 91 86 1
10080 37 91 0
125 10 67 1
10045 32 17 0
126 93 20 1
127 92 20 1
128 53 97 1
129 84 7 1
130 84 7 1
131 68 90 1
132 8 79 1
133 57 47 1
10052 32 76 0
134 78 41 1
135 17 66 1
136 96 6 1
137 30 2 1
138 77 58 1
139 40 27 1
140 52 43 1
141 87 17 1
142 63 84 1
143 54 19 1
144 23 5 1
145 3 65 1
146 21 43 1
10081 77 51 0
147 2 42 1
148 92 60 1
149 38 71 1
150 5 74 1
151 43 13 1
10096 60 40 0
152 16 56 1
153 18 61 1
154 38 100 1
155 11 3 1
156 3 49 1
157 3 14 1
10033 22 26 0
158 37 44 1
10026 43 50 0
159 48 87 1
160 4 19 1
10095 54 40 0
161 55 67 1
10059 55 82 0
162 18 92 1
163 43 35 1
164 45 66 1
165 60 68 1
166 98 43 1
10107 78 97 0
167 48 2 1
10116 79 19 0
168 86 38 1
169 7 55 1
170 61 5 1
10071 48 19 0
171 81 5 1
172 84 97 1
10106 56 90 0
173 74 36 1
174 91 57 1
175 43 31 1
10082 4 94 0
176 29 43 1
177 63 4 1
178 53 40 1
179 16 62 1
180 20 98 1
181 4 49 1
182 67 61 1
183 6 37 1
184 64 1 1
185 83 58 1
186 46 37 1
187 30 77 1
188 38 56 1
189 84 89 1
190 99 91 1
191 50 48 1
192 79 98 1
193 26 86 1
194 79 6 1
195 26 5 1
196 17 86 1
197 10 74 1
198 26 73 1
199 28 48 1
200 48 64 1
201 45 49 1
202 86 46 1
203 47 28 1
204 89 27 1
205 14 48 1
206 68 91 1
207 29 4 1
208 10 78 1
209 96 70 1
210 16 66 1
10078 3 35 0
211 75 78 1
212 11 54 1
213 3 34 1
10162 18 92 0
214 99 66 1
215 95 51 1
216 58 72 1
217 39 4 1
218 12 27 1
219 38 52 1
220 77 16 1
221 44 90 1
222 60 95 1
223 97 83 1
10158 37 44 0
224 56 57 1
225 48 11 1
10041 7 36 0
226 28 35 1
227 86 79 1
228 15 96 1
229 21 90 1
230 26 94 1
231 62 89 1
232 28 5 1
233 16 50 1
10108 27 9 0
10170 61 5 0
234 10 58 1
235 78 18 1
236 20 35 1
237 32 51 1
238 94 90 1
239 6 44 1
240 89 26 1
241 13 99 1
242 25 50 1
10111 17 43 0
243 39 23 1
244 64 88 1
245 40 32 1
246 11 70 1
247 93 79 1
248 90 88 1
249 24 88 1
250 52 66 1
10125 10 67 0
251 1 13 1
252 15 44 1
10029 59 69 0
253 53 2 1
254 81 51 1
10148 92 60 0
255 96 73 1
10157 3 14 0
256 20 2 1
10152 16 56 0
257 38 94 1
10076 29 10 0
258 85 97 1
259 6 38 1
260 76 25 1
261 3 86 1
262 82 89 1
263 83 65 1
264 35 5 1
265 69 30 1
266 57 97 1
267 21 15 1
10010 95 98 0
10143 54 19 0
10190 99 91 0
268 41 30 1
10015 57 29 0
10182 67 61 0
10136 96 6 0
269 98 76 1
10063 15 38 0
270 51 46 1
10120 49 11 0
10122 93 44 0
271 84 95 1
272 85 11 1
10115 33 45 0
273 88 68 1
10172 84 97 0
10072 14 96 0
274 95 69 1
275 35 77 1
276 77 24 1
277 86 92 1
278 7 3 1
279 81 11 1
280 22 2 1
281 25 95 1
282 57 11 1
283 100 32 1
10073 96 74 0
284 88 56 1
285 40 83 1
286 38 92 1
287 85 67 1
288 5 38 1
289 81 16 1
290 17 53 1
291 91 43 1
10083 13 29 0
292 45 75 1
293 53 94 1
294 66 25 1
10040 57 75 0
295 48 86 1
296 85 87 1
297 34 72 1
298 25 69 1
10174 91 57 0
299 98 27 1
300 88 25 1
301 74 93 1
302 91 71 1
303 99 19 1
10219 38 52 0
10065 98 5 0
304 60 58 1
305 87 62 1
306 32 89 1
307 80 42 1
10264 35 5 0
10173 74 36 0
308 63 99 1
10098 72 13 0
10126 93 20 0
309 34 67 1
310 48 86 1
311 7 75 1
312 75 67 1
313 51 66 1
314 58 25 1
315 58 78 1
10161 55 67 0
316 78 87 1
317 5 8 1
10216 58 72 0
318 43 52 1
319 30 20 1
320 12 20 1
321 65 57 1
322 64 73 1
323 36 11 1
10169 7 55 0
324 10 29 1
325 27 2 1
10056 48 56 0
10016 59 87 0
10147 2 42 0
326 32 19 1
10118 21 39 0
327 50 74 1
328 45 63 1
329 92 78 1
330 10 61 1
331 18 19 1
332 35 88 1
10259 6 38 0
10278 7 3 0
333 29 5 1
10197 10 74 0
10167 48 2 0
10124 91 86 0
334 55 95 1
10131 68 90 0
335 99 78 1
336 53 42 1
337 3 97 1
10276 77 24 0
10128 53 97 0
10066 60 94 0
10293 53 94 0
10156 3 49 0
338 69 75 1
339 75 50 1
340 24 88 1
341 38 51 1
342 73 67 1
343 52 33 1
344 59 38 1
345 85 30 1
346 46 47 1
347 30 47 1
348 42 43 1
