Load: 2 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 93 34 1
2 76 38 1
3 62 76 1
4 71 34 1
5 17 57 1
6 92 98 1
7 58 18 1
8 55 19 1
9 49 32 1
10 53 43 1
11 34 25 1
12 56 40 1
13 50 29 1
14 94 34 1
15 22 3 1
16 11 22 1
17 25 67 1
18 100 87 1
19 24 74 1
20 89 40 1
21 14 31 1
22 38 79 1
23 28 20 1
24 30 75 1
25 47 52 1
26 98 42 1
27 25 7 1
28 85 76 1
29 28 37 1
30 81 41 1
31 84 96 1
32 61 48 1
33 72 40 1
34 46 42 1
35 3 15 1
36 66 54 1
37 96 72 1
38 28 96 1
39 51 39 1
40 38 97 1
41 6 47 1
42 69 50 1
43 70 14 1
44 49 18 1
45 9 50 1
46 96 50 1
47 21 10 1
48 30 95 1
49 43 84 1
50 86 79 1
51 94 76 1
52 19 51 1
53 23 72 1
54 68 36 1
10006 92 98 0
55 91 41 1
56 80 75 1
10013 50 29 0
57 44 31 1
58 19 5 1
59 38 83 1
60 76 74 1
61 71 91 1
10017 25 67 0
62 100 63 1
63 88 85 1
64 3 21 1
65 83 100 1
66 78 59 1
10018 100 87 0
67 30 47 1
10011 34 25 0
68 25 51 1
10041 6 47 0
69 26 63 1
70 35 20 1
71 10 45 1
72 60 58 1
73 33 71 1
74 69 84 1
75 45 47 1
76 68 18 1
10007 58 18 0
77 85 99 1
78 66 54 1
79 9 100 1
80 22 51 1
81 89 67 1
82 79 8 1
83 88 52 1
84 34 44 1
85 35 2 1
86 48 84 1
87 59 60 1
88 59 27 1
89 47 14 1
90 20 95 1
91 78 24 1
92 43 34 1
93 85 91 1
94 95 93 1
95 32 4 1
96 37 85 1
97 55 69 1
98 49 98 1
99 19 73 1
100 56 99 1
101 39 37 1
10020 89 40 0
102 89 45 1
103 33 57 1
104 82 88 1
105 59 32 1
106 89 75 1
10022 38 79 0
107 86 66 1
10050 86 79 0
108 71 70 1
109 4 51 1
110 54 82 1
111 43 98 1
10025 47 52 0
112 73 3 1
113 16 10 1
114 15 27 1
115 35 44 1
116 54 63 1
117 15 61 1
10040 38 97 0
118 53 68 1
119 17 50 1
120 95 26 1
10047 21 10 0
10002 76 38 0
121 12 56 1
122 36 55 1
123 82 64 1
124 53 20 1
10083 88 52 0
125 29 33 1
126 42 83 1
127 63 100 1
128 22 96 1
129 97 62 1
130 22 63 1
131 57 95 1
10044 49 18 0
132 97 21 1
133 5 39 1
134 53 59 1
135 39 85 1
136 72 80 1
10027 25 7 0
137 18 24 1
138 31 13 1
139 32 76 1
140 42 56 1
141 95 96 1
142 68 50 1
143 79 66 1
10056 80 75 0
10080 22 51 0
144 59 32 1
145 71 45 1
146 65 94 1
147 9 21 1
148 67 76 1
149 47 43 1
10059 38 83 0
150 27 23 1
151 92 8 1
152 61 72 1
153 59 86 1
154 86 9 1
155 56 11 1
156 41 12 1
10112 73 3 0
10029 28 37 0
157 81 12 1
158 66 40 1
159 11 84 1
160 16 41 1
161 65 16 1
10103 33 57 0
10063 88 85 0
162 58 43 1
10058 19 5 0
163 63 32 1
164 77 65 1
165 72 70 1
10066 78 59 0
10035 3 15 0
10120 95 26 0
166 20 74 1
167 13 85 1
168 92 5 1
169 36 72 1
170 60 2 1
171 9 81 1
10070 35 20 0
172 2 21 1
173 71 76 1
174 49 84 1
175 100 71 1
176 37 19 1
177 55 46 1
178 63 10 1
10126 42 83 0
179 83 75 1
180 99 24 1
10131 57 95 0
181 64 48 1
10068 25 51 0
182 47 39 1
10128 22 96 0
183 51 30 1
184 96 15 1
185 13 48 1
186 10 14 1
10082 79 8 0
187 61 81 1
188 32 78 1
189 12 6 1
190 83 74 1
191 67 48 1
192 25 87 1
10121 12 56 0
193 51 24 1
10116 54 63 0
10127 63 100 0
194 48 9 1
195 68 30 1
196 40 54 1
10143 79 66 0
197 71 46 1
198 9 66 1
10147 9 21 0
199 40 89 1
200 78 91 1
10150 27 23 0
201 37 79 1
10113 16 10 0
202 7 33 1
203 79 94 1
204 66 62 1
205 33 82 1
206 64 73 1
10110 54 82 0
10036 66 54 0
207 97 81 1
208 39 73 1
209 25 49 1
10033 72 40 0
10057 44 31 0
10101 39 37 0
10107 86 66 0
10109 4 51 0
210 59 62 1
211 49 32 1
212 75 90 1
213 38 42 1
214 48 85 1
215 44 72 1
216 66 84 1
217 30 76 1
218 32 33 1
219 27 33 1
