Load: 9 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 14 81 1
2 56 64 1
3 49 97 1
4 43 38 1
5 47 83 1
6 64 16 1
7 24 73 1
8 21 48 1
9 50 77 1
10 50 11 1
11 75 16 1
12 57 42 1
13 82 77 1
14 28 76 1
15 97 80 1
16 76 75 1
17 74 42 1
18 76 59 1
19 23 59 1
20 12 9 1
21 36 34 1
22 91 83 1
23 76 75 1
24 91 70 1
25 94 76 1
26 27 14 1
27 99 53 1
28 95 50 1
29 12 55 1
30 81 54 1
31 14 52 1
32 38 94 1
33 60 95 1
34 77 51 1
35 6 44 1
36 96 51 1
37 52 82 1
38 96 52 1
39 15 19 1
40 97 31 1
41 47 45 1
42 36 28 1
43 69 64 1
44 48 69 1
45 72 60 1
46 12 31 1
47 29 6 1
48 63 53 1
49 28 33 1
50 30 42 1
51 3 67 1
52 36 28 1
53 100 63 1
54 38 34 1
55 85 80 1
56 28 87 1
57 65 75 1
58 73 33 1
59 21 14 1
60 75 7 1
61 8 16 1
62 15 98 1
63 36 1 1
64 74 73 1
65 85 94 1
66 53 4 1
67 6 98 1
68 13 83 1
69 26 38 1
70 76 90 1
71 19 75 1
72 39 64 1
73 70 48 1
74 49 90 1
75 66 21 1
76 100 78 1
77 60 74 1
78 32 66 1
79 73 55 1
80 27 5 1
81 3 31 1
82 58 85 1
83 84 67 1
84 71 54 1
85 30 89 1
86 66 96 1
87 85 14 1
88 33 42 1
89 96 39 1
90 32 36 1
91 51 61 1
92 70 9 1
93 52 17 1
94 74 29 1
95 22 48 1
96 52 88 1
97 15 55 1
98 19 79 1
99 76 47 1
100 38 97 1
101 71 48 1
102 53 44 1
103 41 77 1
104 86 30 1
105 41 94 1
106 54 50 1
107 46 38 1
108 73 69 1
109 22 73 1
110 100 72 1
111 10 42 1
112 24 50 1
113 78 1 1
114 31 6 1
115 96 92 1
116 52 42 1
117 29 79 1
118 37 1 1
119 61 12 1
120 14 12 1
121 50 77 1
122 23 71 1
123 85 18 1
124 94 23 1
125 72 61 1
126 29 7 1
127 3 33 1
128 32 77 1
129 12 62 1
130 43 26 1
131 62 69 1
132 96 65 1
133 3 81 1
134 55 90 1
135 13 61 1
136 26 41 1
137 96 62 1
138 5 34 1
139 58 72 1
