Load: 4 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 42 54 1
2 17 61 1
3 59 32 1
4 67 64 1
5 63 96 1
6 17 49 1
7 28 67 1
8 56 30 1
9 14 92 1
10 69 28 1
11 58 75 1
12 93 34 1
13 63 23 1
14 35 33 1
15 72 20 1
16 63 30 1
17 19 62 1
18 28 59 1
19 35 59 1
20 66 92 1
21 53 65 1
22 17 21 1
23 88 27 1
24 29 68 1
25 52 10 1
26 3 9 1
27 78 10 1
28 55 70 1
29 42 29 1
30 42 45 1
31 64 53 1
32 94 26 1
33 36 33 1
34 26 8 1
35 39 87 1
36 89 74 1
37 82 14 1
38 40 8 1
39 26 13 1
40 56 97 1
41 19 52 1
42 58 26 1
43 26 74 1
44 8 72 1
45 37 71 1
46 32 18 1
47 100 8 1
48 98 67 1
49 98 15 1
50 44 30 1
51 31 95 1
52 23 85 1
53 95 8 1
54 47 21 1
55 14 69 1
56 87 86 1
57 21 54 1
58 31 71 1
59 21 25 1
60 78 23 1
61 25 96 1
62 59 46 1
63 92 46 1
64 52 1 1
65 91 90 1
66 15 14 1
67 9 7 1
68 37 88 1
69 34 59 1
70 71 11 1
71 88 81 1
72 63 74 1
73 80 39 1
74 41 58 1
75 48 81 1
76 72 93 1
77 54 98 1
78 54 76 1
79 22 78 1
80 100 96 1
81 25 53 1
82 58 40 1
83 36 49 1
84 43 31 1
85 95 68 1
86 9 70 1
87 83 51 1
88 100 8 1
89 36 27 1
90 77 75 1
91 23 24 1
92 78 42 1
10005 63 96 0
93 44 92 1
94 27 44 1
95 72 11 1
96 39 38 1
97 74 89 1
98 48 49 1
99 57 14 1
10022 17 21 0
100 9 76 1
101 31 80 1
102 50 25 1
103 67 2 1
104 5 46 1
105 14 80 1
106 54 29 1
107 8 94 1
108 19 62 1
109 27 77 1
110 67 21 1
111 29 70 1
112 15 58 1
113 85 60 1
10007 28 67 0
114 50 77 1
115 23 8 1
116 14 85 1
117 56 30 1
118 81 22 1
119 73 15 1
120 77 11 1
121 59 71 1
122 2 76 1
123 29 87 1
124 72 49 1
125 62 60 1
10031 64 53 0
126 14 93 1
127 14 11 1
128 50 100 1
129 38 20 1
130 16 84 1
10055 14 69 0
131 60 96 1
132 14 54 1
133 65 35 1
134 76 28 1
135 11 57 1
136 60 50 1
137 79 9 1
138 77 19 1
139 19 27 1
140 21 9 1
141 40 82 1
142 97 1 1
143 43 32 1
144 94 75 1
145 11 1 1
146 71 60 1
147 38 65 1
148 63 85 1
149 75 71 1
10017 19 62 0
150 58 65 1
151 78 16 1
10020 66 92 0
10053 95 8 0
152 49 87 1
153 69 24 1
154 70 28 1
155 79 92 1
10028 55 70 0
156 82 43 1
157 14 90 1
158 1 42 1
159 69 2 1
160 1 96 1
161 91 6 1
162 21 37 1
10047 100 8 0
163 46 92 1
164 21 50 1
10058 31 71 0
165 72 100 1
166 4 87 1
167 26 15 1
168 31 75 1
169 18 81 1
170 73 51 1
171 13 14 1
172 87 97 1
173 91 22 1
174 78 72 1
175 56 47 1
176 27 12 1
177 9 97 1
178 82 99 1
179 50 66 1
180 13 3 1
181 14 58 1
182 16 50 1
10065 91 90 0
183 24 10 1
10035 39 87 0
184 13 81 1
10077 54 98 0
10068 37 88 0
10082 58 40 0
185 83 12 1
186 55 38 1
187 69 98 1
10069 34 59 0
188 19 17 1
189 83 14 1
190 91 47 1
191 69 51 1
192 53 68 1
193 86 31 1
10135 11 57 0
194 12 84 1
195 43 99 1
196 46 25 1
197 70 46 1
198 5 87 1
199 97 21 1
200 30 91 1
201 91 35 1
202 45 59 1
203 48 95 1
204 57 26 1
205 22 36 1
206 25 42 1
207 69 62 1
208 31 51 1
209 83 50 1
10034 26 8 0
210 87 55 1
211 5 17 1
212 45 31 1
213 5 65 1
214 26 35 1
10066 15 14 0
10056 87 86 0
215 46 98 1
10051 31 95 0
216 100 37 1
217 69 100 1
218 59 83 1
219 95 100 1
220 53 20 1
221 31 57 1
222 18 16 1
10016 63 30 0
10036 89 74 0
223 94 42 1
