Load: 7 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 21 4 1
2 72 4 1
3 3 38 1
4 94 90 1
5 12 58 1
6 86 35 1
7 96 37 1
8 49 27 1
9 93 83 1
10 6 93 1
11 61 99 1
12 16 37 1
13 7 37 1
14 42 87 1
15 70 91 1
16 45 77 1
17 43 36 1
18 50 38 1
19 37 49 1
20 15 66 1
21 80 65 1
22 97 72 1
23 13 27 1
24 2 9 1
25 44 61 1
26 9 27 1
27 62 31 1
28 98 32 1
29 71 100 1
30 23 88 1
31 76 50 1
32 57 43 1
33 74 42 1
34 38 59 1
35 98 31 1
36 97 56 1
37 65 19 1
38 76 10 1
39 84 36 1
40 42 65 1
41 63 80 1
42 67 24 1
43 25 3 1
44 72 66 1
45 19 3 1
46 2 45 1
47 86 69 1
48 70 21 1
49 69 14 1
50 97 53 1
51 54 20 1
52 77 26 1
53 33 73 1
54 71 94 1
55 1 17 1
56 79 53 1
57 55 36 1
58 37 51 1
59 49 58 1
60 32 39 1
61 49 2 1
62 4 33 1
63 41 58 1
64 45 65 1
65 17 77 1
66 27 10 1
67 11 69 1
68 99 13 1
69 58 61 1
70 98 40 1
71 68 95 1
72 44 81 1
73 61 95 1
74 36 59 1
75 39 28 1
76 54 72 1
77 12 52 1
78 89 10 1
79 40 84 1
80 3 31 1
81 59 37 1
82 39 53 1
83 69 38 1
84 51 46 1
85 3 9 1
86 97 14 1
87 48 18 1
88 52 5 1
89 45 3 1
90 23 68 1
91 49 38 1
92 5 96 1
93 95 77 1
94 55 39 1
95 49 87 1
96 76 57 1
97 92 15 1
98 86 91 1
99 43 53 1
100 19 2 1
101 86 60 1
102 30 64 1
103 8 48 1
104 24 30 1
105 7 60 1
106 100 66 1
107 73 62 1
108 97 24 1
109 40 62 1
110 44 63 1
111 3 68 1
112 12 23 1
113 97 12 1
114 59 65 1
115 74 39 1
116 18 99 1
117 11 27 1
118 84 21 1
119 9 29 1
120 37 86 1
121 6 52 1
122 97 18 1
123 78 59 1
124 41 69 1
125 64 14 1
126 47 53 1
127 14 95 1
128 66 26 1
129 48 4 1
130 58 52 1
131 74 24 1
132 40 91 1
133 16 64 1
134 70 99 1
135 61 63 1
136 40 16 1
137 94 18 1
138 28 1 1
139 82 81 1
140 29 49 1
141 45 18 1
142 24 76 1
143 51 45 1
144 94 89 1
145 58 14 1
146 8 36 1
147 36 69 1
148 51 60 1
149 21 85 1
150 51 16 1
151 45 2 1
152 78 58 1
153 4 19 1
154 17 94 1
155 72 48 1
156 16 62 1
157 26 30 1
158 68 50 1
159 97 50 1
160 91 21 1
161 79 7 1
162 86 40 1
163 74 86 1
164 8 39 1
165 60 80 1
166 53 92 1
167 30 36 1
168 92 70 1
10041 63 80 0
169 86 88 1
170 39 12 1
171 100 92 1
172 2 61 1
173 60 2 1
174 99 73 1
175 78 19 1
176 6 25 1
177 88 24 1
10021 80 65 0
178 36 40 1
179 16 65 1
180 19 87 1
181 91 47 1
182 21 16 1
183 42 96 1
184 65 70 1
185 79 78 1
186 81 91 1
187 28 51 1
188 75 2 1
189 39 32 1
10013 7 37 0
190 52 78 1
191 80 65 1
192 34 48 1
193 85 12 1
194 11 57 1
195 70 48 1
196 98 3 1
197 63 55 1
198 24 70 1
199 76 28 1
200 88 32 1
201 100 34 1
202 8 12 1
203 8 3 1
204 13 84 1
205 84 23 1
206 78 34 1
207 23 48 1
208 67 30 1
209 26 42 1
210 84 96 1
211 61 73 1
212 77 40 1
213 12 1 1
214 82 59 1
215 57 7 1
216 67 55 1
217 91 11 1
218 28 80 1
219 78 3 1
220 78 71 1
221 37 74 1
222 87 4 1
223 82 70 1
224 95 15 1
225 55 54 1
226 27 40 1
227 5 15 1
228 53 17 1
229 78 37 1
230 7 52 1
10080 3 31 0
231 78 66 1
232 69 60 1
233 94 69 1
234 29 89 1
235 73 11 1
236 95 84 1
237 34 21 1
238 30 6 1
239 53 97 1
240 11 78 1
241 58 17 1
10017 43 36 0
242 74 16 1
243 86 93 1
244 14 17 1
10137 94 18 0
245 61 59 1
246 11 32 1
10005 12 58 0
247 14 32 1
248 40 57 1
10120 37 86 0
249 61 98 1
250 72 20 1
10125 64 14 0
251 24 99 1
252 79 91 1
253 90 43 1
254 45 66 1
255 64 1 1
256 82 55 1
257 72 46 1
10145 58 14 0
10006 86 35 0
258 58 84 1
259 23 92 1
260 6 76 1
261 61 4 1
262 13 21 1
263 72 21 1
10071 68 95 0
264 50 9 1
265 11 55 1
10138 28 1 0
266 19 41 1
267 80 18 1
268 90 22 1
269 44 4 1
270 65 50 1
271 81 96 1
272 36 49 1
273 45 49 1
274 20 44 1
275 91 10 1
276 48 18 1
277 66 7 1
278 45 51 1
279 46 53 1
280 81 28 1
281 49 82 1
282 67 66 1
283 93 66 1
284 73 100 1
10177 88 24 0
285 49 84 1
286 98 87 1
287 99 52 1
288 21 83 1
289 53 39 1
290 48 13 1
291 98 9 1
292 14 66 1
293 33 98 1
294 42 50 1
10078 89 10 0
295 92 14 1
10122 97 18 0
296 15 31 1
297 89 31 1
10012 16 37 0
10054 71 94 0
298 19 86 1
299 89 61 1
300 12 77 1
301 81 67 1
302 36 27 1
303 93 55 1
304 94 98 1
305 16 49 1
306 11 30 1
307 78 81 1
308 29 52 1
309 94 90 1
310 13 16 1
311 50 1 1
312 86 32 1
313 79 58 1
314 66 10 1
315 93 23 1
10004 94 90 0
10172 2 61 0
10104 24 30 0
316 71 95 1
317 98 94 1
10121 6 52 0
318 49 13 1
10048 70 21 0
319 40 99 1
320 1 23 1
321 86 70 1
322 93 62 1
323 28 4 1
324 9 31 1
325 36 96 1
326 23 56 1
327 100 18 1
328 33 35 1
329 52 75 1
330 17 91 1
331 66 7 1
332 59 53 1
333 76 52 1
334 5 55 1
10151 45 2 0
335 96 37 1
336 40 22 1
337 7 68 1
338 31 6 1
339 9 23 1
340 15 49 1
341 31 47 1
10147 36 69 0
342 18 22 1
343 84 15 1
10024 2 9 0
344 90 21 1
345 14 3 1
346 76 23 1
10002 72 4 0
347 26 56 1
348 68 38 1
349 71 23 1
10222 87 4 0
350 82 78 1
351 61 11 1
352 26 39 1
10084 51 46 0
353 63 51 1
354 31 11 1
355 16 76 1
356 32 84 1
357 82 38 1
358 37 52 1
359 51 73 1
360 6 88 1
361 98 50 1
362 12 6 1
363 65 63 1
364 98 55 1
365 49 46 1
366 100 32 1
367 56 24 1
10058 37 51 0
368 81 80 1
369 91 97 1
370 74 73 1
371 9 1 1
372 83 32 1
373 47 32 1
374 1 19 1
10258 58 84 0
375 80 37 1
376 67 5 1
377 27 66 1
378 99 76 1
379 11 59 1
380 74 3 1
381 72 61 1
382 76 57 1
383 98 78 1
384 9 39 1
385 64 69 1
10267 80 18 0
386 40 71 1
387 51 63 1
388 88 78 1
389 46 12 1
390 96 37 1
391 52 47 1
392 4 78 1
393 21 1 1
394 45 31 1
395 1 93 1
396 82 66 1
397 2 49 1
398 57 64 1
399 79 61 1
400 5 18 1
401 46 69 1
402 25 1 1
403 93 75 1
404 87 62 1
10053 33 73 0
10212 77 40 0
405 93 29 1
406 41 31 1
407 76 51 1
408 86 55 1
409 3 35 1
410 32 23 1
411 57 53 1
412 80 14 1
413 18 6 1
414 33 27 1
415 12 35 1
416 89 26 1
417 47 42 1
10067 11 69 0
418 68 64 1
419 62 1 1
420 59 46 1
421 25 47 1
422 33 89 1
423 61 8 1
424 28 66 1
425 92 83 1
10031 76 50 0
10190 52 78 0
426 48 6 1
427 57 97 1
10174 99 73 0
428 19 75 1
429 54 48 1
10170 39 12 0
430 74 44 1
431 81 93 1
10095 49 87 0
432 54 84 1
10008 49 27 0
10045 19 3 0
433 21 64 1
434 48 85 1
435 35 65 1
10124 41 69 0
436 93 86 1
437 33 57 1
438 33 9 1
439 3 99 1
440 84 5 1
441 70 63 1
442 55 58 1
443 43 7 1
444 5 97 1
445 51 90 1
10277 66 7 0
446 20 5 1
447 36 37 1
448 20 30 1
449 49 50 1
450 29 28 1
451 48 3 1
10295 92 14 0
452 62 59 1
453 37 33 1
454 29 30 1
455 19 16 1
456 77 65 1
457 68 48 1
458 63 38 1
459 99 42 1
10143 51 45 0
460 54 41 1
461 89 53 1
10244 14 17 0
462 84 8 1
463 68 99 1
464 95 55 1
465 39 71 1
466 16 43 1
467 22 93 1
468 57 71 1
469 97 19 1
10252 79 91 0
470 93 43 1
10132 40 91 0
471 39 43 1
472 18 100 1
473 10 98 1
474 2 25 1
475 24 42 1
10098 86 91 0
476 71 50 1
477 11 61 1
478 56 3 1
479 89 85 1
10091 49 38 0
10149 21 85 0
480 61 28 1
481 85 87 1
10092 5 96 0
482 38 90 1
10215 57 7 0
483 74 1 1
484 61 4 1
485 19 23 1
486 61 4 1
487 1 45 1
488 17 85 1
489 91 70 1
490 20 35 1
491 75 66 1
492 92 70 1
10188 75 2 0
493 33 34 1
10059 49 58 0
494 21 2 1
10383 98 78 0
495 56 10 1
496 58 68 1
497 11 28 1
498 50 2 1
10155 72 48 0
499 40 80 1
500 32 83 1
501 2 18 1
502 41 89 1
503 47 83 1
504 99 66 1
10217 91 11 0
505 92 22 1
10226 27 40 0
506 80 89 1
10014 42 87 0
507 72 25 1
508 18 2 1
509 97 25 1
510 72 5 1
511 57 55 1
512 86 56 1
513 27 35 1
514 52 33 1
10144 94 89 0
515 74 7 1
10366 100 32 0
516 81 64 1
517 76 98 1
518 26 52 1
519 44 19 1
520 90 82 1
521 89 22 1
522 18 17 1
523 2 13 1
524 8 40 1
525 37 48 1
10413 18 6 0
526 79 100 1
10034 38 59 0
527 52 32 1
528 24 35 1
529 89 61 1
530 1 37 1
531 51 72 1
532 88 27 1
10063 41 58 0
533 34 25 1
534 15 44 1
10107 73 62 0
535 16 88 1
10088 52 5 0
536 49 8 1
537 35 58 1
538 40 64 1
539 83 9 1
540 65 11 1
541 70 49 1
542 23 24 1
543 93 38 1
544 16 88 1
545 64 1 1
546 33 1 1
547 56 27 1
548 60 63 1
549 20 30 1
550 3 100 1
551 63 74 1
10429 54 48 0
552 77 97 1
10348 68 38 0
553 95 92 1
554 59 35 1
555 4 42 1
556 9 32 1
10266 19 41 0
557 19 26 1
558 26 57 1
559 84 79 1
560 91 95 1
561 6 20 1
562 74 10 1
563 95 44 1
10042 67 24 0
10361 98 50 0
564 30 57 1
565 66 61 1
566 11 66 1
567 93 49 1
568 75 60 1
10040 42 65 0
569 16 95 1
570 38 92 1
571 2 66 1
10105 7 60 0
10223 82 70 0
572 90 97 1
573 86 97 1
574 41 57 1
575 11 18 1
576 44 68 1
577 54 72 1
578 55 62 1
10239 53 97 0
10225 55 54 0
579 57 65 1
580 14 32 1
10303 93 55 0
581 74 50 1
582 8 80 1
583 14 57 1
584 67 13 1
10131 74 24 0
10458 63 38 0
585 96 27 1
586 92 88 1
10010 6 93 0
10052 77 26 0
587 8 41 1
10430 74 44 0
