Load: 6 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 70 84 1
2 50 46 1
3 34 28 1
4 2 79 1
5 79 69 1
6 18 75 1
7 76 20 1
8 66 98 1
9 45 21 1
10 99 20 1
11 63 83 1
12 66 30 1
13 6 12 1
14 88 86 1
15 73 34 1
16 65 61 1
17 66 13 1
18 3 17 1
19 2 94 1
20 29 81 1
21 98 63 1
22 59 46 1
23 33 49 1
24 8 36 1
25 44 10 1
26 67 81 1
27 2 85 1
28 51 99 1
29 14 37 1
30 43 36 1
31 3 32 1
32 64 20 1
33 97 15 1
34 14 34 1
35 32 56 1
36 50 100 1
37 74 76 1
38 71 9 1
39 70 24 1
40 63 31 1
41 78 88 1
42 4 97 1
43 42 95 1
44 35 59 1
45 87 37 1
46 56 60 1
47 40 5 1
48 27 15 1
49 100 78 1
50 86 62 1
51 87 86 1
52 32 58 1
53 99 25 1
54 52 77 1
55 20 44 1
56 89 24 1
57 80 66 1
58 15 46 1
59 12 2 1
60 90 98 1
61 39 67 1
62 85 49 1
63 18 17 1
64 6 4 1
65 12 70 1
66 79 36 1
67 57 37 1
68 8 43 1
69 36 15 1
70 31 11 1
71 70 6 1
72 19 11 1
73 43 2 1
74 38 79 1
75 67 97 1
76 93 16 1
77 31 55 1
78 35 31 1
79 38 23 1
80 95 84 1
81 96 95 1
82 25 47 1
83 64 25 1
84 32 81 1
85 72 80 1
86 66 82 1
87 61 13 1
88 22 4 1
89 58 65 1
90 93 50 1
91 16 43 1
92 84 45 1
93 56 50 1
94 51 68 1
95 9 77 1
96 44 14 1
97 94 23 1
98 83 6 1
99 62 54 1
100 7 77 1
101 44 57 1
102 67 18 1
103 52 71 1
104 76 65 1
105 60 91 1
106 11 5 1
107 77 21 1
108 11 33 1
109 51 84 1
110 56 58 1
111 50 55 1
112 45 13 1
113 78 21 1
114 93 63 1
115 21 8 1
116 77 62 1
117 83 8 1
118 5 56 1
119 25 28 1
120 80 65 1
121 24 20 1
122 77 43 1
123 40 78 1
124 92 19 1
125 100 32 1
126 41 60 1
127 59 97 1
128 43 53 1
129 60 55 1
130 35 44 1
131 77 16 1
132 49 70 1
133 57 66 1
134 13 26 1
135 86 75 1
136 86 80 1
137 94 48 1
138 40 43 1
139 87 70 1
140 35 24 1
141 85 13 1
142 65 66 1
143 52 99 1
144 8 88 1
145 65 57 1
146 84 24 1
147 31 82 1
148 69 34 1
149 27 22 1
150 81 52 1
151 16 53 1
152 90 18 1
153 54 19 1
154 36 47 1
155 50 83 1
156 12 45 1
157 37 86 1
158 50 52 1
159 47 7 1
160 19 41 1
161 72 14 1
10043 42 95 0
162 33 80 1
163 27 60 1
164 9 97 1
165 1 39 1
166 4 44 1
167 19 77 1
10008 66 98 0
168 51 49 1
169 7 62 1
170 63 13 1
171 87 25 1
172 81 63 1
173 48 24 1
174 58 62 1
175 28 75 1
176 24 2 1
177 92 75 1
178 48 41 1
179 68 49 1
180 55 64 1
181 82 17 1
182 56 93 1
183 19 7 1
184 61 67 1
185 100 40 1
186 14 74 1
187 75 33 1
188 70 50 1
10037 74 76 0
189 91 88 1
190 82 48 1
191 48 73 1
192 14 65 1
193 5 70 1
10034 14 34 0
194 52 17 1
195 23 17 1
196 1 90 1
197 74 76 1
10006 18 75 0
198 70 75 1
199 91 12 1
200 32 42 1
201 35 30 1
202 59 84 1
203 35 93 1
204 17 11 1
205 59 55 1
206 67 61 1
207 51 50 1
208 41 47 1
10040 63 31 0
209 55 30 1
210 31 83 1
211 51 39 1
212 89 6 1
213 51 39 1
214 91 78 1
215 35 45 1
216 89 74 1
217 69 97 1
218 90 45 1
219 22 33 1
220 14 26 1
221 17 5 1
222 56 97 1
223 53 43 1
224 17 47 1
225 14 63 1
226 61 23 1
227 43 9 1
228 22 44 1
229 68 90 1
230 50 37 1
231 5 20 1
232 86 98 1
233 25 90 1
10112 45 13 0
10131 77 16 0
234 80 52 1
235 71 44 1
236 60 14 1
10002 50 46 0
237 39 50 1
238 28 58 1
239 13 23 1
240 10 3 1
241 91 97 1
242 6 61 1
243 99 6 1
244 69 48 1
245 6 55 1
246 28 82 1
10085 72 80 0
247 18 11 1
248 13 95 1
249 77 88 1
250 20 95 1
251 52 44 1
252 77 5 1
253 54 9 1
10103 52 71 0
10143 52 99 0
10101 44 57 0
254 76 59 1
255 54 69 1
256 1 40 1
257 12 30 1
258 22 82 1
259 36 52 1
260 73 30 1
261 74 15 1
262 47 51 1
263 85 19 1
264 85 30 1
265 98 61 1
266 67 91 1
267 13 53 1
268 96 95 1
269 23 76 1
270 47 97 1
271 56 74 1
272 16 5 1
273 9 77 1
274 96 46 1
10111 50 55 0
275 19 97 1
276 66 41 1
277 18 83 1
278 28 13 1
279 50 54 1
280 15 94 1
281 34 83 1
282 31 11 1
283 76 47 1
284 61 74 1
285 19 80 1
286 67 93 1
287 86 34 1
288 1 90 1
289 3 46 1
290 93 28 1
291 52 67 1
292 25 30 1
10110 56 58 0
293 36 39 1
294 87 63 1
295 16 97 1
296 69 81 1
297 36 55 1
298 23 38 1
299 64 49 1
300 63 62 1
301 26 66 1
302 99 39 1
303 72 55 1
304 13 86 1
10001 70 84 0
305 4 89 1
10125 100 32 0
10022 59 46 0
306 75 42 1
10120 80 65 0
307 19 3 1
308 57 49 1
309 92 39 1
310 42 60 1
311 97 19 1
10180 55 64 0
312 77 78 1
313 54 83 1
314 66 15 1
315 78 10 1
316 69 100 1
317 71 99 1
318 15 63 1
319 40 85 1
10105 60 91 0
320 25 93 1
321 19 98 1
322 85 7 1
323 75 69 1
324 27 25 1
325 81 23 1
326 37 48 1
10194 52 17 0
327 1 15 1
328 13 59 1
10005 79 69 0
329 83 77 1
330 47 75 1
10138 40 43 0
10152 90 18 0
10115 21 8 0
331 24 5 1
332 74 4 1
10218 90 45 0
333 14 9 1
334 69 4 1
10099 62 54 0
335 38 94 1
336 44 45 1
10049 100 78 0
337 10 82 1
338 70 32 1
339 33 72 1
340 24 31 1
341 77 75 1
342 43 44 1
10084 32 81 0
343 99 67 1
344 11 47 1
345 21 79 1
346 15 95 1
347 60 30 1
348 85 1 1
349 6 52 1
350 57 26 1
10074 38 79 0
10091 16 43 0
351 56 88 1
352 83 12 1
10046 56 60 0
10100 7 77 0
353 29 41 1
354 82 28 1
355 52 12 1
356 5 56 1
357 57 98 1
10010 99 20 0
358 3 59 1
10156 12 45 0
10148 69 34 0
359 8 82 1
360 75 2 1
10039 70 24 0
361 96 60 1
362 76 48 1
363 5 26 1
364 56 59 1
365 7 28 1
366 69 20 1
10268 96 95 0
367 40 58 1
368 89 79 1
369 6 86 1
370 19 94 1
371 26 5 1
372 46 79 1
373 90 43 1
374 51 82 1
375 4 65 1
10042 4 97 0
376 24 36 1
377 100 66 1
378 55 89 1
379 33 55 1
10107 77 21 0
10260 73 30 0
380 57 46 1
381 22 98 1
382 44 33 1
383 56 30 1
384 88 44 1
10188 70 50 0
385 45 48 1
386 29 91 1
387 81 40 1
388 1 70 1
389 62 52 1
390 95 36 1
10202 59 84 0
391 87 57 1
392 83 36 1
393 48 26 1
394 54 15 1
395 75 59 1
10066 79 36 0
396 45 21 1
397 47 33 1
398 82 26 1
399 26 69 1
400 3 50 1
401 14 34 1
10287 86 34 0
402 4 15 1
10183 19 7 0
403 70 93 1
404 18 45 1
405 5 71 1
406 22 18 1
10122 77 43 0
407 49 14 1
10204 17 11 0
408 9 89 1
409 29 3 1
410 46 42 1
411 34 20 1
412 70 90 1
10129 60 55 0
413 21 96 1
10014 88 86 0
10165 1 39 0
414 58 34 1
10087 61 13 0
415 71 79 1
416 15 25 1
417 40 67 1
10169 7 62 0
10080 95 84 0
418 9 34 1
10073 43 2 0
419 46 87 1
420 39 14 1
421 20 44 1
422 37 43 1
423 74 88 1
424 69 73 1
425 13 61 1
426 66 34 1
10082 25 47 0
427 39 53 1
428 78 36 1
429 19 89 1
430 6 47 1
431 87 51 1
10079 38 23 0
432 54 98 1
433 49 22 1
434 42 68 1
435 54 71 1
436 45 94 1
437 10 96 1
438 55 51 1
439 9 96 1
440 24 34 1
441 47 74 1
442 53 70 1
443 10 66 1
10315 78 10 0
444 37 16 1
10262 47 51 0
445 80 82 1
446 19 12 1
447 85 99 1
10192 14 65 0
448 54 58 1
449 47 58 1
450 15 21 1
451 47 43 1
452 83 74 1
453 1 93 1
10214 91 78 0
454 87 99 1
455 9 48 1
10160 19 41 0
456 62 28 1
457 45 56 1
458 80 15 1
459 10 88 1
460 24 87 1
461 16 28 1
462 80 1 1
463 69 49 1
10253 54 9 0
464 63 36 1
465 21 98 1
10142 65 66 0
466 95 56 1
467 8 43 1
468 7 96 1
469 42 11 1
470 14 98 1
471 42 43 1
472 12 92 1
473 10 32 1
474 40 55 1
475 39 15 1
476 76 26 1
10267 13 53 0
10346 15 95 0
10223 53 43 0
10193 5 70 0
477 87 69 1
10065 12 70 0
478 12 48 1
479 74 21 1
10367 40 58 0
480 12 38 1
481 80 62 1
10229 68 90 0
482 41 78 1
483 59 86 1
484 42 29 1
10134 13 26 0
10184 61 67 0
10028 51 99 0
10239 13 23 0
10248 13 95 0
485 19 72 1
486 57 68 1
487 77 45 1
488 84 74 1
489 10 3 1
490 16 4 1
491 70 12 1
10035 32 56 0
492 85 19 1
493 12 23 1
494 50 39 1
495 40 94 1
496 21 65 1
497 71 9 1
10274 96 46 0
498 41 74 1
499 55 66 1
10380 57 46 0
500 68 8 1
501 88 94 1
10163 27 60 0
10021 98 63 0
502 51 26 1
503 81 75 1
10052 32 58 0
504 23 39 1
505 48 76 1
506 50 79 1
507 19 50 1
508 77 19 1
509 87 47 1
10388 1 70 0
510 77 18 1
511 40 54 1
512 46 93 1
513 40 76 1
514 17 69 1
515 81 37 1
516 50 23 1
10350 57 26 0
517 9 44 1
518 60 19 1
519 24 5 1
520 86 97 1
521 45 76 1
522 59 61 1
523 20 28 1
524 27 54 1
525 93 86 1
10277 18 83 0
526 46 53 1
527 58 36 1
10141 85 13 0
10102 67 18 0
10424 69 73 0
10186 14 74 0
528 52 29 1
529 25 37 1
530 6 17 1
531 76 10 1
10412 70 90 0
532 56 43 1
533 63 62 1
534 81 41 1
535 53 45 1
536 89 59 1
10172 81 63 0
537 44 41 1
538 16 38 1
539 98 7 1
540 22 20 1
541 43 61 1
542 56 75 1
543 96 69 1
544 41 82 1
545 84 39 1
546 17 82 1
547 67 50 1
10413 21 96 0
10295 16 97 0
10016 65 61 0
548 64 33 1
10164 9 97 0
10281 34 83 0
10067 57 37 0
10280 15 94 0
549 51 80 1
550 71 15 1
10137 94 48 0
10391 87 57 0
551 43 25 1
10335 38 94 0
552 30 87 1
553 48 44 1
554 25 43 1
555 92 65 1
556 89 94 1
557 95 70 1
558 9 69 1
559 3 78 1
10278 28 13 0
560 57 79 1
561 73 42 1
10019 2 94 0
562 22 13 1
563 41 3 1
564 99 39 1
10443 10 66 0
565 65 100 1
566 18 39 1
567 65 94 1
10092 84 45 0
568 39 8 1
569 65 57 1
570 29 57 1
10394 54 15 0
571 99 33 1
572 43 57 1
573 20 28 1
574 2 45 1
10069 36 15 0
575 58 49 1
10312 77 78 0
576 92 93 1
577 34 21 1
10258 22 82 0
578 4 15 1
579 4 93 1
10038 71 9 0
580 44 14 1
10352 83 12 0
581 71 84 1
10224 17 47 0
582 3 44 1
583 16 88 1
584 62 85 1
585 35 78 1
10290 93 28 0
10334 69 4 0
586 95 31 1
587 70 91 1
588 2 79 1
589 49 17 1
10406 22 18 0
590 32 95 1
10320 25 93 0
591 37 90 1
10462 80 1 0
592 78 50 1
593 80 25 1
594 25 14 1
10197 74 76 0
595 62 36 1
10167 19 77 0
596 75 5 1
597 86 36 1
598 62 1 1
599 83 50 1
600 12 98 1
601 90 62 1
602 22 60 1
10245 6 55 0
10147 31 82 0
10339 33 72 0
603 61 22 1
10513 40 76 0
10403 70 93 0
604 40 64 1
605 51 87 1
606 82 10 1
10189 91 88 0
607 36 12 1
608 55 34 1
609 52 88 1
610 85 88 1
611 47 78 1
612 3 19 1
613 9 54 1
614 3 19 1
10109 51 84 0
615 42 5 1
616 92 84 1
617 60 1 1
10200 32 42 0
10488 84 74 0
10431 87 51 0
10201 35 30 0
10158 50 52 0
10118 5 56 0
10181 82 17 0
618 42 96 1
619 87 49 1
620 4 81 1
621 94 81 1
10133 57 66 0
622 40 32 1
623 38 8 1
10026 67 81 0
624 39 56 1
10259 36 52 0
625 89 53 1
626 70 52 1
627 16 77 1
10545 84 39 0
628 9 100 1
629 64 6 1
10390 95 36 0
630 21 97 1
631 69 19 1
632 23 80 1
10414 58 34 0
10325 81 23 0
10398 82 26 0
633 87 41 1
10435 54 71 0
634 6 5 1
635 39 93 1
10401 14 34 0
636 93 59 1
10293 36 39 0
637 18 9 1
638 55 63 1
639 11 80 1
640 60 12 1
641 43 51 1
10441 47 74 0
10121 24 20 0
10385 45 48 0
642 100 1 1
10538 16 38 0
643 71 47 1
644 78 63 1
645 66 5 1
646 77 27 1
647 9 15 1
648 78 63 1
10041 78 88 0
649 34 50 1
650 2 20 1
651 2 52 1
652 12 71 1
653 45 1 1
654 30 6 1
655 28 18 1
656 89 100 1
657 88 94 1
10491 70 12 0
658 71 78 1
10370 19 94 0
659 16 85 1
660 61 72 1
10302 99 39 0
661 49 92 1
662 68 88 1
10029 14 37 0
663 36 47 1
664 87 16 1
10211 51 39 0
665 55 63 1
10415 71 79 0
10171 87 25 0
666 27 63 1
667 68 52 1
10361 96 60 0
668 83 48 1
669 27 87 1
670 54 71 1
10190 82 48 0
671 6 94 1
672 24 8 1
673 39 83 1
10378 55 89 0
10144 8 88 0
674 34 87 1
675 95 36 1
676 93 35 1
677 72 27 1
10196 1 90 0
678 47 57 1
679 60 51 1
680 51 48 1
681 66 40 1
682 87 73 1
10033 97 15 0
10070 31 11 0
683 24 71 1
684 60 26 1
685 54 26 1
686 30 23 1
10467 8 43 0
687 57 84 1
10411 34 20 0
10173 48 24 0
10272 16 5 0
10507 19 50 0
688 78 80 1
689 21 57 1
690 48 81 1
10452 83 74 0
10451 47 43 0
691 14 82 1
692 9 58 1
10012 66 30 0
693 47 27 1
694 43 54 1
695 42 97 1
10558 9 69 0
696 68 74 1
10368 89 79 0
697 73 9 1
698 66 18 1
10333 14 9 0
10524 27 54 0
10404 18 45 0
699 73 21 1
10215 35 45 0
700 51 29 1
701 17 65 1
702 16 84 1
10240 10 3 0
703 20 97 1
10416 15 25 0
704 27 100 1
10486 57 68 0
705 8 36 1
706 33 61 1
707 28 94 1
708 48 60 1
709 76 47 1
710 34 91 1
10324 27 25 0
711 41 47 1
10297 36 55 0
712 41 83 1
10155 50 83 0
713 20 65 1
10597 86 36 0
714 29 67 1
715 7 76 1
716 61 42 1
10207 51 50 0
717 66 57 1
718 61 100 1
10616 92 84 0
719 73 51 1
10420 39 14 0
10036 50 100 0
720 93 83 1
721 68 9 1
722 45 74 1
723 86 72 1
724 46 83 1
725 13 20 1
726 85 35 1
727 63 66 1
728 38 97 1
10146 84 24 0
729 59 61 1
10216 89 74 0
730 91 48 1
10485 19 72 0
731 80 79 1
10604 40 64 0
732 29 74 1
733 62 17 1
734 39 98 1
735 51 100 1
736 44 29 1
10050 86 62 0
737 2 47 1
10003 34 28 0
738 47 37 1
739 40 52 1
10460 24 87 0
740 66 19 1
741 15 81 1
742 99 62 1
743 78 7 1
744 96 35 1
745 31 5 1
10628 9 100 0
746 68 11 1
747 93 6 1
748 39 88 1
749 83 54 1
750 14 77 1
751 58 7 1
752 69 57 1
753 34 11 1
10031 3 32 0
754 82 38 1
10106 11 5 0
10421 20 44 0
755 56 80 1
756 51 52 1
10497 71 9 0
757 52 19 1
758 92 2 1
10552 30 87 0
10543 96 69 0
759 37 36 1
760 39 17 1
10482 41 78 0
10458 80 15 0
761 62 7 1
762 50 64 1
763 77 45 1
10351 56 88 0
10537 44 41 0
10237 39 50 0
764 37 73 1
765 42 34 1
766 10 66 1
767 27 76 1
10430 6 47 0
768 27 49 1
769 33 27 1
770 89 44 1
771 84 12 1
10662 68 88 0
10474 40 55 0
772 92 9 1
773 67 62 1
774 70 89 1
775 91 2 1
776 87 49 1
777 49 17 1
778 34 97 1
10448 54 58 0
779 64 11 1
780 8 99 1
781 78 73 1
782 45 41 1
783 90 61 1
784 84 64 1
785 5 41 1
786 69 45 1
787 9 60 1
788 47 3 1
789 30 25 1
790 21 42 1
791 11 29 1
792 32 57 1
793 97 27 1
794 96 56 1
795 4 98 1
796 92 98 1
10638 55 63 0
797 82 42 1
798 68 10 1
10007 76 20 0
10098 83 6 0
799 24 22 1
10358 3 59 0
800 17 61 1
10124 92 19 0
801 82 10 1
802 17 15 1
10059 12 2 0
803 41 40 1
804 66 46 1
805 66 85 1
806 49 59 1
10498 41 74 0
807 3 91 1
808 82 11 1
809 6 87 1
810 69 33 1
10270 47 97 0
811 4 16 1
812 99 12 1
813 79 17 1
814 98 84 1
10400 3 50 0
815 59 82 1
816 66 26 1
817 91 73 1
10013 6 12 0
818 53 69 1
819 66 54 1
820 99 90 1
821 84 51 1
822 26 59 1
823 3 50 1
824 86 90 1
825 15 69 1
826 40 65 1
10640 60 12 0
827 71 34 1
10162 33 80 0
828 75 48 1
10428 78 36 0
829 89 14 1
830 96 38 1
10393 48 26 0
831 55 19 1
10176 24 2 0
832 47 39 1
10493 12 23 0
833 58 11 1
834 3 40 1
10433 49 22 0
10261 74 15 0
835 99 50 1
836 99 84 1
837 26 17 1
10506 50 79 0
838 89 28 1
839 54 40 1
840 34 32 1
841 82 9 1
842 91 42 1
843 88 77 1
10264 85 30 0
844 92 9 1
845 90 5 1
10051 87 86 0
846 11 27 1
847 96 43 1
848 90 79 1
849 41 77 1
850 48 51 1
10514 17 69 0
10726 85 35 0
851 11 33 1
852 3 4 1
853 14 5 1
10722 45 74 0
854 4 36 1
855 71 52 1
10475 39 15 0
856 5 9 1
857 78 44 1
858 77 65 1
10675 95 36 0
859 31 66 1
10225 14 63 0
860 86 97 1
861 38 50 1
862 15 99 1
863 48 12 1
864 57 81 1
865 34 92 1
866 18 75 1
10331 24 5 0
10666 27 63 0
867 9 29 1
10170 63 13 0
10699 73 21 0
10476 76 26 0
10429 19 89 0
868 22 23 1
869 89 23 1
870 92 73 1
10549 51 80 0
871 87 3 1
10354 82 28 0
872 72 15 1
873 97 60 1
874 27 75 1
875 5 41 1
10348 85 1 0
876 100 67 1
10344 11 47 0
10338 70 32 0
877 52 99 1
10750 14 77 0
878 20 31 1
10676 93 35 0
879 3 64 1
880 63 55 1
881 20 74 1
10517 9 44 0
882 45 17 1
10707 28 94 0
10609 52 88 0
883 45 41 1
884 4 34 1
10396 45 21 0
10027 2 85 0
885 1 6 1
10227 43 9 0
886 1 53 1
887 37 28 1
888 33 72 1
889 100 48 1
890 38 90 1
891 96 70 1
892 38 21 1
893 83 63 1
894 50 99 1
10606 82 10 0
10732 29 74 0
895 24 81 1
10760 39 17 0
896 91 95 1
897 14 82 1
10399 26 69 0
898 27 58 1
899 76 34 1
900 76 78 1
10570 29 57 0
10548 64 33 0
10168 51 49 0
901 4 89 1
10790 21 42 0
10509 87 47 0
10516 50 23 0
10693 47 27 0
10572 43 57 0
902 51 48 1
903 79 90 1
904 46 26 1
905 44 97 1
10652 12 71 0
906 21 5 1
907 91 17 1
908 66 99 1
10503 81 75 0
10690 48 81 0
909 25 51 1
10607 36 12 0
910 90 30 1
10217 69 97 0
911 67 62 1
912 44 87 1
913 31 28 1
914 86 6 1
915 92 24 1
916 60 56 1
917 7 9 1
10309 92 39 0
918 54 74 1
10271 56 74 0
10327 1 15 0
919 97 40 1
10009 45 21 0
10233 25 90 0
920 72 98 1
10774 70 89 0
921 45 68 1
10372 46 79 0
922 94 39 1
10030 43 36 0
10489 10 3 0
923 49 44 1
10811 4 16 0
924 63 57 1
10222 56 97 0
925 52 66 1
926 61 11 1
927 24 65 1
928 13 74 1
10174 58 62 0
10015 73 34 0
929 63 69 1
930 15 85 1
931 25 75 1
932 11 91 1
933 20 59 1
934 24 88 1
935 4 95 1
936 41 80 1
937 41 61 1
938 34 49 1
939 20 83 1
10453 1 93 0
940 64 79 1
941 5 1 1
10319 40 85 0
10407 49 14 0
942 29 3 1
943 83 37 1
944 9 44 1
10734 39 98 0
945 82 53 1
946 35 33 1
947 36 89 1
948 67 25 1
