Load: 8 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 59 37 1
2 63 71 1
3 60 10 1
4 8 42 1
5 68 100 1
6 30 24 1
7 39 19 1
8 26 51 1
9 70 21 1
10 70 74 1
11 84 42 1
12 84 56 1
13 82 100 1
14 32 79 1
15 32 81 1
16 14 16 1
17 80 93 1
18 25 82 1
19 42 73 1
20 82 51 1
21 98 20 1
22 96 97 1
23 94 16 1
24 100 38 1
25 92 91 1
26 52 1 1
27 73 3 1
28 94 84 1
29 4 83 1
30 18 67 1
31 98 18 1
32 98 88 1
33 91 94 1
34 58 81 1
35 73 61 1
36 92 11 1
37 84 86 1
38 18 28 1
39 67 21 1
40 7 91 1
41 9 97 1
42 58 69 1
43 62 99 1
44 3 86 1
45 90 44 1
46 22 72 1
47 92 55 1
48 42 62 1
49 42 64 1
50 21 31 1
51 16 70 1
52 55 46 1
53 98 99 1
54 40 37 1
55 11 9 1
56 86 53 1
57 44 20 1
58 1 65 1
59 66 19 1
60 47 65 1
61 48 42 1
62 40 61 1
63 4 42 1
64 33 52 1
65 16 7 1
66 28 97 1
67 67 89 1
68 39 8 1
69 68 13 1
70 96 21 1
71 76 19 1
72 69 71 1
73 64 49 1
74 61 73 1
75 51 9 1
76 22 50 1
77 23 99 1
78 28 80 1
79 60 94 1
80 21 40 1
81 31 55 1
82 27 59 1
83 1 48 1
84 53 85 1
85 29 18 1
86 86 59 1
87 15 77 1
88 50 71 1
89 5 61 1
90 2 3 1
91 47 45 1
92 64 66 1
93 36 51 1
94 84 67 1
95 95 98 1
96 13 83 1
97 41 46 1
98 51 50 1
99 11 32 1
100 21 58 1
101 76 57 1
102 43 6 1
103 95 24 1
104 73 58 1
105 51 19 1
106 52 8 1
107 55 8 1
108 17 13 1
109 73 99 1
110 10 24 1
111 31 39 1
112 93 58 1
113 39 47 1
114 71 65 1
115 65 87 1
116 33 43 1
117 82 49 1
118 60 27 1
119 22 87 1
120 69 59 1
121 52 69 1
122 92 50 1
123 88 50 1
124 53 19 1
125 93 3 1
126 99 66 1
127 53 57 1
128 37 77 1
129 15 46 1
130 4 24 1
131 65 12 1
132 93 17 1
133 63 75 1
134 99 23 1
135 62 12 1
136 92 93 1
137 84 74 1
138 29 91 1
139 88 76 1
140 62 7 1
141 66 41 1
142 38 78 1
143 33 47 1
144 11 20 1
145 64 26 1
146 47 55 1
147 75 43 1
148 32 42 1
149 22 20 1
150 46 77 1
151 53 50 1
152 64 34 1
153 89 46 1
154 7 91 1
155 53 14 1
156 30 4 1
157 54 81 1
158 65 89 1
159 93 36 1
160 79 38 1
161 56 48 1
162 5 100 1
163 36 85 1
164 100 40 1
165 13 84 1
166 23 83 1
167 75 93 1
168 73 94 1
169 62 38 1
170 54 63 1
171 17 4 1
172 31 89 1
173 19 90 1
174 54 47 1
10016 14 16 0
175 6 74 1
176 100 56 1
177 62 30 1
178 27 58 1
179 60 100 1
180 16 8 1
181 2 56 1
182 34 70 1
183 66 60 1
184 47 46 1
185 48 5 1
186 90 92 1
187 50 39 1
188 40 34 1
189 49 67 1
190 96 17 1
191 80 74 1
192 8 5 1
193 44 26 1
194 26 99 1
195 9 69 1
196 82 18 1
197 1 29 1
198 92 76 1
199 23 20 1
200 7 28 1
201 21 75 1
202 16 92 1
203 25 1 1
204 84 38 1
205 79 36 1
206 68 36 1
207 93 37 1
208 78 62 1
209 32 96 1
210 73 40 1
211 62 22 1
212 44 54 1
213 31 41 1
214 1 31 1
215 73 52 1
216 9 34 1
217 22 90 1
218 67 30 1
219 96 62 1
220 45 6 1
221 39 88 1
10024 100 38 0
10060 47 65 0
222 1 69 1
223 12 90 1
224 90 96 1
225 68 8 1
226 32 39 1
227 64 40 1
228 18 92 1
229 20 54 1
230 71 8 1
231 42 53 1
232 97 51 1
233 35 27 1
234 26 92 1
235 26 67 1
236 98 68 1
