Load: 9 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 73 17 1
2 19 3 1
3 79 61 1
4 78 19 1
5 70 52 1
6 75 51 1
7 75 36 1
8 18 81 1
9 88 42 1
10 29 59 1
11 46 100 1
12 8 3 1
13 54 23 1
14 5 73 1
15 92 77 1
16 17 42 1
17 2 66 1
18 88 66 1
19 100 40 1
20 1 61 1
21 8 72 1
22 37 62 1
23 14 17 1
24 77 33 1
25 86 37 1
26 70 44 1
27 28 84 1
28 90 10 1
29 41 99 1
30 40 23 1
31 42 68 1
32 20 83 1
33 83 60 1
34 14 70 1
35 40 45 1
36 52 89 1
37 83 65 1
38 80 94 1
39 28 84 1
40 15 91 1
41 93 98 1
42 53 88 1
43 15 47 1
44 31 27 1
45 43 92 1
46 24 72 1
47 11 17 1
48 88 44 1
49 18 44 1
50 59 46 1
51 38 19 1
52 98 15 1
53 65 49 1
54 69 18 1
55 81 51 1
56 23 6 1
57 53 7 1
58 41 38 1
59 24 6 1
60 33 8 1
61 93 80 1
62 89 59 1
63 89 99 1
64 31 94 1
65 79 72 1
66 17 74 1
67 15 93 1
68 18 1 1
69 89 67 1
70 26 94 1
71 52 100 1
72 24 98 1
73 7 22 1
74 39 50 1
75 67 2 1
76 73 80 1
77 4 71 1
78 53 73 1
79 22 93 1
80 28 78 1
81 74 100 1
82 63 38 1
83 15 43 1
84 39 10 1
85 47 28 1
86 40 75 1
87 12 52 1
88 55 26 1
89 26 21 1
90 65 32 1
91 55 45 1
92 39 40 1
93 86 13 1
94 28 75 1
95 87 59 1
96 46 7 1
97 43 1 1
98 60 51 1
99 23 43 1
100 30 11 1
101 19 18 1
102 35 87 1
103 26 18 1
104 78 15 1
105 62 66 1
106 84 36 1
107 85 50 1
108 55 89 1
109 100 75 1
110 75 91 1
111 82 22 1
112 28 42 1
113 76 32 1
114 33 34 1
115 14 25 1
116 21 93 1
117 61 26 1
118 30 53 1
119 60 85 1
120 85 5 1
121 61 10 1
122 84 62 1
123 76 72 1
124 96 49 1
125 51 19 1
126 72 59 1
127 18 8 1
128 20 57 1
129 82 87 1
130 39 42 1
131 75 94 1
132 5 70 1
133 85 78 1
134 52 8 1
135 50 63 1
136 22 13 1
137 55 61 1
138 93 66 1
139 51 89 1
140 12 71 1
141 34 8 1
142 37 56 1
143 79 10 1
144 22 5 1
145 65 23 1
146 41 25 1
147 11 87 1
148 61 4 1
149 59 55 1
150 96 74 1
151 61 55 1
152 39 61 1
153 59 34 1
154 98 2 1
155 22 61 1
156 13 39 1
157 1 33 1
158 32 12 1
159 3 11 1
160 62 32 1
161 75 96 1
10007 75 36 0
162 43 48 1
163 30 45 1
164 70 26 1
165 49 68 1
166 63 49 1
167 94 8 1
168 41 70 1
169 63 42 1
170 59 53 1
171 21 12 1
172 96 98 1
173 67 77 1
174 35 90 1
175 47 8 1
176 45 77 1
177 31 81 1
178 88 74 1
179 68 62 1
180 74 77 1
181 40 45 1
182 21 12 1
183 77 88 1
184 53 55 1
185 51 36 1
186 81 41 1
187 71 61 1
188 54 18 1
189 83 10 1
190 42 49 1
191 19 91 1
192 91 6 1
193 64 25 1
194 81 75 1
195 86 69 1
196 75 59 1
197 74 76 1
198 88 93 1
199 51 87 1
200 77 46 1
201 36 27 1
10033 83 60 0
202 23 24 1
203 56 71 1
204 28 97 1
205 64 93 1
206 90 75 1
207 57 11 1
10004 78 19 0
208 13 50 1
209 23 58 1
210 30 37 1
211 71 12 1
212 72 14 1
213 68 19 1
214 24 74 1
215 84 96 1
216 47 66 1
217 86 16 1
10008 18 81 0
218 84 92 1
219 57 76 1
220 7 79 1
221 25 65 1
222 58 76 1
223 96 27 1
10016 17 42 0
224 23 31 1
225 73 42 1
226 98 53 1
227 11 64 1
228 43 85 1
229 3 83 1
230 83 37 1
231 55 42 1
232 37 59 1
233 49 100 1
234 90 43 1
235 90 87 1
236 76 57 1
237 24 56 1
238 77 70 1
239 79 96 1
240 4 79 1
241 23 19 1
242 94 34 1
243 46 47 1
244 67 42 1
245 26 47 1
246 61 47 1
10040 15 91 0
247 31 85 1
248 32 70 1
249 41 91 1
250 44 9 1
251 19 81 1
252 32 55 1
253 76 17 1
254 49 15 1
255 31 95 1
256 92 18 1
257 64 81 1
258 40 58 1
259 76 63 1
260 85 24 1
261 82 74 1
262 24 38 1
263 42 8 1
264 61 72 1
265 36 11 1
266 16 15 1
267 18 31 1
268 100 11 1
269 27 75 1
270 36 86 1
271 69 87 1
272 34 63 1
273 95 37 1
274 98 88 1
275 11 20 1
276 52 7 1
277 30 40 1
278 84 96 1
279 16 81 1
280 100 85 1
10031 42 68 0
281 1 90 1
282 61 6 1
283 97 59 1
10087 12 52 0
284 26 78 1
285 56 7 1
286 67 82 1
287 50 3 1
288 67 72 1
289 89 71 1
290 66 24 1
291 72 61 1
292 7 34 1
293 84 46 1
294 8 54 1
295 96 2 1
296 49 45 1
297 46 26 1
298 62 42 1
299 82 59 1
300 58 19 1
301 14 93 1
302 80 95 1
303 44 65 1
304 52 26 1
305 17 29 1
306 44 6 1
307 10 6 1
308 51 77 1
309 14 36 1
310 16 92 1
311 31 47 1
312 24 71 1
313 70 63 1
314 1 50 1
315 66 22 1
316 6 45 1
317 18 77 1
318 12 87 1
319 71 80 1
320 57 80 1
321 38 68 1
322 61 24 1
323 64 13 1
324 43 91 1
325 16 33 1
326 97 88 1
327 42 52 1
328 6 51 1
329 8 74 1
330 8 4 1
331 49 35 1
332 3 71 1
333 9 68 1
334 84 58 1
10161 75 96 0
