Load: 3 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 32 80 1
2 53 52 1
3 18 72 1
4 77 71 1
5 68 93 1
6 65 57 1
7 83 19 1
8 34 39 1
9 71 47 1
10 47 22 1
11 52 3 1
12 7 16 1
13 65 51 1
14 83 54 1
15 46 17 1
16 67 27 1
17 16 32 1
18 77 54 1
19 96 86 1
20 44 41 1
21 25 27 1
22 61 83 1
23 36 71 1
24 87 15 1
25 37 28 1
26 28 17 1
27 69 100 1
28 39 79 1
29 24 82 1
30 66 88 1
31 99 30 1
32 88 81 1
33 68 75 1
34 35 40 1
35 34 60 1
36 37 1 1
37 53 97 1
38 64 10 1
39 20 87 1
40 13 33 1
41 90 54 1
42 74 13 1
43 81 37 1
44 92 58 1
45 63 38 1
46 44 9 1
47 64 46 1
48 42 48 1
49 72 94 1
50 13 29 1
51 53 90 1
52 92 9 1
53 89 37 1
54 14 50 1
55 82 18 1
56 56 7 1
57 74 30 1
58 23 34 1
59 92 52 1
60 24 43 1
61 96 19 1
62 32 57 1
63 62 27 1
64 81 54 1
65 31 66 1
66 93 10 1
67 20 14 1
68 18 16 1
69 62 69 1
70 3 56 1
71 27 60 1
72 20 76 1
73 15 83 1
74 42 66 1
75 4 67 1
76 92 50 1
10011 52 3 0
77 45 14 1
78 54 13 1
79 84 76 1
10037 53 97 0
80 74 99 1
81 56 47 1
82 14 97 1
83 94 70 1
84 92 44 1
85 25 50 1
86 77 30 1
87 92 61 1
88 100 51 1
89 40 60 1
90 33 46 1
91 7 39 1
92 9 38 1
93 53 18 1
94 1 53 1
95 46 45 1
96 92 26 1
97 36 18 1
98 61 95 1
99 23 88 1
100 18 70 1
101 19 65 1
102 38 84 1
103 94 62 1
104 67 94 1
105 39 7 1
106 74 19 1
107 84 94 1
10048 42 48 0
108 5 71 1
109 21 89 1
110 43 8 1
10034 35 40 0
111 62 21 1
112 95 70 1
113 71 15 1
114 54 67 1
10047 64 46 0
115 52 43 1
116 53 9 1
117 41 65 1
118 47 22 1
119 10 60 1
120 64 69 1
121 68 29 1
122 73 22 1
123 88 97 1
124 39 3 1
125 20 88 1
126 8 36 1
10015 46 17 0
127 87 61 1
10028 39 79 0
128 79 49 1
10010 47 22 0
129 3 53 1
130 56 45 1
131 78 94 1
132 35 46 1
133 72 78 1
10036 37 1 0
134 21 56 1
135 25 14 1
10023 36 71 0
10073 15 83 0
136 45 18 1
137 54 15 1
138 65 82 1
10018 77 54 0
139 78 22 1
140 85 25 1
141 30 28 1
142 31 54 1
143 36 35 1
144 98 19 1
145 56 75 1
146 100 67 1
147 84 88 1
148 26 72 1
149 3 79 1
150 91 47 1
151 40 37 1
152 22 44 1
153 68 92 1
10057 74 30 0
10025 37 28 0
154 57 100 1
155 43 99 1
156 96 70 1
10039 20 87 0
157 3 60 1
158 3 48 1
159 85 52 1
160 3 8 1
10040 13 33 0
10101 19 65 0
161 91 36 1
162 65 17 1
163 97 90 1
164 42 97 1
165 83 21 1
166 61 51 1
167 94 90 1
168 61 3 1
169 3 70 1
170 19 9 1
171 28 56 1
172 28 54 1
173 13 83 1
10070 3 56 0
174 24 3 1
175 79 23 1
176 80 92 1
10086 77 30 0
10120 64 69 0
10090 33 46 0
177 83 69 1
178 100 66 1
10098 61 95 0
179 4 72 1
10125 20 88 0
10072 20 76 0
180 55 15 1
181 43 73 1
182 70 7 1
183 16 90 1
184 29 55 1
185 15 75 1
186 39 9 1
187 81 70 1
188 96 89 1
189 68 11 1
190 37 70 1
10008 34 39 0
191 3 10 1
192 69 15 1
193 8 43 1
194 63 2 1
195 27 73 1
196 45 46 1
10119 10 60 0
10017 16 32 0
197 77 61 1
10032 88 81 0
10123 88 97 0
198 71 6 1
199 79 83 1
200 54 61 1
201 42 1 1
202 80 96 1
10116 53 9 0
203 99 71 1
10063 62 27 0
204 17 4 1
205 26 5 1
206 20 37 1
207 23 89 1
208 77 50 1
10115 52 43 0
209 98 45 1
210 53 89 1
211 47 79 1
212 71 94 1
213 17 81 1
214 26 95 1
10043 81 37 0
215 70 52 1
216 26 4 1
10145 56 75 0
217 83 28 1
10020 44 41 0
218 37 91 1
219 22 5 1
10035 34 60 0
220 68 31 1
221 19 54 1
10016 67 27 0
222 21 51 1
223 28 24 1
224 41 77 1
225 66 21 1
10052 92 9 0
226 69 19 1
227 69 11 1
228 3 45 1
10049 72 94 0
229 38 10 1
230 42 2 1
231 61 87 1
232 54 88 1
10124 39 3 0
233 2 24 1
234 19 92 1
235 45 15 1
10094 1 53 0
236 12 79 1
10104 67 94 0
237 40 62 1
10164 42 97 0
238 90 27 1
239 77 6 1
240 81 36 1
241 100 79 1
242 96 36 1
243 77 58 1
244 67 64 1
245 34 21 1
246 52 77 1
247 73 19 1
10191 3 10 0
248 24 59 1
249 25 8 1
250 50 16 1
251 46 80 1
252 52 53 1
253 25 66 1
254 79 15 1
255 27 61 1
10033 68 75 0
256 71 30 1
257 69 33 1
10001 32 80 0
10146 100 67 0
10085 25 50 0
258 76 63 1
259 46 34 1
260 28 100 1
10111 62 21 0
261 6 58 1
262 68 48 1
263 80 44 1
10173 13 83 0
10131 78 94 0
264 27 14 1
265 85 24 1
266 3 58 1
267 30 45 1
268 8 13 1
10160 3 8 0
10209 98 45 0
10030 66 88 0
269 69 7 1
270 40 98 1
10210 53 89 0
271 12 93 1
272 29 53 1
10069 62 69 0
273 4 92 1
274 100 91 1
275 4 26 1
276 91 14 1
277 24 34 1
278 48 91 1
279 69 91 1
280 70 7 1
10185 15 75 0
10139 78 22 0
281 39 48 1
282 8 54 1
283 65 74 1
10056 56 7 0
284 13 46 1
285 15 72 1
286 36 77 1
287 6 62 1
288 15 61 1
10044 92 58 0
10045 63 38 0
10147 84 88 0
289 65 76 1
290 92 45 1
291 16 5 1
292 7 12 1
10256 71 30 0
293 61 16 1
294 13 46 1
295 13 5 1
296 78 69 1
297 63 65 1
10148 26 72 0
298 77 45 1
299 85 11 1
300 60 9 1
10174 24 3 0
301 35 67 1
302 64 53 1
303 85 45 1
10172 28 54 0
10166 61 51 0
304 58 71 1
305 29 85 1
306 58 21 1
10195 27 73 0
10108 5 71 0
307 31 40 1
308 45 17 1
309 94 75 1
310 15 91 1
311 23 93 1
312 78 100 1
313 97 73 1
314 96 72 1
10184 29 55 0
315 16 91 1
316 13 39 1
317 30 76 1
10205 26 5 0
318 47 63 1
10143 36 35 0
319 91 90 1
320 43 54 1
321 80 65 1
322 88 100 1
323 9 32 1
10247 73 19 0
10268 8 13 0
324 16 78 1
325 41 100 1
326 72 23 1
327 81 55 1
328 22 60 1
329 87 64 1
10009 71 47 0
10082 14 97 0
10244 67 64 0
10254 79 15 0
330 63 49 1
331 93 3 1
10207 23 89 0
10190 37 70 0
332 28 94 1
333 25 63 1
334 48 96 1
10249 25 8 0
335 54 95 1
336 50 93 1
337 66 82 1
338 4 51 1
10140 85 25 0
339 22 8 1
340 56 94 1
341 22 5 1
342 78 36 1
10053 89 37 0
343 10 50 1
344 28 47 1
345 56 61 1
10177 83 69 0
346 71 93 1
347 53 99 1
10178 100 66 0
348 91 65 1
349 61 72 1
10137 54 15 0
350 10 59 1
351 25 69 1
352 57 97 1
353 20 92 1
10005 68 93 0
354 18 61 1
355 78 80 1
356 74 2 1
357 74 70 1
358 51 76 1
10080 74 99 0
359 59 12 1
360 38 33 1
361 61 96 1
362 24 60 1
363 99 69 1
364 46 96 1
365 32 82 1
366 55 38 1
367 26 84 1
368 82 31 1
10159 85 52 0
369 1 27 1
370 64 71 1
371 97 26 1
372 37 66 1
373 83 42 1
374 59 21 1
375 7 49 1
376 68 96 1
377 66 46 1
378 72 43 1
379 13 40 1
380 39 56 1
381 1 56 1
10129 3 53 0
382 21 88 1
383 56 21 1
384 78 63 1
385 36 71 1
386 7 4 1
387 11 14 1
388 40 39 1
389 78 67 1
390 94 87 1
391 8 79 1
10322 88 100 0
392 68 14 1
10276 91 14 0
393 40 93 1
10286 36 77 0
394 47 55 1
395 37 89 1
10188 96 89 0
396 87 20 1
397 42 61 1
398 80 40 1
399 1 31 1
400 43 56 1
