Load: 10 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 30 79 1
2 20 76 1
3 90 20 1
4 79 7 1
5 56 40 1
6 90 50 1
7 60 85 1
8 88 16 1
9 81 69 1
10 50 11 1
11 6 43 1
12 55 35 1
13 51 100 1
14 22 49 1
15 33 23 1
16 50 96 1
17 74 14 1
18 15 49 1
19 50 11 1
20 37 25 1
21 25 28 1
22 34 98 1
23 15 52 1
24 68 2 1
25 36 70 1
26 84 17 1
27 88 15 1
28 76 58 1
29 36 99 1
30 2 29 1
31 36 30 1
32 3 1 1
33 76 24 1
34 86 45 1
35 66 51 1
36 54 48 1
37 73 42 1
38 32 16 1
39 9 74 1
40 6 90 1
41 22 51 1
42 91 59 1
43 26 75 1
44 99 36 1
45 33 56 1
46 3 4 1
47 45 30 1
48 86 61 1
49 34 44 1
50 89 11 1
51 52 37 1
52 76 74 1
53 15 7 1
54 70 18 1
55 67 80 1
56 11 51 1
57 38 12 1
58 79 55 1
59 55 39 1
60 38 25 1
61 82 26 1
62 77 44 1
63 77 2 1
64 64 33 1
65 36 80 1
66 5 8 1
67 48 49 1
68 86 9 1
69 29 68 1
70 7 77 1
71 32 60 1
72 81 37 1
73 89 91 1
74 88 10 1
75 35 14 1
76 73 58 1
77 83 44 1
78 1 28 1
79 2 8 1
80 90 27 1
81 54 31 1
82 40 66 1
83 86 38 1
84 98 56 1
85 50 46 1
86 65 91 1
87 15 44 1
88 60 100 1
89 34 89 1
90 97 32 1
91 37 25 1
92 82 62 1
93 98 99 1
94 12 29 1
95 3 94 1
96 26 45 1
97 9 42 1
98 50 74 1
99 22 89 1
100 87 2 1
101 74 79 1
102 44 54 1
103 72 94 1
104 10 89 1
105 3 19 1
106 61 100 1
107 11 100 1
108 48 35 1
109 34 67 1
110 61 30 1
111 19 20 1
112 37 3 1
113 17 80 1
114 19 84 1
115 87 44 1
116 15 95 1
117 25 92 1
118 52 33 1
119 19 15 1
120 25 58 1
121 3 80 1
122 6 78 1
123 82 25 1
124 43 29 1
125 3 11 1
126 39 40 1
127 23 52 1
128 51 70 1
129 48 84 1
130 67 100 1
131 36 33 1
132 55 28 1
133 24 44 1
134 58 41 1
135 6 93 1
136 49 97 1
137 26 58 1
138 98 22 1
139 90 98 1
140 8 73 1
141 87 36 1
142 85 96 1
143 48 34 1
144 53 54 1
145 90 95 1
146 55 33 1
147 50 89 1
148 7 68 1
10010 50 11 0
149 53 90 1
150 90 83 1
151 68 1 1
152 6 50 1
153 1 7 1
154 79 78 1
155 6 89 1
156 83 100 1
157 1 99 1
158 68 17 1
159 37 30 1
160 100 73 1
161 38 59 1
162 82 76 1
163 18 33 1
10033 76 24 0
164 90 26 1
165 94 50 1
166 82 90 1
167 36 94 1
10012 55 35 0
168 20 83 1
169 12 35 1
170 7 68 1
171 87 15 1
172 63 53 1
173 41 81 1
174 49 45 1
175 22 72 1
176 91 100 1
177 29 23 1
178 6 60 1
179 75 40 1
180 64 32 1
181 71 29 1
182 73 24 1
183 79 38 1
184 79 65 1
185 22 66 1
186 93 23 1
187 78 50 1
188 75 58 1
189 21 50 1
190 13 78 1
191 82 68 1
192 50 48 1
193 83 12 1
194 76 54 1
195 81 21 1
196 4 55 1
197 89 20 1
198 13 50 1
199 57 8 1
200 62 18 1
201 77 58 1
202 5 9 1
203 13 99 1
204 5 60 1
205 52 85 1
206 10 100 1
207 41 82 1
208 66 81 1
209 75 65 1
210 1 28 1
211 75 81 1
212 73 83 1
213 87 58 1
214 27 72 1
215 75 95 1
216 58 40 1
217 70 57 1
218 54 82 1
219 28 12 1
220 9 63 1
221 49 56 1
222 83 88 1
223 74 96 1
224 69 34 1
225 70 54 1
226 97 34 1
227 10 45 1
228 80 72 1
10014 22 49 0
229 31 18 1
230 49 34 1
231 35 76 1
232 43 36 1
233 85 45 1
234 47 11 1
235 8 66 1
236 82 32 1
237 4 28 1
238 33 52 1
239 83 92 1
240 91 88 1
241 88 67 1
242 49 20 1
243 33 56 1
244 61 10 1
245 85 40 1
246 32 12 1
10085 50 46 0
247 93 3 1
248 48 23 1
249 75 7 1
250 38 73 1
251 89 17 1
252 13 77 1
253 34 49 1
254 77 84 1
255 87 9 1
256 51 76 1
257 23 91 1
258 7 33 1
259 98 77 1
260 9 91 1
261 78 31 1
262 80 30 1
263 2 70 1
264 42 37 1
265 64 74 1
266 39 96 1
267 21 39 1
10022 34 98 0
268 81 56 1
269 73 18 1
270 77 31 1
271 66 32 1
272 92 88 1
273 70 37 1
274 84 39 1
275 5 88 1
276 56 7 1
277 33 5 1
278 17 55 1
279 96 49 1
280 44 85 1
281 26 76 1
282 3 21 1
283 53 25 1
284 90 85 1
285 86 70 1
286 84 56 1
287 30 44 1
288 67 77 1
289 78 97 1
290 66 38 1
291 88 51 1
292 76 47 1
293 75 39 1
294 9 60 1
295 37 75 1
296 57 35 1
297 84 20 1
298 70 83 1
299 46 65 1
300 60 13 1
301 79 19 1
302 100 32 1
303 18 78 1
10013 51 100 0
304 36 83 1
305 87 8 1
306 57 45 1
307 38 77 1
308 79 9 1
10077 83 44 0
309 55 72 1
310 11 42 1
10152 6 50 0
10068 86 9 0
311 11 3 1
10032 3 1 0
312 47 9 1
313 69 77 1
314 29 4 1
315 17 71 1
316 66 51 1
317 27 76 1
10089 34 89 0
318 85 7 1
319 19 72 1
320 78 34 1
321 78 11 1
322 36 16 1
323 94 89 1
324 36 24 1
325 85 28 1
326 11 97 1
327 25 40 1
328 84 67 1
329 6 36 1
330 13 51 1
331 43 31 1
332 93 69 1
333 81 61 1
334 15 30 1
335 77 14 1
336 15 98 1
337 73 12 1
338 55 85 1
339 30 25 1
340 33 74 1
341 14 53 1
342 52 1 1
343 34 79 1
344 45 91 1
345 97 33 1
10108 48 35 0
346 83 89 1
347 72 21 1
348 66 83 1
349 87 83 1
350 75 32 1
10094 12 29 0
351 58 89 1
352 82 32 1
353 12 32 1
354 16 45 1
355 9 26 1
356 62 94 1
357 86 23 1
358 4 70 1
359 27 100 1
10210 1 28 0
360 47 38 1
361 86 10 1
362 19 3 1
363 44 59 1
10093 98 99 0
364 44 1 1
365 74 49 1
366 32 60 1
367 11 2 1
368 11 24 1
369 52 24 1
370 62 49 1
371 9 60 1
372 54 39 1
373 53 68 1
374 62 87 1
375 26 7 1
376 33 80 1
377 89 11 1
378 61 88 1
379 75 85 1
380 80 72 1
381 20 23 1
382 5 43 1
383 92 94 1
384 54 79 1
385 66 85 1
386 34 50 1
10176 91 100 0
387 16 68 1
388 43 85 1
389 2 61 1
390 3 87 1
391 4 67 1
10028 76 58 0
392 13 58 1
393 18 94 1
394 76 18 1
395 17 37 1
396 29 58 1
397 78 5 1
398 72 15 1
399 46 56 1
400 95 91 1
401 70 20 1
402 8 67 1
403 25 85 1
404 58 30 1
405 73 58 1
10009 81 69 0
406 57 70 1
407 85 9 1
408 20 72 1
409 69 11 1
10002 20 76 0
410 91 21 1
411 64 44 1
412 76 6 1
413 13 15 1
414 63 53 1
415 32 37 1
416 96 4 1
417 62 97 1
418 3 88 1
419 87 37 1
420 33 81 1
421 31 18 1
422 10 32 1
10102 44 54 0
10072 81 37 0
423 34 1 1
424 78 77 1
425 98 3 1
426 38 77 1
427 33 87 1
428 96 38 1
429 4 58 1
10110 61 30 0
430 89 16 1
10212 73 83 0
431 12 37 1
432 16 44 1
433 37 66 1
434 14 48 1
435 31 98 1
436 98 71 1
437 34 33 1
438 79 25 1
439 12 62 1
440 60 61 1
441 89 67 1
442 90 45 1
443 17 24 1
444 61 46 1
445 33 2 1
446 5 82 1
447 36 93 1
448 1 39 1
449 25 78 1
450 80 93 1
451 54 61 1
452 71 38 1
453 85 71 1
454 80 81 1
455 100 27 1
456 4 79 1
457 27 72 1
458 56 45 1
459 8 40 1
10229 31 18 0
460 10 28 1
461 3 25 1
462 35 25 1
463 42 23 1
464 8 6 1
465 28 35 1
466 96 86 1
10143 48 34 0
467 80 37 1
468 32 50 1
469 15 40 1
470 64 87 1
471 24 79 1
472 15 74 1
473 75 17 1
474 62 43 1
475 1 86 1
476 69 79 1
477 51 61 1
478 60 70 1
479 39 22 1
480 32 93 1
10145 90 95 0
481 1 96 1
482 31 57 1
483 29 63 1
484 37 54 1
485 7 95 1
486 14 44 1
487 57 56 1
488 52 62 1
489 16 14 1
490 58 67 1
491 62 1 1
492 52 86 1
10088 60 100 0
493 45 33 1
10087 15 44 0
494 91 54 1
10040 6 90 0
495 53 74 1
496 69 76 1
10213 87 58 0
497 79 76 1
498 9 55 1
10051 52 37 0
499 4 18 1
10287 30 44 0
500 78 90 1
501 65 76 1
502 79 56 1
503 99 64 1
504 31 13 1
505 44 11 1
506 36 100 1
507 91 19 1
508 87 12 1
509 22 73 1
510 79 52 1
511 34 92 1
512 50 95 1
513 90 75 1
514 56 26 1
515 91 81 1
516 41 62 1
517 79 33 1
10069 29 68 0
518 85 79 1
10185 22 66 0
519 4 13 1
520 48 10 1
521 21 92 1
522 41 8 1
10261 78 31 0
523 47 41 1
524 63 19 1
525 90 22 1
526 90 16 1
527 78 96 1
528 10 53 1
529 9 72 1
530 64 92 1
531 36 15 1
532 88 3 1
533 37 18 1
534 99 30 1
535 7 83 1
536 14 42 1
10096 26 45 0
537 39 51 1
10041 22 51 0
538 66 8 1
10269 73 18 0
539 59 86 1
540 52 90 1
541 88 63 1
542 8 30 1
543 99 2 1
544 56 1 1
545 58 69 1
546 94 78 1
547 92 61 1
10286 84 56 0
548 15 98 1
10358 4 70 0
549 85 13 1
550 96 74 1
551 76 91 1
552 40 77 1
10376 33 80 0
553 17 27 1
10260 9 91 0
554 8 85 1
555 61 54 1
10350 75 32 0
556 97 31 1
557 11 83 1
558 10 21 1
559 95 50 1
560 49 55 1
561 21 38 1
562 31 85 1
563 77 92 1
564 81 75 1
565 82 60 1
566 18 41 1
10019 50 11 0
567 90 67 1
568 55 5 1
569 72 32 1
570 93 3 1
10386 34 50 0
10271 66 32 0
571 48 21 1
572 34 60 1
10082 40 66 0
573 40 68 1
574 64 4 1
575 70 13 1
576 73 100 1
577 64 99 1
578 68 82 1
579 56 50 1
580 92 97 1
581 69 89 1
582 51 44 1
583 92 52 1
584 75 31 1
10314 29 4 0
585 42 64 1
586 36 41 1
587 20 5 1
588 72 11 1
589 2 64 1
590 13 59 1
10180 64 32 0
591 53 47 1
10250 38 73 0
592 20 18 1
593 39 88 1
594 64 43 1
595 76 36 1
596 30 15 1
10062 77 44 0
597 37 77 1
598 7 88 1
599 62 79 1
10149 53 90 0
10181 71 29 0
600 100 30 1
601 32 65 1
602 90 21 1
603 92 31 1
10264 42 37 0
604 60 58 1
605 64 10 1
10151 68 1 0
606 37 68 1
607 75 45 1
608 59 30 1
609 74 40 1
610 93 21 1
611 19 14 1
612 99 75 1
613 91 88 1
614 80 14 1
615 86 74 1
616 5 2 1
617 67 49 1
618 21 48 1
619 57 48 1
620 68 5 1
621 76 78 1
