Load: 4 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 67 61 1
2 7 14 1
3 6 99 1
4 85 96 1
5 39 35 1
6 29 52 1
7 92 47 1
8 81 90 1
9 81 59 1
10 32 34 1
11 58 34 1
12 4 73 1
13 25 28 1
14 91 33 1
15 55 53 1
16 2 12 1
17 17 35 1
18 74 31 1
19 20 25 1
20 53 7 1
21 76 27 1
22 34 27 1
23 37 1 1
24 57 12 1
25 44 40 1
26 83 41 1
27 79 81 1
28 43 81 1
29 14 36 1
30 48 68 1
31 65 44 1
32 71 90 1
33 29 34 1
34 98 87 1
35 91 54 1
36 32 7 1
37 10 60 1
38 19 22 1
39 9 56 1
40 49 6 1
41 34 23 1
42 38 66 1
43 94 49 1
44 85 8 1
45 83 7 1
46 93 69 1
47 86 94 1
48 52 91 1
49 27 46 1
50 67 45 1
51 88 80 1
52 21 53 1
53 95 66 1
54 22 1 1
55 87 72 1
56 74 91 1
57 87 66 1
58 81 40 1
59 27 55 1
60 30 90 1
61 23 50 1
62 83 55 1
63 19 18 1
64 22 2 1
65 63 6 1
66 78 22 1
67 43 54 1
68 3 12 1
69 78 40 1
70 17 26 1
71 46 25 1
72 24 8 1
73 86 40 1
74 2 50 1
75 76 47 1
76 79 9 1
77 22 91 1
78 26 75 1
79 35 62 1
80 100 6 1
81 29 14 1
82 83 11 1
83 63 2 1
84 93 1 1
85 81 83 1
86 26 91 1
87 23 56 1
88 9 10 1
89 71 41 1
90 43 17 1
91 37 95 1
92 45 36 1
93 84 100 1
94 22 30 1
95 50 36 1
10015 55 53 0
96 81 22 1
97 59 75 1
98 92 22 1
99 19 96 1
100 4 34 1
101 4 8 1
102 96 45 1
103 36 99 1
104 69 1 1
105 36 2 1
106 1 28 1
107 29 34 1
108 42 26 1
109 62 10 1
110 53 27 1
111 10 42 1
112 36 30 1
113 3 22 1
114 98 52 1
115 61 22 1
116 4 49 1
117 75 26 1
118 25 15 1
119 13 46 1
120 69 24 1
121 8 91 1
122 24 22 1
123 23 19 1
124 40 9 1
125 81 43 1
126 97 64 1
10005 39 35 0
127 83 23 1
128 89 28 1
129 52 81 1
130 7 91 1
131 42 70 1
132 38 64 1
133 82 66 1
134 50 72 1
10047 86 94 0
135 76 65 1
136 16 24 1
137 63 85 1
138 50 88 1
139 10 3 1
10053 95 66 0
140 76 62 1
141 31 33 1
142 82 94 1
143 68 72 1
144 20 85 1
145 58 14 1
146 57 82 1
147 95 8 1
10070 17 26 0
148 86 8 1
149 17 82 1
150 24 88 1
10074 2 50 0
151 74 49 1
152 66 8 1
153 5 12 1
154 29 45 1
155 50 59 1
156 95 83 1
157 16 6 1
158 92 70 1
10027 79 81 0
159 86 97 1
10078 26 75 0
160 71 75 1
161 79 40 1
162 7 67 1
163 17 10 1
164 80 47 1
165 36 99 1
10086 26 91 0
166 25 42 1
167 53 24 1
10081 29 14 0
168 74 82 1
169 6 59 1
10034 98 87 0
170 25 19 1
171 80 19 1
172 61 86 1
173 89 34 1
174 82 34 1
175 65 62 1
176 6 46 1
177 32 43 1
10035 91 54 0
178 48 76 1
179 88 57 1
10087 23 56 0
180 79 27 1
181 95 9 1
182 26 87 1
183 59 14 1
184 83 78 1
185 9 94 1
186 61 23 1
187 19 71 1
188 59 77 1
10036 32 7 0
189 39 44 1
190 55 16 1
191 95 25 1
192 70 7 1
10057 87 66 0
193 57 32 1
194 19 22 1
195 28 58 1
196 100 94 1
197 79 39 1
10108 42 26 0
198 78 46 1
199 31 1 1
200 59 1 1
201 47 57 1
202 44 93 1
10018 74 31 0
203 5 52 1
204 55 64 1
205 86 58 1
206 50 35 1
207 96 90 1
208 84 3 1
209 9 83 1
210 73 83 1
211 100 57 1
212 75 89 1
213 79 94 1
214 62 86 1
10016 2 12 0
215 67 28 1
10024 57 12 0
10098 92 22 0
216 6 63 1
10060 30 90 0
217 21 56 1
218 64 66 1
219 19 72 1
220 25 57 1
221 89 15 1
222 5 60 1
10120 69 24 0
223 86 96 1
224 34 32 1
10127 83 23 0
225 48 73 1
226 79 37 1
227 36 98 1
228 35 58 1
229 100 33 1
230 7 82 1
10123 23 19 0
231 78 30 1
232 40 86 1
10097 59 75 0
233 38 28 1
234 74 52 1
235 75 67 1
236 51 54 1
237 28 30 1
238 100 78 1
239 58 88 1
10121 8 91 0
240 62 34 1
10019 20 25 0
10092 45 36 0
241 78 94 1
242 93 20 1
243 90 89 1
244 49 94 1
245 15 12 1
246 54 12 1
247 80 84 1
248 87 83 1
249 1 67 1
10011 58 34 0
250 68 100 1
251 99 46 1
252 24 62 1
253 43 17 1
254 27 100 1
255 2 32 1
256 46 74 1
10184 83 78 0
257 87 46 1
10080 100 6 0
258 51 49 1
10122 24 22 0
259 60 35 1
260 59 79 1
261 64 45 1
262 100 27 1
263 2 38 1
264 92 57 1
10030 48 68 0
265 20 67 1
266 14 79 1
267 69 18 1
268 87 100 1
10020 53 7 0
269 25 17 1
270 77 94 1
271 88 6 1
10199 31 1 0
272 86 1 1
273 60 33 1
10069 78 40 0
274 49 89 1
275 65 47 1
276 9 32 1
277 95 20 1
278 35 91 1
279 44 23 1
280 26 5 1
10038 19 22 0
281 29 74 1
10113 3 22 0
282 1 95 1
283 76 95 1
284 91 63 1
10088 9 10 0
10082 83 11 0
285 92 41 1
286 64 72 1
287 89 39 1
288 46 19 1
10054 22 1 0
289 48 34 1
10155 50 59 0
10045 83 7 0
10073 86 40 0
290 65 89 1
291 48 17 1
292 72 31 1
10029 14 36 0
293 38 24 1
10049 27 46 0
294 42 53 1
295 32 19 1
296 35 58 1
297 36 68 1
10089 71 41 0
298 57 79 1
299 67 44 1
300 19 20 1
301 89 26 1
302 17 94 1
303 7 32 1
304 2 44 1
305 35 86 1
306 40 68 1
307 15 74 1
10210 73 83 0
308 62 84 1
309 61 19 1
310 37 43 1
311 92 35 1
312 26 57 1
313 38 24 1
314 59 15 1
315 90 70 1
10149 17 82 0
316 30 61 1
317 16 49 1
318 18 70 1
319 93 1 1
320 53 64 1
10110 53 27 0
321 88 17 1
10241 78 94 0
322 16 49 1
323 41 34 1
324 2 27 1
325 20 36 1
10167 53 24 0
326 99 34 1
327 99 11 1
328 61 46 1
329 32 84 1
330 52 86 1
331 73 40 1
332 5 14 1
333 57 79 1
334 18 17 1
335 50 45 1
10076 79 9 0
336 82 2 1
337 38 66 1
338 91 8 1
339 48 8 1
340 75 55 1
341 70 47 1
10085 81 83 0
342 68 37 1
343 56 89 1
344 13 30 1
10206 50 35 0
10033 29 34 0
345 52 28 1
346 81 16 1
10215 67 28 0
10041 34 23 0
347 6 35 1
10055 87 72 0
348 21 40 1
349 27 35 1
350 61 97 1
351 25 61 1
352 94 8 1
353 64 44 1
10250 68 100 0
354 34 93 1
10156 95 83 0
355 98 39 1
10072 24 8 0
356 24 94 1
357 84 61 1
358 69 8 1
10216 6 63 0
359 25 4 1
360 57 75 1
361 81 26 1
362 8 68 1
363 77 23 1
364 86 90 1
365 67 5 1
10218 64 66 0
366 99 33 1
367 14 31 1
368 76 30 1
369 83 52 1
370 18 28 1
371 44 98 1
372 95 55 1
373 77 59 1
10134 50 72 0
374 53 39 1
375 96 50 1
376 14 82 1
377 6 94 1
378 21 99 1
379 10 8 1
380 1 77 1
381 75 11 1
382 13 19 1
10213 79 94 0
383 56 14 1
384 38 4 1
385 96 100 1
386 98 10 1
387 34 40 1
388 8 19 1
389 45 39 1
390 72 94 1
391 70 36 1
392 10 41 1
393 74 70 1
394 32 29 1
395 87 2 1
396 28 12 1
397 80 64 1
398 40 70 1
399 83 66 1
400 96 57 1
10291 48 17 0
401 10 61 1
402 2 12 1
403 69 62 1
404 10 73 1
405 48 20 1
406 72 23 1
407 90 78 1
408 35 8 1
10325 20 36 0
409 62 3 1
410 35 83 1
10160 71 75 0
411 7 1 1
412 16 1 1
10150 24 88 0
10298 57 79 0
413 45 5 1
414 78 58 1
415 29 72 1
416 51 9 1
417 7 71 1
418 30 63 1
10173 89 34 0
10226 79 37 0
419 46 86 1
10316 30 61 0
420 80 99 1
421 6 53 1
10158 92 70 0
422 87 71 1
423 4 13 1
424 65 43 1
10334 18 17 0
425 1 84 1
426 79 28 1
427 46 54 1
10304 2 44 0
10101 4 8 0
10205 86 58 0
10102 96 45 0
10287 89 39 0
428 84 74 1
429 47 4 1
430 79 8 1
10137 63 85 0
10269 25 17 0
431 59 21 1
432 77 2 1
433 67 47 1
434 72 19 1
435 64 10 1
436 67 91 1
437 20 85 1
438 6 59 1
439 31 67 1
440 9 86 1
441 29 97 1
442 6 86 1
443 31 30 1
444 35 81 1
445 2 54 1
10384 38 4 0
446 98 74 1
447 38 88 1
448 3 25 1
449 12 16 1
450 52 4 1
10144 20 85 0
10079 35 62 0
451 66 63 1
10004 85 96 0
452 73 65 1
453 13 41 1
10129 52 81 0
10068 3 12 0
454 60 99 1
455 57 13 1
10182 26 87 0
10061 23 50 0
456 89 78 1
457 20 65 1
10246 54 12 0
10196 100 94 0
458 75 89 1
459 32 43 1
10125 81 43 0
460 52 69 1
461 79 24 1
10352 94 8 0
10143 68 72 0
462 1 20 1
463 26 23 1
464 98 49 1
465 8 53 1
466 59 93 1
467 36 51 1
468 1 5 1
10165 36 99 0
469 73 33 1
470 80 95 1
10063 19 18 0
471 97 82 1
472 3 78 1
10235 75 67 0
10373 77 59 0
473 44 76 1
10064 22 2 0
474 64 89 1
10327 99 11 0
475 54 63 1
10170 25 19 0
476 88 12 1
477 98 11 1
478 78 63 1
10135 76 65 0
479 64 11 1
480 50 30 1
481 70 85 1
10357 84 61 0
482 86 77 1
10294 42 53 0
483 41 89 1
484 46 86 1
10169 6 59 0
485 3 78 1
486 30 72 1
10148 86 8 0
487 31 29 1
488 13 20 1
489 9 57 1
490 47 96 1
10272 86 1 0
491 1 86 1
492 10 77 1
10146 57 82 0
493 90 2 1
494 97 32 1
495 84 14 1
10044 85 8 0
496 15 49 1
497 60 79 1
10320 53 64 0
498 69 1 1
499 99 79 1
500 2 62 1
10163 17 10 0
501 90 64 1
10317 16 49 0
502 96 51 1
10174 82 34 0
503 48 81 1
504 58 56 1
10075 76 47 0
505 76 12 1
10257 87 46 0
506 42 99 1
507 20 1 1
508 53 12 1
509 86 91 1
10009 81 59 0
510 5 97 1
511 88 12 1
512 79 42 1
513 22 73 1
514 42 36 1
10333 57 79 0
10084 93 1 0
515 24 70 1
516 62 11 1
517 11 15 1
10415 29 72 0
518 69 77 1
519 56 4 1
520 99 68 1
10229 100 33 0
10273 60 33 0
521 94 47 1
10234 74 52 0
522 13 62 1
523 32 70 1
524 53 50 1
10208 84 3 0
10128 89 28 0
525 32 19 1
526 49 60 1
527 93 12 1
528 67 28 1
529 46 75 1
530 7 82 1
10261 64 45 0
531 67 27 1
10426 79 28 0
10021 76 27 0
532 65 44 1
533 69 77 1
534 56 21 1
535 70 55 1
10112 36 30 0
536 47 69 1
10066 78 22 0
10444 35 81 0
10065 63 6 0
537 46 20 1
538 17 76 1
10255 2 32 0
539 45 38 1
540 38 57 1
541 40 80 1
10284 91 63 0
542 65 83 1
543 40 63 1
544 67 18 1
545 16 56 1
546 84 77 1
547 82 46 1
10428 84 74 0
548 79 37 1
549 83 48 1
10470 80 95 0
10263 2 38 0
550 38 41 1
551 13 57 1
552 90 70 1
10411 7 1 0
553 99 93 1
10358 69 8 0
10014 91 33 0
554 35 47 1
10090 43 17 0
555 17 61 1
556 56 26 1
557 63 31 1
10424 65 43 0
10106 1 28 0
10058 81 40 0
10228 35 58 0
558 58 31 1
559 70 65 1
10116 4 49 0
560 70 47 1
10468 1 5 0
561 28 20 1
10115 61 22 0
562 52 100 1
10461 79 24 0
563 6 83 1
564 89 17 1
10493 90 2 0
565 92 74 1
566 49 72 1
567 58 74 1
10059 27 55 0
568 61 31 1
10265 20 67 0
569 33 19 1
10191 95 25 0
570 40 14 1
10413 45 5 0
571 78 54 1
572 66 86 1
573 88 86 1
574 84 28 1
10172 61 86 0
575 100 92 1
576 10 67 1
10017 17 35 0
10372 95 55 0
577 82 63 1
578 50 12 1
579 61 2 1
10202 44 93 0
580 93 21 1
581 67 96 1
10477 98 11 0
10286 64 72 0
582 10 85 1
583 50 59 1
584 35 26 1
585 95 92 1
10390 72 94 0
586 85 30 1
10488 13 20 0
587 87 63 1
10117 75 26 0
10282 1 95 0
10159 86 97 0
588 30 83 1
589 99 58 1
590 96 88 1
591 83 34 1
592 34 14 1
10370 18 28 0
10050 67 45 0
10323 41 34 0
593 2 64 1
10343 56 89 0
594 98 83 1
595 96 12 1
10342 68 37 0
596 81 90 1
10475 54 63 0
597 90 25 1
10480 50 30 0
598 74 68 1
