Load: 4 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 60 28 1
2 98 85 1
3 90 84 1
4 50 65 1
5 61 36 1
6 7 32 1
7 98 62 1
8 47 80 1
9 95 8 1
10 21 84 1
11 42 68 1
12 12 20 1
13 69 81 1
14 79 25 1
15 71 70 1
16 66 15 1
17 86 91 1
18 62 25 1
19 31 32 1
20 29 88 1
21 47 4 1
22 90 94 1
23 74 6 1
24 2 43 1
25 6 3 1
26 85 11 1
27 39 92 1
28 3 53 1
29 16 80 1
30 31 85 1
31 78 4 1
32 51 56 1
33 26 17 1
34 46 33 1
35 64 36 1
36 13 57 1
37 36 93 1
38 56 11 1
39 55 60 1
40 4 49 1
41 36 10 1
42 25 80 1
43 75 31 1
44 68 35 1
45 99 19 1
46 60 52 1
47 6 51 1
48 41 20 1
49 62 22 1
50 7 41 1
51 64 82 1
52 39 15 1
53 22 91 1
54 63 4 1
55 9 95 1
56 82 43 1
57 96 93 1
58 64 85 1
59 60 2 1
60 60 32 1
61 5 56 1
62 14 97 1
63 9 46 1
64 3 68 1
65 69 20 1
66 32 63 1
67 21 73 1
68 83 82 1
69 99 77 1
70 34 94 1
71 16 51 1
72 68 34 1
73 3 55 1
74 31 11 1
75 55 2 1
76 81 17 1
77 43 39 1
78 53 75 1
79 23 9 1
80 8 76 1
81 7 98 1
82 35 95 1
83 58 27 1
84 91 35 1
85 61 53 1
86 72 99 1
87 36 46 1
88 94 62 1
89 3 55 1
90 72 59 1
91 74 3 1
92 80 25 1
93 11 45 1
94 30 24 1
95 52 25 1
96 70 20 1
97 1 11 1
98 43 40 1
99 41 2 1
100 42 44 1
101 60 13 1
102 59 71 1
103 78 36 1
104 79 74 1
105 89 59 1
106 54 88 1
107 79 87 1
108 90 2 1
109 24 13 1
110 78 15 1
111 82 99 1
112 78 6 1
113 38 20 1
114 60 31 1
115 18 77 1
116 20 41 1
117 68 80 1
118 79 54 1
119 95 14 1
120 68 35 1
121 80 70 1
122 62 89 1
123 39 64 1
124 94 27 1
125 93 49 1
126 2 27 1
127 29 46 1
128 62 28 1
129 25 89 1
130 77 37 1
131 20 42 1
132 51 34 1
133 71 6 1
134 26 96 1
135 88 75 1
136 15 39 1
137 65 58 1
10056 82 43 0
138 47 6 1
139 43 54 1
140 24 97 1
141 95 79 1
142 74 100 1
143 43 17 1
144 85 87 1
145 8 6 1
146 33 72 1
147 40 44 1
148 27 28 1
149 47 92 1
150 2 41 1
10021 47 4 0
151 8 81 1
152 34 35 1
153 37 86 1
154 28 49 1
10091 74 3 0
155 80 11 1
156 93 20 1
10037 36 93 0
157 54 45 1
158 53 79 1
159 99 74 1
160 83 76 1
161 57 50 1
162 99 23 1
163 68 48 1
164 57 2 1
165 48 70 1
166 8 21 1
10032 51 56 0
167 60 81 1
168 66 70 1
10078 53 75 0
169 56 95 1
170 66 49 1
171 31 53 1
172 81 75 1
173 31 12 1
174 82 91 1
175 74 2 1
176 2 28 1
177 40 26 1
178 73 48 1
179 22 58 1
180 60 1 1
181 21 98 1
182 95 17 1
183 85 52 1
184 99 85 1
185 1 98 1
10041 36 10 0
186 22 61 1
10003 90 84 0
187 87 55 1
10102 59 71 0
188 16 93 1
189 49 98 1
10065 69 20 0
190 6 1 1
191 72 43 1
192 86 11 1
193 69 56 1
194 64 46 1
195 50 86 1
196 83 54 1
10002 98 85 0
197 65 21 1
198 60 54 1
199 48 59 1
10113 38 20 0
10127 29 46 0
200 81 40 1
201 63 61 1
202 68 24 1
203 42 80 1
204 27 55 1
205 38 13 1
206 85 89 1
207 57 97 1
208 10 20 1
209 75 41 1
210 30 29 1
211 73 25 1
212 32 17 1
213 93 61 1
10057 96 93 0
214 68 17 1
215 81 91 1
216 94 53 1
217 12 68 1
218 17 87 1
219 44 21 1
10047 6 51 0
10109 24 13 0
220 27 15 1
221 75 83 1
222 30 7 1
223 2 50 1
224 98 25 1
225 23 57 1
226 74 64 1
227 36 48 1
228 58 26 1
229 25 74 1
10038 56 11 0
230 37 29 1
231 43 20 1
232 44 17 1
233 65 73 1
10035 64 36 0
234 20 99 1
235 41 67 1
236 61 34 1
237 47 39 1
238 16 61 1
239 95 55 1
240 91 58 1
241 81 30 1
10098 43 40 0
242 3 5 1
243 7 34 1
244 82 93 1
10103 78 36 0
245 86 72 1
246 21 45 1
247 78 82 1
248 89 74 1
249 19 88 1
250 56 81 1
251 82 47 1
252 68 9 1
253 17 18 1
10095 52 25 0
254 60 77 1
255 16 14 1
256 24 59 1
10134 26 96 0
257 44 75 1
258 20 13 1
10155 80 11 0
259 68 23 1
260 88 81 1
261 96 74 1
262 37 31 1
263 33 76 1
264 73 15 1
265 71 6 1
266 54 39 1
267 35 14 1
268 26 23 1
10070 34 94 0
269 99 55 1
270 41 80 1
271 46 22 1
10043 75 31 0
10151 8 81 0
272 67 21 1
273 31 5 1
274 10 32 1
275 97 43 1
276 26 10 1
277 23 75 1
278 58 29 1
10086 72 99 0
279 97 7 1
280 21 86 1
281 16 20 1
282 48 55 1
283 37 39 1
284 59 22 1
285 21 22 1
286 98 17 1
287 91 51 1
288 71 25 1
10023 74 6 0
10024 2 43 0
289 88 78 1
290 61 27 1
291 88 34 1
10099 41 2 0
10061 5 56 0
10162 99 23 0
292 99 67 1
293 38 11 1
10198 60 54 0
10232 44 17 0
294 17 55 1
295 36 4 1
296 90 56 1
297 21 75 1
298 87 91 1
299 27 7 1
300 71 6 1
301 2 26 1
302 71 1 1
303 59 96 1
10120 68 35 0
304 2 53 1
305 25 7 1
306 16 29 1
10238 16 61 0
307 72 16 1
10223 2 50 0
308 38 49 1
309 22 82 1
10204 27 55 0
310 23 90 1
311 49 2 1
10206 85 89 0
312 28 32 1
313 10 2 1
10236 61 34 0
314 61 46 1
315 72 5 1
10118 79 54 0
316 68 78 1
317 65 26 1
318 90 37 1
10133 71 6 0
319 12 59 1
320 71 83 1
321 28 64 1
322 82 62 1
323 97 12 1
10181 21 98 0
324 68 46 1
10221 75 83 0
10215 81 91 0
325 74 30 1
326 78 43 1
10066 32 63 0
327 53 78 1
328 83 91 1
329 52 93 1
10185 1 98 0
10143 43 17 0
330 70 9 1
331 3 34 1
332 88 23 1
333 18 34 1
10025 6 3 0
334 7 55 1
335 48 90 1
10273 31 5 0
336 63 32 1
337 38 81 1
10219 44 21 0
338 94 79 1
339 27 65 1
340 84 39 1
341 74 36 1
342 74 27 1
10182 95 17 0
10254 60 77 0
343 17 20 1
10082 35 95 0
344 11 27 1
10230 37 29 0
10048 41 20 0
345 87 84 1
346 7 14 1
347 30 56 1
348 25 39 1
349 46 55 1
350 87 6 1
351 83 2 1
10128 62 28 0
352 17 91 1
353 68 40 1
354 31 73 1
355 22 13 1
356 70 71 1
10114 60 31 0
357 45 50 1
358 91 23 1
359 33 51 1
360 5 100 1
10255 16 14 0
361 7 12 1
362 16 28 1
363 86 74 1
10269 99 55 0
10176 2 28 0
364 54 61 1
10256 24 59 0
365 76 24 1
10207 57 97 0
366 99 91 1
367 8 60 1
10158 53 79 0
368 36 2 1
10005 61 36 0
369 22 13 1
370 77 71 1
10175 74 2 0
10105 89 59 0
10069 99 77 0
371 93 94 1
372 99 78 1
373 56 64 1
374 39 69 1
375 46 21 1
376 94 62 1
10063 9 46 0
377 1 7 1
378 32 46 1
379 10 81 1
380 63 34 1
381 24 7 1
382 56 64 1
383 21 75 1
10017 86 91 0
10030 31 85 0
384 82 5 1
385 55 38 1
386 55 50 1
387 29 6 1
10305 25 7 0
388 65 60 1
10010 21 84 0
389 28 70 1
390 17 47 1
391 35 97 1
10239 95 55 0
392 66 59 1
393 85 64 1
394 56 68 1
395 42 87 1
396 8 28 1
397 11 48 1
398 65 5 1
399 71 65 1
400 42 84 1
401 17 89 1
402 88 16 1
403 10 84 1
10097 1 11 0
404 19 17 1
405 18 43 1
10274 10 32 0
406 36 7 1
407 38 60 1
10141 95 79 0
10110 78 15 0
408 2 46 1
10317 65 26 0
409 29 64 1
10251 82 47 0
410 30 14 1
10080 8 76 0
10272 67 21 0
411 4 2 1
412 14 85 1
413 18 37 1
10249 19 88 0
414 74 79 1
415 8 23 1
416 57 4 1
417 58 19 1
10332 88 23 0
10051 64 82 0
418 69 57 1
419 22 28 1
420 25 14 1
10263 33 76 0
10092 80 25 0
421 86 51 1
10027 39 92 0
422 87 56 1
423 55 28 1
10280 21 86 0
10330 70 9 0
10319 12 59 0
424 97 88 1
425 94 51 1
426 72 9 1
427 21 24 1
10306 16 29 0
428 87 53 1
429 36 68 1
430 21 61 1
431 84 100 1
432 75 53 1
433 75 30 1
434 38 88 1
10018 62 25 0
435 21 97 1
436 64 78 1
437 13 57 1
438 76 29 1
10137 65 58 0
439 67 57 1
10055 9 95 0
440 7 67 1
441 23 10 1
10245 86 72 0
442 74 89 1
10194 64 46 0
443 41 60 1
444 33 43 1
10077 43 39 0
445 15 39 1
446 33 29 1
447 89 2 1
448 61 86 1
449 30 41 1
450 56 27 1
451 96 87 1
452 91 87 1
453 42 32 1
454 40 23 1
455 59 41 1
456 32 19 1
457 11 82 1
10165 48 70 0
10294 17 55 0
10059 60 2 0
10052 39 15 0
10277 23 75 0
458 11 4 1
459 99 70 1
10088 94 62 0
460 49 32 1
10142 74 100 0
461 33 8 1
10140 24 97 0
462 53 41 1
463 67 66 1
10377 1 7 0
10374 39 69 0
464 43 15 1
465 54 37 1
10157 54 45 0
466 100 52 1
467 29 41 1
10244 82 93 0
468 66 6 1
469 44 91 1
470 72 89 1
471 70 6 1
472 100 94 1
473 98 23 1
474 64 4 1
475 39 47 1
476 41 27 1
477 35 94 1
10282 48 55 0
478 20 27 1
10197 65 21 0
479 17 89 1
10369 22 13 0
10121 80 70 0
10281 16 20 0
480 89 48 1
10384 82 5 0
10205 38 13 0
481 93 18 1
482 65 55 1
483 75 82 1
10404 19 17 0
484 38 54 1
10211 73 25 0
10292 99 67 0
10287 91 51 0
485 27 39 1
486 32 8 1
10213 93 61 0
487 52 95 1
10375 46 21 0
10147 40 44 0
10275 97 43 0
488 13 33 1
489 87 88 1
10248 89 74 0
10407 38 60 0
490 72 98 1
10318 90 37 0
10042 25 80 0
491 26 22 1
492 52 91 1
10214 68 17 0
493 47 75 1
494 90 30 1
495 68 82 1
496 96 67 1
10396 8 28 0
10357 45 50 0
10177 40 26 0
10220 27 15 0
497 40 52 1
498 30 83 1
499 74 8 1
500 100 21 1
501 24 40 1
10321 28 64 0
10201 63 61 0
502 36 85 1
503 24 9 1
10380 63 34 0
504 5 49 1
10209 75 41 0
10016 66 15 0
505 64 30 1
506 5 83 1
507 61 39 1
508 51 82 1
10022 90 94 0
509 48 76 1
10429 36 68 0
510 26 49 1
511 37 38 1
512 7 15 1
513 81 39 1
10426 72 9 0
514 69 56 1
515 59 90 1
10074 31 11 0
516 20 40 1
517 19 91 1
10395 42 87 0
518 97 78 1
519 42 30 1
10461 33 8 0
520 53 24 1
10345 87 84 0
521 42 99 1
522 36 8 1
10468 66 6 0
523 74 62 1
10096 70 20 0
524 22 20 1
525 92 3 1
526 54 76 1
10087 36 46 0
527 97 92 1
528 10 24 1
529 5 12 1
530 3 97 1
531 83 6 1
532 75 36 1
10144 85 87 0
10344 11 27 0
533 30 43 1
10389 28 70 0
10270 41 80 0
534 13 82 1
535 29 69 1
536 49 97 1
537 70 7 1
538 82 94 1
10075 55 2 0
10259 68 23 0
10382 56 64 0
539 99 52 1
