Load: 2 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 75 70 1
2 31 19 1
3 74 81 1
4 67 2 1
5 46 96 1
6 49 57 1
7 81 67 1
8 88 75 1
9 14 99 1
10 39 40 1
11 99 40 1
12 16 92 1
13 47 85 1
14 80 27 1
15 74 59 1
16 87 49 1
17 73 79 1
18 20 68 1
19 62 32 1
20 69 36 1
21 98 52 1
22 55 54 1
23 23 1 1
24 39 35 1
25 15 45 1
26 21 57 1
27 24 88 1
28 89 79 1
29 81 31 1
30 87 10 1
31 92 32 1
32 47 51 1
33 33 87 1
34 68 72 1
35 93 44 1
36 90 12 1
37 28 82 1
38 75 80 1
39 30 33 1
40 69 15 1
41 26 7 1
42 25 56 1
43 10 40 1
44 27 74 1
45 42 43 1
46 80 78 1
47 8 9 1
48 65 37 1
49 13 19 1
50 93 29 1
51 95 1 1
52 5 75 1
53 27 18 1
54 31 13 1
55 70 100 1
56 47 6 1
57 64 9 1
58 68 4 1
59 79 10 1
60 66 14 1
61 29 4 1
62 99 19 1
63 29 27 1
64 97 63 1
65 62 30 1
66 1 11 1
67 43 44 1
68 59 89 1
10030 87 10 0
69 40 38 1
70 35 34 1
71 38 84 1
72 91 37 1
73 54 15 1
10028 89 79 0
74 87 47 1
75 23 40 1
76 98 91 1
77 91 98 1
78 22 76 1
79 100 78 1
10012 16 92 0
80 56 43 1
81 12 14 1
82 91 40 1
10035 93 44 0
10001 75 70 0
83 22 52 1
84 32 33 1
85 23 99 1
86 94 67 1
87 32 89 1
10020 69 36 0
88 66 34 1
89 32 15 1
90 79 100 1
91 43 1 1
92 77 72 1
10018 20 68 0
93 3 51 1
94 54 49 1
95 2 57 1
10038 75 80 0
96 49 12 1
10016 87 49 0
97 91 24 1
98 52 40 1
99 13 22 1
100 51 55 1
101 2 24 1
102 70 69 1
103 45 89 1
104 79 9 1
10055 70 100 0
105 96 39 1
10064 97 63 0
106 58 83 1
107 67 50 1
108 62 81 1
109 18 95 1
110 80 90 1
10054 31 13 0
10062 99 19 0
111 97 64 1
10063 29 27 0
112 13 77 1
113 2 58 1
114 51 84 1
115 70 89 1
10058 68 4 0
116 49 29 1
10026 21 57 0
10068 59 89 0
117 94 24 1
118 35 78 1
119 10 44 1
120 54 41 1
121 87 16 1
122 19 48 1
123 97 93 1
124 79 8 1
125 58 89 1
126 38 76 1
127 74 57 1
128 90 58 1
129 94 53 1
130 75 47 1
131 97 50 1
132 97 46 1
133 2 33 1
134 31 51 1
10070 35 34 0
135 13 61 1
136 75 63 1
137 33 61 1
138 68 2 1
10011 99 40 0
10071 38 84 0
10057 64 9 0
139 50 84 1
