Load: 9 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 57 93 1
2 63 79 1
3 90 59 1
4 9 46 1
5 55 75 1
6 83 28 1
7 63 25 1
8 18 84 1
9 57 2 1
10 10 7 1
11 90 3 1
12 22 38 1
13 92 61 1
14 89 37 1
15 47 87 1
16 49 33 1
17 66 34 1
18 22 51 1
19 42 11 1
20 15 65 1
21 18 41 1
22 27 91 1
23 75 32 1
24 82 42 1
25 100 87 1
26 68 22 1
27 21 82 1
28 76 63 1
29 14 3 1
30 92 95 1
31 61 5 1
32 61 67 1
33 99 75 1
34 58 91 1
35 77 31 1
36 11 83 1
37 79 42 1
38 19 40 1
39 37 10 1
40 11 84 1
41 92 97 1
42 5 25 1
43 51 14 1
44 19 46 1
45 48 83 1
46 42 51 1
47 94 57 1
48 89 12 1
49 73 8 1
50 70 57 1
51 11 95 1
52 44 89 1
53 73 45 1
54 54 70 1
55 23 75 1
56 15 6 1
57 12 66 1
58 76 99 1
59 50 93 1
60 4 55 1
61 49 35 1
62 29 51 1
63 37 71 1
64 1 22 1
65 46 36 1
66 78 65 1
67 96 25 1
68 36 37 1
69 97 38 1
70 9 21 1
71 83 71 1
72 16 30 1
73 65 50 1
74 97 67 1
75 86 39 1
76 50 91 1
77 75 55 1
78 49 91 1
79 4 59 1
80 81 84 1
81 83 73 1
82 42 88 1
83 36 3 1
84 7 44 1
85 16 59 1
86 26 80 1
87 5 85 1
88 51 32 1
89 42 27 1
90 75 80 1
91 27 78 1
92 34 96 1
93 50 22 1
94 76 1 1
95 66 88 1
96 65 71 1
97 43 86 1
98 3 29 1
99 30 47 1
100 87 79 1
101 27 79 1
102 91 39 1
103 59 34 1
104 55 54 1
105 47 92 1
106 7 42 1
107 82 60 1
108 12 53 1
109 79 71 1
110 18 47 1
111 85 7 1
112 8 67 1
113 88 63 1
114 57 14 1
115 77 62 1
116 74 18 1
117 43 68 1
118 66 24 1
119 8 22 1
120 29 23 1
121 59 92 1
122 90 83 1
123 36 58 1
124 38 81 1
125 31 50 1
126 87 31 1
127 84 28 1
128 24 66 1
129 14 58 1
130 42 81 1
131 44 86 1
132 93 9 1
133 83 30 1
134 12 31 1
135 49 87 1
136 41 27 1
137 28 52 1
138 66 70 1
139 53 21 1
140 66 84 1
141 25 82 1
142 45 63 1
143 60 33 1
144 24 57 1
145 92 50 1
146 79 33 1
147 70 31 1
148 49 84 1
149 9 25 1
150 50 13 1
151 47 48 1
152 67 39 1
153 66 55 1
154 78 97 1
155 97 16 1
156 56 83 1
157 74 17 1
158 9 41 1
159 11 18 1
160 83 93 1
10029 14 3 0
161 52 16 1
162 6 69 1
163 2 12 1
164 80 87 1
165 57 56 1
166 37 73 1
167 47 87 1
168 24 78 1
169 92 47 1
170 4 71 1
171 42 64 1
172 5 22 1
173 36 27 1
174 40 67 1
175 22 81 1
176 45 79 1
177 100 9 1
178 10 2 1
179 10 86 1
180 73 81 1
181 48 32 1
182 7 63 1
183 79 19 1
184 20 28 1
185 14 8 1
186 26 38 1
187 89 30 1
188 6 69 1
189 43 31 1
190 95 66 1
191 4 3 1
192 29 9 1
193 82 69 1
194 36 94 1
195 87 25 1
196 14 84 1
197 74 21 1
198 17 35 1
199 66 62 1
200 23 53 1
201 82 91 1
202 38 2 1
203 4 37 1
204 1 87 1
205 28 86 1
10043 51 14 0
206 25 52 1
207 34 85 1
208 77 59 1
209 7 9 1
210 39 30 1
211 80 46 1
212 53 95 1
213 75 93 1
214 57 81 1
215 73 53 1
216 89 48 1
217 25 40 1
218 2 79 1
219 86 25 1
220 14 88 1
221 31 22 1
222 65 33 1
223 64 44 1
224 43 41 1
225 86 73 1
226 76 17 1
227 42 28 1
228 79 68 1
229 24 62 1
10027 21 82 0
230 44 57 1
231 23 53 1
232 3 51 1
233 4 54 1
234 56 96 1
235 17 70 1
10076 50 91 0
236 36 25 1
237 73 65 1
238 70 69 1
239 63 56 1
240 26 77 1
10071 83 71 0
241 72 65 1
242 7 19 1
243 93 53 1
244 49 77 1
245 12 49 1
246 11 88 1
247 15 93 1
248 74 68 1
249 40 90 1
250 92 65 1
251 99 1 1
252 79 67 1
253 63 28 1
254 43 28 1
255 31 51 1
256 87 24 1
257 92 49 1
258 51 38 1
259 47 37 1
260 59 45 1
261 85 77 1
262 74 69 1
263 18 24 1
264 46 60 1
265 48 12 1
266 12 16 1
267 2 46 1
10017 66 34 0
268 26 11 1
269 42 95 1
270 56 38 1
271 38 61 1
272 31 9 1
273 37 47 1
274 72 46 1
275 79 61 1
276 31 25 1
277 82 22 1
278 84 53 1
10060 4 55 0
279 72 75 1
280 57 62 1
281 11 47 1
282 67 12 1
283 41 67 1
284 7 5 1
285 29 9 1
286 49 84 1
287 92 90 1
288 72 98 1
289 74 98 1
290 79 8 1
291 16 23 1
292 6 15 1
10065 46 36 0
293 81 53 1
294 40 85 1
295 35 13 1
10008 18 84 0
296 55 63 1
297 26 10 1
298 25 4 1
299 10 40 1
300 70 29 1
301 33 48 1
302 25 26 1
303 60 83 1
304 34 93 1
305 74 78 1
10024 82 42 0
306 46 83 1
307 42 34 1
308 77 83 1
309 14 86 1
310 89 39 1
311 85 45 1
312 96 89 1
313 1 68 1
314 9 97 1
315 93 1 1
316 81 48 1
317 89 54 1
