Load: 6 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 79 92 1
2 17 68 1
3 17 49 1
4 81 60 1
5 35 30 1
6 11 88 1
7 44 77 1
8 52 97 1
9 51 1 1
10 79 25 1
11 15 68 1
12 66 92 1
13 49 82 1
14 61 53 1
15 3 21 1
16 78 34 1
17 45 76 1
18 55 31 1
19 54 41 1
20 18 37 1
21 70 52 1
22 100 58 1
23 49 34 1
24 91 5 1
25 39 68 1
26 87 45 1
27 8 9 1
28 40 23 1
29 34 71 1
30 7 80 1
31 54 64 1
32 6 39 1
33 7 50 1
34 1 30 1
35 70 26 1
36 22 7 1
37 20 6 1
38 78 88 1
39 81 29 1
40 75 40 1
41 15 64 1
42 26 71 1
43 72 46 1
44 10 15 1
45 85 96 1
46 21 51 1
47 36 80 1
48 44 67 1
49 1 71 1
50 53 59 1
51 32 84 1
52 22 16 1
53 15 67 1
54 48 66 1
55 4 6 1
56 78 88 1
57 89 15 1
58 63 36 1
59 63 71 1
60 48 7 1
61 40 9 1
62 94 90 1
63 73 1 1
64 20 62 1
65 73 74 1
66 68 42 1
67 57 6 1
68 9 7 1
69 62 2 1
70 4 98 1
71 80 14 1
72 75 56 1
73 17 99 1
74 93 98 1
75 58 19 1
76 75 23 1
77 40 50 1
78 26 52 1
79 78 39 1
80 78 28 1
81 91 73 1
82 97 24 1
83 93 13 1
84 87 63 1
85 73 14 1
86 35 95 1
87 66 16 1
88 93 30 1
89 63 73 1
90 90 67 1
91 10 81 1
92 20 45 1
93 94 49 1
94 74 38 1
95 29 59 1
96 5 74 1
97 51 91 1
98 80 68 1
99 74 10 1
100 28 49 1
101 28 5 1
102 26 18 1
103 25 27 1
104 63 65 1
105 39 98 1
106 39 30 1
107 17 3 1
108 75 24 1
109 4 63 1
110 81 64 1
111 88 27 1
112 19 81 1
113 65 22 1
114 79 12 1
115 81 20 1
116 20 73 1
117 47 46 1
118 7 47 1
119 82 63 1
120 91 85 1
121 95 50 1
122 70 74 1
123 34 96 1
124 21 65 1
125 91 23 1
126 92 6 1
127 19 70 1
128 75 5 1
129 89 67 1
130 29 31 1
131 48 95 1
132 45 52 1
133 3 78 1
134 31 2 1
135 25 74 1
136 26 34 1
137 96 78 1
138 20 48 1
139 13 36 1
140 78 51 1
141 88 1 1
142 15 86 1
143 64 13 1
144 57 100 1
145 23 4 1
146 72 44 1
147 31 43 1
148 93 78 1
149 86 85 1
150 58 77 1
151 68 10 1
152 67 6 1
153 73 54 1
154 12 44 1
155 63 35 1
156 90 3 1
157 66 83 1
158 89 22 1
159 14 82 1
160 57 29 1
161 97 21 1
162 19 28 1
163 93 2 1
164 66 10 1
165 13 93 1
166 14 73 1
167 69 47 1
168 96 18 1
169 62 12 1
10017 45 76 0
170 42 13 1
171 71 16 1
172 69 83 1
173 30 6 1
10055 4 6 0
174 77 61 1
175 18 61 1
176 35 76 1
177 79 83 1
178 43 2 1
179 13 70 1
180 98 62 1
181 51 11 1
182 73 51 1
183 99 72 1
184 74 66 1
185 20 85 1
186 62 10 1
187 68 64 1
10021 70 52 0
188 81 58 1
189 51 36 1
190 27 13 1
191 59 32 1
192 34 87 1
193 89 43 1
10037 20 6 0
194 48 63 1
195 51 96 1
196 95 55 1
197 90 6 1
198 66 1 1
199 61 35 1
200 21 60 1
201 92 9 1
202 80 99 1
203 12 70 1
204 20 37 1
205 74 3 1
206 56 80 1
207 87 27 1
208 89 80 1
209 41 51 1
210 46 70 1
10048 44 67 0
10097 51 91 0
211 70 44 1
212 94 81 1
213 26 98 1
214 33 93 1
215 5 10 1
216 97 27 1
217 30 71 1
10109 4 63 0
218 73 35 1
219 78 66 1
220 77 10 1
221 35 77 1
222 45 61 1
223 14 92 1
224 46 33 1
225 40 20 1
10111 88 27 0
226 67 23 1
10057 89 15 0
227 93 79 1
10023 49 34 0
228 48 61 1
229 87 3 1
230 98 83 1
231 24 3 1
232 18 80 1
233 69 64 1
234 74 3 1
235 29 72 1
236 84 26 1
237 18 86 1
238 86 12 1
239 78 85 1
240 65 45 1
10088 93 30 0
241 98 87 1
242 37 12 1
243 68 30 1
244 34 42 1
245 66 99 1
246 27 45 1
247 50 58 1
248 33 81 1
249 12 42 1
250 10 84 1
251 31 96 1
252 45 78 1
253 98 63 1
254 31 60 1
255 59 40 1
256 57 16 1
257 93 4 1
258 94 98 1
259 52 42 1
260 39 48 1
261 48 57 1
262 97 64 1
263 85 50 1
264 81 6 1
265 97 47 1
266 1 81 1
267 96 41 1
268 18 71 1
10101 28 5 0
269 63 39 1
270 33 48 1
271 97 30 1
272 6 81 1
10007 44 77 0
273 25 65 1
274 69 62 1
10014 61 53 0
275 57 5 1
276 11 67 1
277 98 41 1
278 57 22 1
279 2 88 1
280 74 16 1
281 7 44 1
282 66 91 1
283 33 76 1
10028 40 23 0
284 79 65 1
285 75 11 1
286 48 52 1
287 84 21 1
288 39 82 1
289 78 48 1
290 7 9 1
291 68 77 1
292 2 93 1
10131 48 95 0
293 83 33 1
294 56 27 1
295 20 78 1
296 74 38 1
10200 21 60 0
297 64 70 1
298 49 94 1
299 68 20 1
300 6 62 1
301 87 62 1
10074 93 98 0
302 85 75 1
303 78 67 1
304 27 14 1
10079 78 39 0
305 28 4 1
306 41 100 1
307 80 32 1
10098 80 68 0
308 94 96 1
309 95 86 1
310 50 31 1
311 13 29 1
312 3 4 1
313 37 97 1
10163 93 2 0
10174 77 61 0
314 15 61 1
315 79 57 1
10058 63 36 0
316 14 63 1
317 40 18 1
318 73 52 1
319 19 87 1
10033 7 50 0
320 82 69 1
321 88 6 1
322 26 36 1
10215 5 10 0
323 26 32 1
324 19 22 1
325 76 74 1
10150 58 77 0
326 69 8 1
327 46 92 1
328 33 83 1
10136 26 34 0
329 95 26 1
10232 18 80 0
330 97 12 1
10240 65 45 0
331 42 49 1
332 96 85 1
333 80 10 1
334 22 39 1
335 64 21 1
336 44 46 1
10027 8 9 0
337 50 22 1
338 46 91 1
339 90 76 1
340 24 11 1
341 57 59 1
342 100 15 1
343 41 73 1
344 30 94 1
345 35 63 1
346 70 64 1
347 57 76 1
348 6 88 1
10245 66 99 0
10187 68 64 0
10231 24 3 0
349 16 4 1
350 81 53 1
351 85 36 1
352 79 13 1
10091 10 81 0
353 64 76 1
354 30 98 1
355 92 59 1
356 69 35 1
357 64 2 1
358 25 80 1
359 41 40 1
360 90 3 1
10114 79 12 0
361 97 32 1
362 98 84 1
363 2 97 1
364 44 14 1
365 79 87 1
366 94 5 1
367 14 25 1
10189 51 36 0
368 5 9 1
369 5 84 1
370 69 23 1
371 5 26 1
372 91 4 1
10147 31 43 0
373 28 32 1
374 5 99 1
375 17 59 1
10005 35 30 0
376 47 59 1
377 95 89 1
378 32 34 1
379 82 87 1
380 79 75 1
381 39 25 1
382 81 85 1
383 22 93 1
10178 43 2 0
384 22 31 1
10199 61 35 0
385 3 19 1
386 61 96 1
387 63 47 1
388 28 92 1
389 27 92 1
10246 27 45 0
390 68 37 1
391 61 52 1
392 28 15 1
393 3 20 1
394 43 75 1
10290 7 9 0
395 66 39 1
10078 26 52 0
396 92 15 1
397 80 39 1
10277 98 41 0
398 57 50 1
399 22 69 1
10089 63 73 0
400 12 83 1
401 100 88 1
402 62 98 1
403 7 16 1
404 65 38 1
10068 9 7 0
10254 31 60 0
405 41 70 1
10293 83 33 0
406 40 12 1
407 75 10 1
408 98 85 1
409 31 53 1
410 96 70 1
411 57 91 1
412 87 31 1
10138 20 48 0
413 36 3 1
414 59 55 1
415 42 40 1
416 35 61 1
10025 39 68 0
10001 79 92 0
417 60 70 1
418 67 51 1
419 96 41 1
420 39 89 1
421 44 53 1
422 70 100 1
10188 81 58 0
423 58 76 1
10167 69 47 0
424 30 60 1
10083 93 13 0
425 89 42 1
426 77 85 1
10328 33 83 0
427 90 11 1
428 59 9 1
429 8 79 1
430 19 16 1
10242 37 12 0
431 35 61 1
432 32 80 1
433 40 18 1
434 81 91 1
10002 17 68 0
10319 19 87 0
435 44 12 1
10039 81 29 0
436 46 16 1
437 96 66 1
438 66 43 1
439 58 60 1
440 65 51 1
441 41 100 1
442 53 82 1
443 92 42 1
10065 73 74 0
444 30 92 1
10206 56 80 0
445 36 17 1
446 98 31 1
447 70 74 1
448 8 78 1
449 22 2 1
450 22 4 1
451 54 33 1
452 66 7 1
453 66 21 1
454 18 29 1
455 92 76 1
10117 47 46 0
10077 40 50 0
456 58 66 1
457 92 51 1
10201 92 9 0
458 52 65 1
459 21 15 1
460 98 7 1
461 99 57 1
462 72 32 1
463 57 12 1
10326 69 8 0
10116 20 73 0
10172 69 83 0
464 79 85 1
465 75 76 1
10325 76 74 0
466 75 83 1
467 52 62 1
468 47 35 1
469 91 18 1
470 6 11 1
471 64 61 1
472 94 47 1
473 65 21 1
474 2 52 1
475 77 59 1
476 56 15 1
477 96 61 1
478 72 52 1
479 88 9 1
480 14 57 1
10062 94 90 0
481 89 7 1
482 16 56 1
10259 52 42 0
483 82 91 1
10275 57 5 0
484 38 25 1
10038 78 88 0
485 86 85 1
486 11 40 1
487 94 7 1
10043 72 46 0
488 98 60 1
489 4 58 1
490 39 19 1
491 65 54 1
492 85 91 1
493 21 8 1
494 62 64 1
495 81 54 1
496 85 74 1
10347 57 76 0
497 50 78 1
10335 64 21 0
498 58 37 1
10087 66 16 0
499 32 26 1
500 30 54 1
501 40 90 1
502 26 73 1
503 94 50 1
504 82 34 1
505 67 99 1
506 30 25 1
507 50 49 1
10064 20 62 0
508 87 46 1
10166 14 73 0
509 26 30 1
10121 95 50 0
510 30 45 1
511 93 82 1
512 45 99 1
513 48 33 1
514 67 27 1
515 52 28 1
516 42 86 1
517 82 36 1
518 74 96 1
519 45 47 1
520 29 46 1
10272 6 81 0
521 76 94 1
10307 80 32 0
522 71 75 1
523 41 39 1
524 38 97 1
525 48 40 1
526 84 59 1
527 81 29 1
10073 17 99 0
528 63 97 1
10255 59 40 0
10176 35 76 0
529 15 70 1
530 80 95 1
531 1 84 1
10112 19 81 0
10177 79 83 0
532 53 21 1
533 34 22 1
534 63 68 1
535 26 34 1
536 62 26 1
537 95 96 1
10018 55 31 0
10391 61 52 0
538 66 40 1
539 44 1 1
10135 25 74 0
10067 57 6 0
540 68 45 1
541 61 81 1
542 30 83 1
10151 68 10 0
543 24 84 1
544 13 73 1
545 41 66 1
546 78 76 1
547 35 90 1
548 77 26 1
10191 59 32 0
549 91 9 1
550 66 6 1
551 21 12 1
552 30 20 1
553 40 71 1
554 100 4 1
10160 57 29 0
555 82 89 1
10423 58 76 0
556 89 31 1
557 43 13 1
558 78 11 1
10095 29 59 0
559 2 96 1
10426 77 85 0
560 91 45 1
10126 92 6 0
561 85 81 1
10195 51 96 0
10243 68 30 0
562 91 52 1
563 97 58 1
564 54 95 1
565 49 42 1
566 99 8 1
567 66 38 1
568 3 69 1
569 35 37 1
570 67 81 1
571 60 76 1
10345 35 63 0
572 35 36 1
573 41 25 1
574 14 53 1
575 2 87 1
576 30 95 1
10292 2 93 0
577 34 31 1
578 3 95 1
579 28 9 1
10085 73 14 0
580 48 98 1
10473 65 21 0
10003 17 49 0
581 92 57 1
582 92 20 1
10401 100 88 0
583 36 26 1
584 38 34 1
10053 15 67 0
10440 65 51 0
585 23 13 1
586 33 31 1
587 43 79 1
10368 5 9 0
588 58 53 1
10086 35 95 0
589 87 52 1
10456 58 66 0
10296 74 38 0
10115 81 20 0
590 7 29 1
10400 12 83 0
10170 42 13 0
591 43 36 1
592 45 80 1
593 96 8 1
594 5 19 1
595 38 69 1
10374 5 99 0
596 10 22 1
597 31 18 1
10419 96 41 0
598 78 14 1
599 50 95 1
600 92 59 1
601 86 74 1
602 60 85 1
