Load: 2 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 28 12 1
2 9 6 1
3 21 45 1
4 32 52 1
5 80 73 1
6 36 85 1
7 60 34 1
8 52 5 1
9 94 96 1
10 69 7 1
11 89 18 1
12 20 94 1
13 10 3 1
14 41 57 1
15 54 19 1
16 71 24 1
17 58 69 1
18 2 94 1
19 36 93 1
20 94 52 1
21 12 37 1
22 37 41 1
23 43 66 1
24 36 69 1
25 92 94 1
26 76 88 1
27 32 22 1
28 67 87 1
29 87 12 1
30 44 98 1
31 60 80 1
32 63 57 1
33 32 37 1
34 64 70 1
35 87 76 1
36 20 91 1
37 86 2 1
38 98 44 1
39 39 44 1
40 93 69 1
41 88 35 1
10005 80 73 0
42 75 69 1
43 81 93 1
44 32 19 1
45 95 94 1
46 46 15 1
47 96 72 1
48 38 69 1
49 38 3 1
50 29 68 1
51 5 65 1
52 43 38 1
10004 32 52 0
53 55 91 1
54 64 61 1
55 45 44 1
56 61 46 1
57 17 46 1
58 67 13 1
59 39 59 1
60 51 11 1
61 45 12 1
62 11 12 1
63 17 63 1
10026 76 88 0
64 52 3 1
65 52 87 1
66 16 77 1
67 52 49 1
68 61 32 1
69 25 13 1
70 59 1 1
71 44 80 1
72 5 25 1
73 32 56 1
10016 71 24 0
74 58 37 1
75 90 99 1
76 95 65 1
10034 64 70 0
77 33 1 1
78 34 89 1
79 5 8 1
10050 29 68 0
80 24 4 1
81 16 9 1
82 7 69 1
83 9 45 1
84 83 86 1
85 99 71 1
86 63 60 1
10021 12 37 0
87 90 31 1
88 6 39 1
89 13 64 1
90 30 34 1
91 47 8 1
92 9 60 1
93 41 82 1
94 14 81 1
95 57 21 1
96 50 21 1
97 13 59 1
98 73 99 1
99 94 84 1
100 73 75 1
10065 52 87 0
10020 94 52 0
101 30 92 1
102 12 67 1
10019 36 93 0
103 87 97 1
104 31 20 1
10052 43 38 0
105 98 49 1
10001 28 12 0
106 72 70 1
10063 17 63 0
107 98 1 1
10059 39 59 0
108 87 92 1
109 78 40 1
110 83 40 1
10022 37 41 0
111 56 18 1
112 93 27 1
113 78 65 1
114 60 67 1
115 49 47 1
116 75 76 1
117 72 42 1
10071 44 80 0
118 12 98 1
10023 43 66 0
119 31 83 1
10032 63 57 0
120 90 8 1
121 54 90 1
122 28 22 1
123 89 24 1
10085 99 71 0
124 68 74 1
125 41 62 1
126 82 90 1
10014 41 57 0
127 20 72 1
128 70 63 1
10094 14 81 0
129 93 86 1
130 23 67 1
10080 24 4 0
131 60 66 1
132 20 5 1
133 11 97 1
134 58 24 1
135 83 71 1
136 69 71 1
10037 86 2 0
137 8 67 1
138 32 64 1
139 48 100 1
140 98 62 1
141 92 72 1
142 20 50 1
10018 2 94 0
10051 5 65 0
143 81 2 1
10054 64 61 0
144 35 85 1
145 24 55 1
146 73 20 1
147 25 28 1
148 79 50 1
149 31 83 1
10091 47 8 0
150 44 28 1
151 11 89 1
10025 92 94 0
152 10 67 1
153 71 34 1
154 5 46 1
155 35 27 1
156 33 43 1
157 44 75 1
158 96 5 1
10121 54 90 0
159 35 10 1
160 76 74 1
161 82 24 1
162 17 74 1
10097 13 59 0
163 59 36 1
164 71 80 1
165 15 100 1
166 44 69 1
10110 83 40 0
10082 7 69 0
167 18 20 1
168 57 49 1
169 18 57 1
170 58 67 1
171 87 60 1
10048 38 69 0
10084 83 86 0
10090 30 34 0
172 86 36 1
