Load: 2 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 94 33 1
2 80 22 1
3 45 20 1
4 53 83 1
5 64 95 1
6 55 51 1
7 91 46 1
8 65 76 1
9 75 47 1
10 93 18 1
11 47 60 1
12 90 36 1
13 72 42 1
14 3 21 1
15 84 12 1
16 1 45 1
17 27 60 1
18 48 28 1
19 61 40 1
20 19 18 1
21 69 51 1
22 28 6 1
23 28 15 1
24 24 74 1
25 98 59 1
26 13 100 1
27 55 98 1
28 89 84 1
29 89 91 1
30 26 69 1
10004 53 83 0
31 61 48 1
32 2 51 1
33 28 88 1
34 72 6 1
35 44 4 1
36 47 3 1
37 64 7 1
38 1 74 1
39 58 78 1
40 32 38 1
41 1 42 1
42 24 88 1
43 15 19 1
44 22 83 1
45 10 31 1
46 65 42 1
47 38 32 1
48 50 68 1
49 16 77 1
50 93 30 1
51 68 43 1
52 45 63 1
53 9 14 1
54 83 58 1
55 55 42 1
56 66 65 1
57 2 47 1
58 38 92 1
59 72 44 1
60 95 80 1
61 14 63 1
62 17 88 1
63 65 24 1
64 22 83 1
65 10 45 1
66 77 50 1
67 39 65 1
68 63 26 1
10021 69 51 0
69 92 65 1
70 2 68 1
71 65 81 1
72 53 75 1
73 71 29 1
74 51 20 1
75 54 21 1
76 83 41 1
77 74 19 1
78 56 51 1
79 72 61 1
80 78 81 1
81 99 97 1
82 52 67 1
83 26 33 1
10046 65 42 0
10049 16 77 0
84 6 26 1
85 37 51 1
86 64 21 1
87 71 92 1
88 46 3 1
89 96 10 1
90 77 78 1
91 4 29 1
92 76 60 1
93 76 8 1
94 85 61 1
95 27 60 1
96 23 70 1
97 3 25 1
98 34 13 1
99 1 22 1
100 15 37 1
101 88 9 1
10008 65 76 0
102 55 78 1
10011 47 60 0
10063 65 24 0
103 77 7 1
104 37 2 1
10041 1 42 0
105 14 28 1
106 35 85 1
10009 75 47 0
107 50 77 1
108 80 47 1
109 53 78 1
110 25 54 1
111 95 32 1
112 2 55 1
10066 77 50 0
113 55 23 1
114 96 90 1
10017 27 60 0
115 7 26 1
116 85 19 1
117 98 59 1
