Load: 10 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 99 67 1
2 30 98 1
3 23 69 1
4 37 22 1
5 86 67 1
6 70 99 1
7 68 10 1
8 13 28 1
9 4 35 1
10 79 97 1
11 48 71 1
12 33 35 1
13 57 45 1
14 71 24 1
15 62 61 1
16 47 89 1
17 19 57 1
18 21 38 1
19 25 88 1
20 81 55 1
21 6 90 1
22 65 71 1
23 38 12 1
24 47 32 1
25 73 2 1
26 81 26 1
27 35 40 1
28 44 29 1
29 12 63 1
30 35 16 1
31 53 34 1
32 81 54 1
33 83 39 1
34 70 44 1
35 82 85 1
36 32 7 1
37 37 56 1
38 12 30 1
39 53 78 1
40 86 88 1
41 56 34 1
42 49 54 1
43 24 99 1
44 50 100 1
45 67 74 1
46 63 19 1
47 59 80 1
48 41 90 1
49 90 75 1
50 26 53 1
51 11 23 1
52 39 61 1
53 45 93 1
54 5 35 1
55 20 8 1
56 74 82 1
57 80 89 1
58 72 6 1
59 41 25 1
60 92 11 1
61 47 65 1
62 100 24 1
63 9 80 1
64 32 44 1
65 76 94 1
66 5 52 1
67 16 2 1
68 88 17 1
69 48 99 1
70 85 65 1
71 41 57 1
72 2 64 1
73 63 82 1
74 75 28 1
75 92 3 1
76 53 32 1
77 12 27 1
78 40 3 1
79 19 25 1
80 24 16 1
81 65 13 1
82 69 15 1
83 40 97 1
84 91 82 1
85 78 7 1
86 11 69 1
87 84 74 1
88 65 49 1
89 64 33 1
90 41 72 1
91 100 80 1
92 92 68 1
93 54 27 1
94 78 20 1
95 64 93 1
96 54 62 1
97 15 76 1
98 68 35 1
99 36 10 1
100 39 4 1
101 74 24 1
102 6 22 1
103 16 29 1
104 29 90 1
105 15 75 1
106 9 26 1
107 25 50 1
108 6 93 1
109 66 69 1
110 49 27 1
111 73 11 1
112 20 63 1
113 86 68 1
114 15 37 1
115 27 60 1
116 61 54 1
117 68 84 1
118 51 66 1
119 10 19 1
120 66 54 1
121 89 91 1
122 27 72 1
123 79 97 1
124 90 88 1
125 68 75 1
126 55 24 1
127 15 57 1
128 20 89 1
129 11 18 1
130 98 67 1
131 95 17 1
132 4 63 1
133 35 92 1
134 59 91 1
135 77 37 1
136 55 88 1
137 7 20 1
138 11 31 1
139 70 8 1
140 2 8 1
141 90 43 1
142 21 56 1
143 84 56 1
144 69 41 1
145 3 78 1
146 4 100 1
147 100 53 1
148 47 63 1
149 52 94 1
150 97 89 1
151 8 58 1
152 95 69 1
153 34 89 1
154 61 66 1
155 87 86 1
156 6 35 1
157 25 15 1
158 91 16 1
159 25 87 1
160 39 83 1
161 30 60 1
162 83 89 1
163 16 69 1
164 5 58 1
165 97 30 1
166 33 52 1
167 92 78 1
168 17 86 1
169 92 29 1
170 73 85 1
171 43 85 1
172 22 63 1
173 20 13 1
174 91 85 1
175 91 85 1
176 100 46 1
177 26 4 1
178 96 74 1
179 38 80 1
180 41 85 1
181 77 22 1
182 57 46 1
183 34 71 1
184 29 97 1
185 61 90 1
186 63 93 1
187 10 15 1
188 66 85 1
189 39 98 1
190 38 3 1
191 17 95 1
192 55 77 1
193 45 83 1
194 71 61 1
195 62 50 1
196 13 4 1
197 36 95 1
198 79 10 1
199 78 3 1
200 100 84 1
201 6 38 1
202 56 36 1
203 62 49 1
204 87 46 1
205 79 60 1
206 98 43 1
207 7 26 1
208 23 65 1
209 99 23 1
210 98 72 1
211 85 94 1
212 52 88 1
213 62 9 1
214 59 91 1
215 75 23 1
216 87 16 1
217 69 49 1
218 44 86 1
219 67 84 1
220 66 82 1
221 53 68 1
222 62 79 1
223 82 2 1
224 11 12 1
225 91 79 1
226 31 89 1
227 71 66 1
228 79 17 1
229 50 59 1
230 58 69 1
231 53 25 1
232 39 90 1
233 5 3 1
234 35 67 1
235 74 53 1
236 25 83 1
237 100 83 1
238 10 80 1
239 23 40 1
240 31 26 1
10044 50 100 0
241 29 44 1
242 18 9 1
243 63 29 1
244 93 87 1
245 44 96 1
246 51 11 1
247 30 52 1
248 92 71 1
249 26 8 1
250 54 22 1
251 44 85 1
252 70 38 1
253 69 88 1
254 15 33 1
255 28 20 1
256 98 26 1
257 15 35 1
258 62 54 1
259 32 16 1
260 97 34 1
261 95 76 1
262 58 12 1
263 64 44 1
264 49 33 1
265 60 51 1
266 92 66 1
267 22 12 1
268 89 9 1
269 22 100 1
270 98 94 1
271 69 11 1
272 71 62 1
273 53 70 1
274 83 98 1
275 11 85 1
276 64 43 1
277 98 42 1
278 94 82 1
279 24 100 1
280 99 45 1
281 33 68 1
282 95 12 1
283 69 98 1
284 27 66 1
10005 86 67 0
285 52 80 1
286 51 42 1
287 59 58 1
288 97 40 1
289 50 71 1
290 98 93 1
291 57 45 1
292 3 64 1
293 95 96 1
294 40 9 1
295 24 61 1
296 9 11 1
297 69 27 1
298 84 21 1
299 71 38 1
300 50 64 1
301 42 35 1
302 47 80 1
303 28 52 1
10019 25 88 0
304 85 46 1
305 99 13 1
306 38 52 1
307 88 14 1
10096 54 62 0
10088 65 49 0
308 99 38 1
309 82 92 1
310 26 44 1
311 85 71 1
312 39 45 1
10147 100 53 0
313 56 54 1
314 32 13 1
315 41 27 1
10026 81 26 0
316 11 100 1
317 54 45 1
318 85 26 1
319 32 52 1
320 69 63 1
321 24 52 1
322 66 35 1
323 83 93 1
10121 89 91 0
324 77 18 1
325 68 52 1
326 94 9 1
10063 9 80 0
327 16 59 1
328 46 34 1
329 83 46 1
330 47 67 1
331 9 5 1
332 52 66 1
333 95 21 1
334 34 63 1
10123 79 97 0
335 16 75 1
336 93 77 1
337 57 93 1
338 3 19 1
10082 69 15 0
339 11 35 1
340 87 37 1
341 3 18 1
342 17 42 1
343 7 80 1
344 33 60 1
10087 84 74 0
345 80 31 1
10130 98 67 0
346 79 6 1
347 76 58 1
348 85 57 1
349 21 87 1
350 31 65 1
351 10 68 1
352 72 76 1
353 54 96 1
354 23 51 1
355 58 5 1
356 95 49 1
357 91 37 1
358 14 12 1
359 92 19 1
360 12 46 1
10174 91 85 0
361 84 95 1
362 94 46 1
363 4 71 1
364 35 85 1
365 74 21 1
366 76 7 1
367 25 23 1
368 12 46 1
369 87 64 1
10086 11 69 0
370 56 27 1
371 87 92 1
372 50 11 1
373 61 19 1
374 97 35 1
375 94 88 1
376 67 13 1
377 20 22 1
378 22 60 1
379 84 20 1
380 36 69 1
381 68 49 1
382 90 36 1
10114 15 37 0
383 26 90 1
384 23 17 1
385 60 72 1
386 28 96 1
387 69 85 1
388 11 97 1
10161 30 60 0
389 4 15 1
390 5 23 1
391 34 1 1
392 13 74 1
393 69 15 1
10235 74 53 0
394 11 85 1
395 52 91 1
396 71 94 1
397 52 63 1
10071 41 57 0
398 93 98 1
399 9 23 1
10074 75 28 0
