Load: 1 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 58 39 1
2 5 95 1
3 1 96 1
4 8 1 1
5 25 37 1
6 32 80 1
7 11 42 1
8 10 93 1
9 77 78 1
10 30 48 1
11 51 81 1
12 96 35 1
13 24 51 1
14 24 78 1
15 52 26 1
16 46 80 1
17 75 72 1
18 91 32 1
19 44 46 1
20 8 38 1
21 17 42 1
22 88 15 1
23 24 96 1
24 49 20 1
25 6 73 1
26 78 14 1
27 48 59 1
28 14 41 1
29 61 85 1
30 64 54 1
31 68 30 1
32 23 61 1
33 51 97 1
34 90 87 1
35 44 29 1
36 7 45 1
37 74 49 1
38 83 4 1
10009 77 78 0
39 89 100 1
40 68 17 1
41 55 30 1
42 73 11 1
43 34 8 1
44 94 42 1
45 4 65 1
46 31 61 1
47 45 30 1
48 84 15 1
49 44 22 1
10005 25 37 0
50 80 3 1
51 87 80 1
52 67 10 1
53 17 47 1
10019 44 46 0
10034 90 87 0
54 59 40 1
55 90 36 1
56 70 53 1
57 13 50 1
58 39 46 1
59 80 69 1
10010 30 48 0
60 57 49 1
61 41 9 1
62 48 77 1
63 19 37 1
64 85 23 1
65 61 90 1
66 42 26 1
10049 44 22 0
67 99 1 1
68 41 61 1
69 30 73 1
70 90 97 1
10056 70 53 0
71 53 46 1
72 31 88 1
73 11 18 1
74 4 12 1
75 48 13 1
76 95 78 1
77 67 53 1
78 82 79 1
79 58 86 1
80 1 5 1
10013 24 51 0
81 36 81 1
82 92 61 1
83 12 72 1
84 22 87 1
85 9 75 1
86 100 50 1
87 40 45 1
10067 99 1 0
88 68 63 1
89 21 82 1
10069 30 73 0
90 7 25 1
91 42 37 1
92 88 66 1
93 88 54 1
94 33 73 1
10030 64 54 0
95 32 2 1
96 29 87 1
97 12 30 1
98 75 63 1
99 8 6 1
100 21 42 1
101 78 95 1
102 26 14 1
10029 61 85 0
10058 39 46 0
10045 4 65 0
103 98 85 1
10063 19 37 0
104 38 89 1
10038 83 4 0
105 74 53 1
106 86 77 1
107 88 76 1
10083 12 72 0
108 70 30 1
10055 90 36 0
109 72 49 1
110 18 19 1
10021 17 42 0
111 93 11 1
112 29 11 1
113 5 16 1
10024 49 20 0
114 84 39 1
115 83 71 1
116 20 5 1
10042 73 11 0
117 25 76 1
118 95 21 1
119 90 92 1
10059 80 69 0
10091 42 37 0
10075 48 13 0
120 83 29 1
121 23 21 1
122 30 77 1
123 97 8 1
10014 24 78 0
124 23 85 1
10094 33 73 0
10008 10 93 0
125 27 89 1
126 65 18 1
127 38 80 1
128 60 28 1
129 33 83 1
130 59 22 1
131 45 80 1
132 4 87 1
10108 70 30 0
10076 95 78 0
133 99 87 1
134 66 49 1
135 89 19 1
10026 78 14 0
10103 98 85 0
10039 89 100 0
10098 75 63 0
136 14 12 1
10025 6 73 0
10120 83 29 0
10074 4 12 0
10122 30 77 0
10071 53 46 0
137 80 43 1
10124 23 85 0
138 80 30 1
10052 67 10 0
139 46 53 1
140 43 52 1
10064 85 23 0
10070 90 97 0
141 55 43 1
142 91 75 1
10053 17 47 0
143 74 73 1
144 29 65 1
145 86 92 1
146 92 59 1
10089 21 82 0
147 90 78 1
10015 52 26 0
148 2 78 1
10132 4 87 0
10078 82 79 0
149 18 41 1
10099 8 6 0
150 90 78 1
10135 89 19 0
151 28 13 1
152 72 90 1
153 38 74 1
154 37 3 1
10043 34 8 0
155 40 15 1
10095 32 2 0
156 51 95 1
157 51 62 1
158 97 10 1
10088 68 63 0
159 71 64 1
160 56 10 1
10028 14 41 0
161 94 5 1
10041 55 30 0
162 89 13 1
10136 14 12 0
163 23 15 1
10006 32 80 0
10086 100 50 0
164 13 55 1
165 94 31 1
166 100 49 1
10077 67 53 0
10068 41 61 0
167 20 3 1
168 37 48 1
169 44 48 1
10102 26 14 0
10109 72 49 0
10137 80 43 0
170 47 45 1
10123 97 8 0
10023 24 96 0
171 92 24 1
172 44 69 1
173 14 70 1
10092 88 66 0
174 36 91 1
175 43 36 1
10066 42 26 0
176 5 67 1
177 24 91 1
10143 74 73 0
10130 59 22 0
10133 99 87 0
178 42 34 1
179 1 15 1
10112 29 11 0
180 37 69 1
10146 92 59 0
181 5 65 1
182 18 68 1
183 63 35 1
