Load: 7 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 97 63 1
2 40 15 1
3 27 59 1
4 12 79 1
5 7 56 1
6 48 13 1
7 20 88 1
8 12 70 1
9 28 44 1
10 15 29 1
11 20 49 1
12 58 54 1
13 50 12 1
14 61 6 1
15 17 41 1
16 50 91 1
17 29 40 1
18 42 68 1
19 70 16 1
20 49 66 1
21 23 83 1
22 70 6 1
23 5 34 1
24 7 32 1
25 67 59 1
26 92 33 1
27 45 5 1
28 57 6 1
29 16 27 1
30 84 82 1
31 87 4 1
32 29 36 1
33 85 50 1
34 40 45 1
35 79 51 1
36 72 58 1
37 29 76 1
38 51 61 1
39 34 82 1
40 26 23 1
41 31 14 1
42 44 33 1
43 4 32 1
44 43 73 1
45 20 56 1
46 14 98 1
47 77 80 1
48 49 61 1
49 56 58 1
50 54 24 1
51 52 63 1
52 92 87 1
53 58 10 1
54 2 100 1
55 100 81 1
56 41 75 1
57 21 29 1
58 40 88 1
59 78 92 1
60 15 38 1
61 11 79 1
62 31 17 1
63 1 99 1
64 88 83 1
65 12 89 1
66 93 20 1
67 55 35 1
68 93 59 1
69 51 7 1
70 86 29 1
71 97 80 1
72 81 75 1
73 81 66 1
74 89 47 1
75 24 93 1
76 25 93 1
77 1 84 1
78 66 34 1
79 11 34 1
80 87 90 1
81 98 90 1
82 3 17 1
83 62 14 1
84 98 65 1
85 13 36 1
86 30 57 1
87 29 1 1
88 16 58 1
89 63 58 1
90 21 73 1
91 59 73 1
92 6 8 1
93 16 4 1
94 89 73 1
95 26 96 1
96 45 84 1
97 87 32 1
98 85 81 1
99 4 72 1
100 50 47 1
101 83 60 1
102 69 48 1
103 80 44 1
104 92 58 1
105 91 56 1
106 59 63 1
107 82 18 1
108 45 48 1
109 42 29 1
110 9 62 1
111 15 48 1
112 26 25 1
113 48 23 1
114 43 75 1
115 31 78 1
116 37 30 1
117 46 71 1
118 11 95 1
119 76 84 1
120 64 82 1
121 73 69 1
122 81 72 1
123 82 9 1
124 32 26 1
125 80 41 1
126 22 9 1
127 99 60 1
128 86 25 1
129 85 44 1
130 20 10 1
131 87 73 1
132 86 58 1
133 70 22 1
134 44 56 1
10019 70 16 0
135 72 26 1
136 38 86 1
137 79 33 1
138 10 99 1
139 2 51 1
140 70 23 1
141 90 9 1
142 96 37 1
143 25 93 1
144 83 62 1
145 28 85 1
146 46 26 1
147 14 87 1
148 77 86 1
149 9 94 1
150 33 16 1
151 24 20 1
152 43 54 1
153 69 50 1
154 90 75 1
155 6 39 1
156 75 31 1
157 33 8 1
158 37 2 1
159 79 41 1
160 43 11 1
161 45 17 1
162 11 3 1
163 98 70 1
164 35 97 1
165 33 84 1
166 69 90 1
167 39 34 1
168 28 79 1
169 45 97 1
170 4 17 1
171 43 5 1
172 41 96 1
173 55 47 1
174 48 32 1
175 100 71 1
176 81 40 1
177 64 22 1
178 45 97 1
10026 92 33 0
179 39 4 1
180 40 83 1
181 10 5 1
182 61 32 1
183 74 4 1
184 91 80 1
185 21 84 1
186 43 35 1
187 84 40 1
188 20 21 1
189 42 73 1
10010 15 29 0
190 17 5 1
191 98 62 1
192 86 3 1
193 59 33 1
194 84 81 1
195 72 31 1
196 55 81 1
197 28 83 1
198 99 68 1
199 29 95 1
200 5 99 1
201 98 20 1
202 34 59 1
203 69 42 1
204 3 75 1
205 41 95 1
206 25 46 1
207 23 46 1
208 44 2 1
209 47 53 1
210 92 99 1
211 86 21 1
212 49 4 1
213 36 55 1
214 56 16 1
215 33 91 1
216 7 13 1
217 5 17 1
218 2 65 1
219 8 1 1
220 24 65 1
221 82 22 1
222 8 42 1
223 15 68 1
224 14 43 1
225 87 32 1
226 8 85 1
227 80 62 1
10065 12 89 0
228 31 86 1
229 79 93 1
230 97 44 1
231 12 37 1
232 23 46 1
233 15 31 1
234 86 40 1
235 82 17 1
236 20 76 1
237 15 29 1
10016 50 91 0
238 77 10 1
239 62 60 1
240 36 6 1
241 68 2 1
242 75 1 1
243 38 72 1
244 39 9 1
245 82 10 1
246 57 20 1
10088 16 58 0
10078 66 34 0
247 73 38 1
248 46 100 1
249 7 56 1
10106 59 63 0
250 57 38 1
251 27 66 1
252 73 1 1
253 70 36 1
254 80 43 1
255 57 82 1
256 97 41 1
257 72 7 1
258 89 92 1
259 10 94 1
260 18 52 1
261 2 43 1
262 62 73 1
263 85 58 1
264 88 81 1
265 59 92 1
266 96 78 1
267 78 89 1
268 66 69 1
269 99 82 1
270 9 86 1
271 20 56 1
272 96 34 1
273 35 65 1
274 68 40 1
275 82 53 1
10137 79 33 0
276 57 17 1
277 36 1 1
278 52 38 1
279 79 88 1
280 92 52 1
281 53 77 1
282 49 50 1
283 29 31 1
284 48 57 1
285 9 1 1
286 31 26 1
287 23 26 1
288 86 78 1
289 9 90 1
10081 98 90 0
290 4 60 1
10086 30 57 0
291 9 25 1
10093 16 4 0
10029 16 27 0
292 82 74 1
293 25 71 1
294 87 17 1
295 79 26 1
296 53 20 1
297 96 90 1
298 3 71 1
299 2 11 1
300 82 80 1
10062 31 17 0
301 35 60 1
10046 14 98 0
302 66 57 1
303 89 84 1
10118 11 95 0
304 21 37 1
305 6 59 1
306 46 53 1
307 12 76 1
308 59 38 1
309 21 18 1
310 25 61 1
311 52 7 1
312 89 82 1
313 31 74 1
314 82 19 1
315 78 54 1
316 45 42 1
317 2 42 1
10174 48 32 0
318 19 73 1
319 32 76 1
320 85 56 1
10050 54 24 0
321 75 27 1
322 57 83 1
323 10 45 1
324 45 44 1
325 41 63 1
326 27 12 1
327 14 55 1
328 52 54 1
10205 41 95 0
329 87 20 1
330 27 75 1
331 52 5 1
332 67 47 1
10032 29 36 0
333 88 57 1
334 96 81 1
335 42 54 1
10217 5 17 0
336 72 31 1
337 54 4 1
338 17 84 1
10011 20 49 0
339 81 85 1
340 33 93 1
10072 81 75 0
341 19 78 1
342 25 55 1
343 93 5 1
10185 21 84 0
344 89 85 1
10163 98 70 0
345 66 57 1
346 7 89 1
347 52 62 1
348 77 43 1
349 36 3 1
350 18 79 1
351 91 9 1
352 95 35 1
353 84 74 1
354 37 8 1
355 48 77 1
356 79 56 1
357 20 41 1
358 56 78 1
359 15 75 1
10189 42 73 0
360 90 83 1
361 40 5 1
10164 35 97 0
10178 45 97 0
362 4 16 1
363 34 3 1
10090 21 73 0
364 75 82 1
365 93 44 1
366 55 66 1
367 74 75 1
368 53 59 1
369 27 69 1
370 70 85 1
371 4 99 1
372 61 37 1
373 75 97 1
374 14 78 1
375 53 29 1
376 78 48 1
10041 31 14 0
10043 4 32 0
377 78 90 1
378 27 72 1
379 78 27 1
380 46 61 1
381 57 9 1
382 24 25 1
383 4 53 1
384 55 8 1
385 3 31 1
386 71 93 1
387 88 2 1
388 54 63 1
389 86 55 1
10172 41 96 0
390 75 46 1
391 34 91 1
10027 45 5 0
392 99 97 1
393 78 73 1
394 55 24 1
395 48 30 1
396 98 54 1
397 35 58 1
398 18 42 1
399 52 90 1
10052 92 87 0
400 83 8 1
401 42 76 1
402 6 22 1
403 58 6 1
404 12 57 1
405 43 31 1
406 8 56 1
407 37 54 1
408 75 26 1
409 41 51 1
410 54 33 1
411 24 21 1
412 75 4 1
413 93 51 1
414 89 40 1
415 54 49 1
416 61 9 1
417 98 47 1
418 29 74 1
419 34 55 1
420 68 17 1
10099 4 72 0
421 79 1 1
422 70 68 1
423 8 40 1
424 92 26 1
425 45 65 1
426 39 61 1
427 84 47 1
10002 40 15 0
428 87 24 1
429 76 95 1
10268 66 69 0
430 60 25 1
431 47 2 1
10044 43 73 0
432 4 80 1
433 98 76 1
434 78 93 1
435 37 35 1
436 15 43 1
437 31 1 1
438 40 28 1
10161 45 17 0
439 41 38 1
440 100 99 1
441 66 100 1
442 35 94 1
10092 6 8 0
10112 26 25 0
443 16 68 1
10128 86 25 0
444 43 47 1
445 21 70 1
10306 46 53 0
446 40 19 1
447 49 22 1
448 95 5 1
449 91 26 1
450 2 55 1
451 87 24 1
452 3 37 1
453 100 14 1
454 79 34 1
455 14 8 1
456 97 4 1
457 26 85 1
458 23 62 1
459 29 100 1
10229 79 93 0
460 28 45 1
10298 3 71 0
461 44 57 1
462 5 60 1
463 68 89 1
10115 31 78 0
464 56 92 1
10215 33 91 0
465 8 100 1
466 83 9 1
467 7 48 1
468 100 96 1
469 99 40 1
470 14 22 1
471 81 100 1
10058 40 88 0
10159 79 41 0
472 72 20 1
473 58 88 1
474 12 11 1
475 99 32 1
476 68 78 1
10325 41 63 0
477 64 3 1
478 26 18 1
479 5 91 1
480 64 79 1
481 91 43 1
482 58 93 1
483 59 100 1
484 7 35 1
485 5 32 1
486 35 24 1
487 89 5 1
488 29 77 1
10210 92 99 0
10344 89 85 0
489 4 53 1
10074 89 47 0
490 3 36 1
491 20 66 1
492 40 84 1
493 23 63 1
494 46 39 1
495 4 47 1
496 90 92 1
10235 82 17 0
10151 24 20 0
497 5 52 1
498 35 47 1
499 93 80 1
500 3 18 1
501 66 34 1
502 2 70 1
503 56 80 1
504 23 77 1
505 32 26 1
506 28 87 1
10347 52 62 0
507 65 51 1
508 48 10 1
509 35 20 1
10109 42 29 0
