Load: 3 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 99 95 1
2 9 97 1
3 17 84 1
4 6 98 1
5 68 57 1
6 52 18 1
7 66 69 1
8 40 74 1
9 88 78 1
10 15 95 1
11 84 73 1
12 14 96 1
13 81 98 1
14 89 23 1
15 34 19 1
16 80 20 1
17 83 28 1
18 5 89 1
19 95 52 1
20 15 85 1
21 70 15 1
22 9 18 1
23 33 51 1
24 13 50 1
25 46 52 1
26 80 49 1
27 63 8 1
28 37 48 1
29 20 56 1
30 56 93 1
31 67 97 1
32 29 85 1
33 19 51 1
34 88 35 1
35 9 63 1
36 55 63 1
37 30 77 1
38 89 15 1
39 81 11 1
40 44 96 1
41 18 63 1
42 55 98 1
43 27 11 1
44 39 91 1
45 13 88 1
46 34 63 1
47 61 5 1
48 97 16 1
49 48 34 1
50 12 80 1
51 41 66 1
52 77 20 1
53 41 2 1
54 37 2 1
55 98 79 1
56 20 28 1
57 48 87 1
58 20 79 1
59 18 48 1
60 41 52 1
61 93 74 1
62 53 65 1
63 7 80 1
64 55 60 1
65 51 55 1
10010 15 95 0
66 25 72 1
67 84 34 1
68 83 51 1
69 42 11 1
70 24 10 1
71 67 2 1
72 60 25 1
73 52 17 1
74 62 99 1
75 96 32 1
76 84 61 1
77 96 22 1
78 17 27 1
79 90 20 1
80 7 60 1
81 21 51 1
82 11 61 1
83 24 60 1
84 21 61 1
10022 9 18 0
85 92 27 1
86 71 20 1
87 85 5 1
88 85 1 1
89 33 64 1
90 21 2 1
91 44 41 1
92 47 52 1
93 30 82 1
94 41 49 1
95 76 74 1
96 76 45 1
97 56 31 1
98 67 5 1
99 66 68 1
100 2 80 1
101 43 9 1
102 97 37 1
103 84 43 1
104 60 33 1
105 20 16 1
106 91 16 1
107 69 94 1
108 49 86 1
10037 30 77 0
109 70 16 1
10031 67 97 0
110 37 69 1
111 6 33 1
112 48 91 1
113 38 42 1
114 64 33 1
115 13 11 1
116 52 95 1
117 28 81 1
118 40 65 1
119 69 26 1
120 17 77 1
121 22 40 1
122 69 82 1
123 41 99 1
124 75 22 1
125 41 16 1
126 99 83 1
127 78 17 1
10050 12 80 0
128 48 42 1
129 47 40 1
130 98 83 1
131 97 23 1
132 10 31 1
133 19 10 1
134 52 95 1
10088 85 1 0
10046 34 63 0
135 18 73 1
10028 37 48 0
10054 37 2 0
136 59 73 1
137 98 32 1
10072 60 25 0
138 25 6 1
139 49 68 1
140 5 39 1
141 63 11 1
10081 21 51 0
142 90 20 1
143 30 85 1
144 60 14 1
145 4 59 1
146 76 68 1
147 44 99 1
148 13 48 1
149 60 6 1
150 40 95 1
151 52 98 1
152 56 39 1
153 2 69 1
154 81 6 1
10102 97 37 0
155 92 59 1
156 4 74 1
157 10 12 1
158 6 12 1
10011 84 73 0
159 2 17 1
10021 70 15 0
160 3 32 1
161 57 36 1
162 15 1 1
163 100 83 1
164 59 47 1
165 83 27 1
166 66 9 1
167 1 34 1
10055 98 79 0
168 11 24 1
169 6 55 1
10091 44 41 0
170 35 41 1
171 12 30 1
172 32 33 1
173 86 68 1
174 51 46 1
175 18 22 1
176 20 71 1
10014 89 23 0
10074 62 99 0
177 95 34 1
178 85 99 1
10075 96 32 0
10085 92 27 0
179 50 7 1
180 71 17 1
10020 15 85 0
10012 14 96 0
181 30 80 1
182 51 47 1
183 44 59 1
184 91 88 1
185 24 85 1
186 22 91 1
10004 6 98 0
187 19 95 1
188 68 93 1
10079 90 20 0
10087 85 5 0
189 96 98 1
190 2 99 1
191 58 32 1
192 19 48 1
193 81 5 1
194 11 32 1
195 2 3 1
196 8 80 1
197 8 74 1
198 9 62 1
199 61 83 1
200 8 80 1
