Load: 8 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 2 50 1
2 41 22 1
3 30 15 1
4 46 16 1
5 36 53 1
6 44 28 1
7 13 40 1
8 41 86 1
9 95 7 1
10 22 92 1
11 83 31 1
12 19 12 1
13 63 29 1
14 89 90 1
15 43 33 1
16 93 32 1
17 30 83 1
18 78 22 1
19 52 3 1
20 2 79 1
21 71 9 1
22 72 87 1
23 30 66 1
24 29 25 1
25 16 76 1
26 25 37 1
27 33 34 1
28 34 14 1
29 5 80 1
30 98 4 1
31 4 82 1
32 68 18 1
33 49 53 1
34 91 66 1
35 8 36 1
36 42 93 1
37 42 94 1
38 1 42 1
39 75 82 1
40 93 65 1
41 55 45 1
42 6 32 1
43 16 33 1
44 9 37 1
45 68 72 1
46 85 78 1
47 28 5 1
48 94 86 1
49 76 27 1
50 93 55 1
51 40 91 1
52 15 76 1
53 53 8 1
54 36 96 1
55 44 97 1
56 53 18 1
57 85 84 1
58 5 4 1
59 42 17 1
60 23 58 1
61 26 19 1
62 26 68 1
63 47 86 1
64 19 35 1
65 9 49 1
66 53 84 1
67 37 2 1
68 61 24 1
69 30 59 1
70 56 48 1
71 9 39 1
72 48 27 1
73 61 48 1
74 55 65 1
75 14 56 1
76 85 5 1
77 45 25 1
78 98 39 1
79 84 10 1
80 18 44 1
81 69 45 1
82 76 57 1
83 17 44 1
84 69 37 1
85 6 56 1
86 57 7 1
87 2 32 1
88 94 84 1
89 13 62 1
90 68 59 1
91 56 81 1
92 93 60 1
93 14 80 1
94 77 79 1
95 30 10 1
96 27 97 1
97 24 69 1
98 26 87 1
99 7 66 1
100 96 93 1
101 49 1 1
102 43 96 1
103 14 58 1
104 78 63 1
105 36 42 1
106 34 46 1
107 100 4 1
108 73 68 1
109 46 11 1
110 58 69 1
111 77 66 1
112 7 32 1
113 62 35 1
114 4 41 1
115 30 28 1
116 64 44 1
117 24 96 1
118 90 59 1
119 22 58 1
120 96 72 1
121 100 86 1
122 85 15 1
123 89 34 1
124 92 22 1
125 44 6 1
126 44 15 1
127 91 6 1
128 82 67 1
129 22 92 1
130 33 99 1
131 45 20 1
132 54 31 1
133 98 27 1
134 100 95 1
135 88 21 1
136 37 44 1
137 55 84 1
138 37 69 1
139 75 16 1
140 10 7 1
141 15 31 1
142 92 26 1
143 14 21 1
144 32 93 1
145 84 31 1
146 100 64 1
147 41 38 1
148 98 53 1
149 43 97 1
150 58 41 1
151 93 41 1
152 20 16 1
153 24 69 1
154 6 35 1
155 12 76 1
156 74 79 1
157 35 43 1
158 9 18 1
159 22 12 1
160 13 3 1
161 42 46 1
162 87 29 1
163 11 93 1
164 43 86 1
165 58 12 1
166 51 26 1
167 95 39 1
168 56 76 1
169 80 47 1
170 39 14 1
171 73 76 1
172 24 11 1
173 12 74 1
174 79 61 1
175 42 29 1
176 19 36 1
177 84 34 1
178 44 38 1
179 60 19 1
180 90 39 1
181 57 47 1
182 25 68 1
183 66 96 1
184 44 61 1
185 11 94 1
186 61 92 1
187 17 72 1
188 42 20 1
189 95 14 1
190 18 47 1
191 80 39 1
192 100 29 1
193 18 41 1
194 52 65 1
195 94 53 1
196 81 1 1
197 22 98 1
198 3 49 1
199 20 77 1
200 24 48 1
201 22 21 1
202 95 16 1
203 86 36 1
204 65 15 1
205 50 52 1
206 80 18 1
207 29 25 1
208 25 79 1
209 19 58 1
210 10 12 1
211 8 34 1
212 39 38 1
213 9 13 1
214 45 15 1
215 11 42 1
216 59 40 1
217 33 39 1
218 64 1 1
219 43 39 1
220 49 83 1
221 71 86 1
222 15 38 1
223 15 51 1
224 25 39 1
225 18 59 1
226 21 65 1
227 14 13 1
228 44 29 1
10070 56 48 0
229 16 32 1
230 2 29 1
231 9 7 1
232 85 75 1
233 93 84 1
234 62 77 1
235 80 99 1
236 84 44 1
237 94 28 1
238 100 79 1
239 53 54 1
240 15 54 1
241 41 7 1
242 26 15 1
243 100 97 1
244 5 27 1
245 17 9 1
246 94 58 1
247 18 22 1
248 47 26 1
249 18 100 1
250 27 12 1
251 68 58 1
252 7 65 1
253 45 87 1
254 31 55 1
255 6 23 1
256 20 70 1
257 20 23 1
258 18 40 1
259 11 10 1
260 49 63 1
261 59 44 1
10116 64 44 0
262 83 1 1
263 9 22 1
264 93 72 1
265 39 77 1
266 33 65 1
267 50 44 1
268 7 61 1
269 16 71 1
270 82 84 1
271 20 10 1
272 59 29 1
10054 36 96 0
273 64 34 1
274 75 86 1
275 4 86 1
276 21 28 1
277 49 9 1
10069 30 59 0
278 90 5 1
279 85 68 1
10126 44 15 0
280 87 95 1
10060 23 58 0
281 23 10 1
282 28 60 1
283 73 56 1
284 12 50 1
285 54 36 1
286 68 99 1
287 73 47 1
288 70 14 1
10001 2 50 0
289 56 72 1
290 81 70 1
291 76 40 1
292 55 5 1
293 86 20 1
294 24 41 1
295 42 10 1
296 9 8 1
297 56 92 1
298 70 59 1
299 29 9 1
300 15 8 1
301 65 93 1
10012 19 12 0
10163 11 93 0
302 25 20 1
303 81 49 1
304 82 67 1
305 93 94 1
306 26 73 1
307 40 55 1
308 13 86 1
309 74 40 1
310 5 23 1
311 82 31 1
10109 46 11 0
312 50 36 1
10127 91 6 0
313 19 100 1
314 35 11 1
315 50 39 1
316 61 47 1
10067 37 2 0
317 19 15 1
318 50 40 1
319 36 73 1
320 49 65 1
321 94 75 1
10170 39 14 0
322 22 7 1
10044 9 37 0
323 76 98 1
10149 43 97 0
324 72 99 1
325 47 72 1
326 37 86 1
327 43 87 1
328 2 94 1
329 86 25 1
330 97 91 1
331 42 92 1
332 22 78 1
333 2 62 1
334 56 2 1
335 57 78 1
336 62 29 1
337 69 54 1
338 64 99 1
339 84 8 1
340 88 2 1
10049 76 27 0
341 39 81 1
342 55 45 1
343 38 24 1
344 39 12 1
345 46 52 1
346 27 15 1
347 71 69 1
348 11 31 1
349 54 74 1
10030 98 4 0
350 59 43 1
351 29 85 1
352 80 51 1
10028 34 14 0
353 37 27 1
354 33 64 1
355 93 56 1
356 86 39 1
357 38 46 1
358 28 29 1
359 46 68 1
360 12 26 1
361 70 94 1
362 18 10 1
363 75 79 1
364 71 84 1
365 72 39 1
366 93 56 1
10208 25 79 0
10007 13 40 0
367 42 9 1
368 28 63 1
369 39 36 1
370 99 68 1
371 64 95 1
372 53 32 1
10125 44 6 0
10035 8 36 0
373 2 52 1
374 64 55 1
375 89 80 1
10245 17 9 0
10187 17 72 0
10223 15 51 0
376 26 89 1
10153 24 69 0
377 97 65 1
378 2 23 1
379 41 43 1
380 93 47 1
381 62 82 1
382 85 76 1
383 94 65 1
384 84 3 1
385 6 92 1
386 96 2 1
10210 10 12 0
387 94 15 1
388 87 67 1
389 19 23 1
390 49 79 1
391 23 65 1
10182 25 68 0
392 67 39 1
393 85 12 1
394 62 1 1
395 97 100 1
396 45 83 1
10233 93 84 0
10111 77 66 0
397 89 97 1
398 84 74 1
10062 26 68 0
399 5 23 1
400 91 18 1
401 24 56 1
10096 27 97 0
402 48 2 1
403 42 40 1
404 86 54 1
405 19 60 1
406 78 19 1
407 92 97 1
408 43 87 1
409 61 48 1
410 78 69 1
411 2 7 1
412 43 80 1
10211 8 34 0
10029 5 80 0
413 17 97 1
414 95 100 1
415 23 5 1
416 4 88 1
417 5 90 1
418 37 44 1
419 3 32 1
420 62 11 1
10181 57 47 0
421 46 4 1
422 84 56 1
423 31 21 1
424 91 27 1
425 24 32 1
426 72 59 1
427 75 26 1
428 76 71 1
429 52 100 1
430 60 34 1
431 76 92 1
432 34 25 1
10124 92 22 0
433 69 83 1
434 89 18 1
10291 76 40 0
10246 94 58 0
435 25 18 1
436 92 9 1
10252 7 65 0
437 54 28 1
10083 17 44 0
438 22 58 1
439 91 35 1
440 76 100 1
441 99 52 1
442 7 45 1
443 45 42 1
444 48 26 1
445 69 99 1
446 9 23 1
447 97 4 1
448 97 86 1
449 13 39 1
450 35 33 1
451 45 80 1
452 53 89 1
453 59 23 1
454 40 30 1
455 3 20 1
456 21 8 1
457 71 79 1
458 30 37 1
459 81 13 1
460 54 89 1
10305 93 94 0
461 60 28 1
462 99 88 1
463 58 75 1
464 93 83 1
465 76 95 1
466 16 88 1
467 21 97 1
468 96 48 1
10102 43 96 0
10086 57 7 0
469 16 89 1
470 4 88 1
471 100 47 1
472 9 83 1
473 58 61 1
474 97 12 1
475 36 1 1
476 68 17 1
477 46 15 1
478 39 59 1
479 37 2 1
480 94 61 1
481 94 18 1
10173 12 74 0
482 70 36 1
483 84 7 1
484 21 95 1
485 74 86 1
486 74 2 1
487 41 73 1
488 78 56 1
489 64 8 1
490 18 28 1
491 83 51 1
492 34 44 1
493 85 28 1
10322 22 7 0
494 61 66 1
495 2 22 1
496 90 52 1
497 5 80 1
498 85 97 1
499 70 96 1
500 12 44 1
501 90 7 1
502 14 86 1
503 2 92 1
504 89 97 1
505 15 58 1
10176 19 36 0
506 79 37 1
507 39 88 1
10039 75 82 0
508 71 55 1
509 28 78 1
510 91 17 1
511 86 100 1
512 79 86 1
513 85 77 1
514 6 34 1
10347 71 69 0
515 52 10 1
516 57 91 1
517 49 71 1
518 61 59 1
10258 18 40 0
519 80 41 1
10091 56 81 0
520 99 14 1
521 12 24 1
10045 68 72 0
522 57 16 1
523 51 43 1
524 51 76 1
525 78 66 1
526 33 82 1
527 89 82 1
528 63 92 1
529 55 48 1
530 52 39 1
531 65 9 1
532 22 81 1
533 91 94 1
534 79 34 1
535 19 72 1
536 33 63 1
537 74 21 1
538 93 11 1
539 88 26 1
540 65 72 1
10356 86 39 0
10235 80 99 0
541 53 67 1
542 42 12 1
543 37 5 1
544 69 32 1
545 29 38 1
546 4 5 1
10224 25 39 0
10193 18 41 0
547 7 77 1
548 26 92 1
10137 55 84 0
549 20 10 1
550 97 14 1
551 22 97 1
552 71 76 1
10334 56 2 0
