Load: 1 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 17 86 1
2 20 35 1
3 70 57 1
4 85 75 1
5 81 2 1
6 3 26 1
7 13 30 1
8 11 83 1
9 20 65 1
10 14 8 1
11 53 36 1
12 88 8 1
13 45 20 1
14 22 64 1
15 19 57 1
16 80 74 1
17 74 75 1
18 33 53 1
19 4 2 1
20 77 84 1
21 30 88 1
22 97 75 1
23 38 20 1
24 95 84 1
25 37 6 1
26 85 53 1
27 6 54 1
28 54 1 1
29 63 65 1
30 24 31 1
31 28 15 1
32 50 42 1
33 89 22 1
34 50 62 1
10003 70 57 0
35 82 28 1
36 53 58 1
37 20 76 1
38 87 94 1
39 38 3 1
40 43 59 1
10009 20 65 0
41 73 36 1
42 11 78 1
43 54 43 1
44 49 29 1
45 88 97 1
46 52 59 1
47 75 69 1
48 64 10 1
49 55 89 1
10020 77 84 0
50 15 78 1
51 91 70 1
52 42 10 1
53 33 38 1
54 44 50 1
55 28 86 1
56 94 6 1
57 66 52 1
10015 19 57 0
58 88 42 1
59 19 56 1
60 82 43 1
61 100 12 1
62 57 43 1
63 78 67 1
64 93 38 1
65 88 100 1
66 90 15 1
67 85 68 1
10011 53 36 0
10013 45 20 0
68 27 46 1
69 30 51 1
70 17 55 1
71 7 6 1
72 71 9 1
73 62 2 1
74 23 71 1
10040 43 59 0
10038 87 94 0
75 51 34 1
76 40 34 1
77 18 51 1
78 47 80 1
79 15 69 1
80 5 22 1
81 16 22 1
82 19 45 1
10033 89 22 0
10063 78 67 0
10022 97 75 0
10045 88 97 0
10026 85 53 0
10024 95 84 0
83 30 73 1
84 20 33 1
85 5 64 1
86 38 12 1
87 38 34 1
88 23 43 1
10002 20 35 0
89 64 70 1
90 8 53 1
10006 3 26 0
10046 52 59 0
91 17 80 1
92 4 2 1
93 23 30 1
94 35 12 1
10060 82 43 0
95 65 83 1
10081 16 22 0
96 21 32 1
97 59 41 1
98 87 46 1
99 67 44 1
100 32 30 1
101 98 85 1
102 24 97 1
103 77 53 1
10052 42 10 0
104 95 87 1
105 60 5 1
106 14 41 1
107 48 65 1
108 10 32 1
10017 74 75 0
109 88 46 1
10073 62 2 0
110 5 50 1
10065 88 100 0
10066 90 15 0
111 64 78 1
112 53 34 1
113 43 100 1
114 99 11 1
115 25 32 1
10090 8 53 0
116 11 47 1
117 66 46 1
118 29 19 1
10027 6 54 0
119 43 100 1
10076 40 34 0
120 49 75 1
121 18 22 1
122 22 76 1
10018 33 53 0
123 30 89 1
124 98 11 1
10044 49 29 0
125 37 74 1
10104 95 87 0
126 31 96 1
127 84 61 1
128 59 62 1
129 14 22 1
130 51 12 1
131 37 5 1
10107 48 65 0
10097 59 41 0
10071 7 6 0
132 40 2 1
133 19 28 1
134 91 13 1
10014 22 64 0
10004 85 75 0
10058 88 42 0
135 24 77 1
136 1 72 1
10061 100 12 0
10112 53 34 0
10115 25 32 0
10092 4 2 0
137 3 28 1
138 40 54 1
10089 64 70 0
139 86 88 1
10007 13 30 0
140 14 60 1
141 37 23 1
142 79 34 1
143 31 8 1
144 67 78 1
145 49 51 1
10110 5 50 0
10119 43 100 0
146 76 34 1
147 90 49 1
10102 24 97 0
148 18 53 1
10133 19 28 0
10132 40 2 0
10053 33 38 0
149 39 86 1
150 53 11 1
10137 3 28 0
151 44 79 1
152 18 98 1
153 44 4 1
10080 5 22 0
10042 11 78 0
10085 5 64 0
154 87 58 1
155 78 61 1
10096 21 32 0
156 23 4 1
157 95 45 1
158 80 93 1
159 20 10 1
10118 29 19 0
160 95 71 1
161 64 33 1
162 85 65 1
10034 50 62 0
10134 91 13 0
10116 11 47 0
10131 37 5 0
163 73 25 1
10050 15 78 0
10093 23 30 0
164 40 38 1
10086 38 12 0
165 26 75 1
166 27 8 1
167 11 30 1
168 97 86 1
169 64 43 1
170 28 2 1
10130 51 12 0
171 32 34 1
172 92 15 1
10160 95 71 0
173 70 73 1
174 68 27 1
10074 23 71 0
10025 37 6 0
175 62 50 1
176 76 87 1
10047 75 69 0
10091 17 80 0
177 87 57 1
10078 47 80 0
178 8 37 1
179 16 52 1
10010 14 8 0
10077 18 51 0
180 71 88 1
10151 44 79 0
10057 66 52 0
181 32 48 1
10152 18 98 0
182 9 31 1
183 73 20 1
184 42 40 1
10162 85 65 0
185 83 19 1
186 1 14 1
187 48 75 1
188 55 85 1
189 60 88 1
190 77 53 1
10172 92 15 0
10035 82 28 0
10146 76 34 0
191 56 97 1
10032 50 42 0
192 97 8 1
193 84 23 1
10062 57 43 0
194 52 46 1
195 76 19 1
196 13 58 1
197 82 25 1
10128 59 62 0
198 72 73 1
199 42 74 1
200 71 35 1
201 34 37 1
202 40 16 1
203 40 87 1
10163 73 25 0
10001 17 86 0
204 88 61 1
10156 23 4 0
205 42 34 1
10099 67 44 0
206 89 6 1
207 56 46 1
208 49 2 1
209 42 74 1
210 2 66 1
211 33 45 1
212 91 3 1
10041 73 36 0
10070 17 55 0
213 65 5 1
214 77 84 1
215 36 74 1
216 86 61 1
10166 27 8 0
217 35 95 1
218 47 80 1
10111 64 78 0
10193 84 23 0
10185 83 19 0
10170 28 2 0
10188 55 85 0
10159 20 10 0
10155 78 61 0
219 29 13 1
220 44 5 1
221 67 50 1
222 32 42 1
223 100 13 1
224 55 37 1
10037 20 76 0
225 29 15 1
