Load: 9 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 56 62 1
2 2 46 1
3 37 33 1
4 73 11 1
5 71 8 1
6 49 91 1
7 25 91 1
8 38 27 1
9 24 81 1
10 60 67 1
11 66 43 1
12 44 41 1
13 87 7 1
14 55 8 1
15 92 58 1
16 37 6 1
17 18 67 1
18 80 27 1
19 34 83 1
20 53 81 1
21 92 83 1
22 2 85 1
23 53 29 1
24 52 31 1
25 31 25 1
26 83 33 1
27 37 27 1
28 41 68 1
29 38 49 1
30 97 22 1
31 32 21 1
32 100 92 1
33 45 6 1
34 62 95 1
35 76 97 1
36 37 60 1
37 54 96 1
38 89 94 1
39 47 100 1
40 22 82 1
41 92 25 1
42 33 45 1
43 89 4 1
44 93 66 1
45 39 98 1
46 94 77 1
47 20 40 1
48 67 95 1
49 5 4 1
50 20 99 1
51 95 5 1
52 70 2 1
53 42 54 1
54 30 54 1
55 85 87 1
56 47 91 1
57 63 38 1
58 5 76 1
59 45 4 1
60 14 35 1
61 44 40 1
62 96 28 1
63 18 1 1
64 99 32 1
65 74 69 1
66 61 68 1
67 82 32 1
68 9 92 1
69 42 47 1
70 28 3 1
71 45 64 1
72 23 3 1
73 4 54 1
74 20 24 1
75 15 62 1
76 18 14 1
77 53 34 1
78 4 91 1
79 21 49 1
80 2 73 1
81 62 13 1
82 60 90 1
83 53 70 1
84 34 78 1
85 4 75 1
86 24 45 1
87 24 37 1
88 51 59 1
89 99 85 1
90 16 37 1
91 47 94 1
92 53 96 1
93 85 81 1
94 82 36 1
95 96 41 1
96 38 13 1
97 87 16 1
98 58 97 1
99 8 13 1
100 87 92 1
101 61 56 1
102 26 16 1
103 3 74 1
104 77 22 1
105 60 48 1
106 1 22 1
107 7 64 1
108 3 92 1
109 33 70 1
110 28 63 1
111 56 17 1
112 27 72 1
113 68 8 1
114 35 53 1
115 83 13 1
116 96 41 1
117 31 12 1
118 60 46 1
119 88 66 1
120 66 4 1
121 61 99 1
122 23 83 1
123 6 96 1
124 41 74 1
125 31 99 1
126 40 90 1
127 86 72 1
128 38 16 1
129 51 73 1
130 83 6 1
131 1 77 1
132 2 48 1
133 26 84 1
134 57 7 1
135 95 54 1
136 78 20 1
137 84 67 1
138 76 7 1
139 50 48 1
140 42 56 1
141 35 27 1
142 16 95 1
143 64 36 1
144 31 21 1
145 90 30 1
146 27 2 1
147 55 10 1
148 4 25 1
149 69 16 1
150 84 22 1
151 29 79 1
152 82 35 1
153 96 42 1
154 61 22 1
155 36 89 1
156 80 58 1
157 67 50 1
158 3 18 1
159 60 62 1
160 97 11 1
161 4 9 1
162 35 60 1
163 62 42 1
164 33 53 1
165 4 94 1
166 28 24 1
167 41 15 1
168 48 86 1
169 27 78 1
170 35 62 1
171 97 58 1
172 68 76 1
173 11 19 1
174 72 79 1
175 11 97 1
176 97 96 1
177 12 71 1
178 46 50 1
179 89 69 1
180 83 51 1
181 80 48 1
182 100 21 1
183 90 5 1
184 100 35 1
185 23 57 1
186 97 7 1
187 68 79 1
188 98 56 1
189 52 28 1
190 40 95 1
191 78 38 1
192 91 31 1
193 30 84 1
194 95 8 1
195 38 33 1
196 100 97 1
197 61 33 1
198 92 73 1
199 58 74 1
10019 34 83 0
200 3 87 1
201 28 100 1
202 12 9 1
203 32 33 1
204 95 19 1
205 84 30 1
206 48 100 1
207 92 28 1
208 88 40 1
209 42 71 1
210 3 59 1
211 87 77 1
212 27 58 1
213 52 91 1
214 14 66 1
215 39 13 1
216 39 28 1
217 37 40 1
218 30 63 1
219 63 15 1
220 73 82 1
221 74 42 1
222 83 88 1
223 17 70 1
224 35 14 1
225 37 73 1
226 84 83 1
227 41 85 1
228 69 60 1
229 90 10 1
230 9 69 1
231 29 90 1
232 19 100 1
233 50 95 1
234 7 37 1
235 36 58 1
236 58 37 1
237 43 47 1
238 72 21 1
239 11 83 1
240 27 3 1
241 23 53 1
242 36 64 1
243 3 54 1
244 51 32 1
245 20 46 1
246 40 93 1
247 28 1 1
248 20 92 1
249 90 88 1
250 40 6 1
251 24 74 1
252 69 33 1
253 28 9 1
254 14 38 1
255 95 67 1
256 95 96 1
257 60 20 1
258 6 35 1
10085 4 75 0
259 90 94 1
260 43 46 1
261 42 71 1
262 51 99 1
263 99 26 1
264 27 89 1
265 5 51 1
266 4 24 1
267 52 2 1
268 29 68 1
269 70 53 1
270 11 94 1
271 22 19 1
272 6 66 1
273 98 23 1
274 10 90 1
275 52 69 1
276 46 85 1
277 41 75 1
278 51 16 1
279 11 93 1
280 51 83 1
281 25 78 1
282 35 39 1
283 99 34 1
284 97 63 1
285 37 23 1
286 14 47 1
287 46 86 1
288 78 65 1
289 18 71 1
290 83 71 1
291 28 2 1
292 88 67 1
293 27 59 1
294 17 41 1
295 56 81 1
296 80 32 1
297 31 11 1
298 88 63 1
299 22 65 1
300 52 53 1
301 71 64 1
302 33 20 1
303 47 43 1
304 30 55 1
305 97 80 1
306 86 81 1
307 81 67 1
308 40 11 1
309 5 97 1
10022 2 85 0
310 17 41 1
311 36 88 1
312 89 25 1
313 56 92 1
314 46 95 1
315 90 25 1
316 13 8 1
317 43 40 1
318 75 55 1
319 9 84 1
320 32 22 1
321 1 33 1
322 42 69 1
323 61 7 1
324 34 9 1
325 97 99 1
326 78 40 1
327 7 25 1
328 11 58 1
329 49 42 1
330 61 18 1
331 2 36 1
332 99 45 1
333 31 81 1
334 2 83 1
335 79 76 1
336 22 76 1
10047 20 40 0
337 83 53 1
338 1 42 1
339 39 83 1
340 5 92 1
10151 29 79 0
341 51 30 1
342 10 6 1
343 28 67 1
344 17 26 1
345 58 49 1
10030 97 22 0
10108 3 92 0
346 51 98 1
347 52 36 1
348 93 7 1
349 6 49 1
350 89 9 1
351 80 43 1
352 72 31 1
353 99 84 1
