Load: 1 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 9 81 1
2 32 67 1
3 89 99 1
4 78 38 1
5 16 81 1
6 92 40 1
7 92 85 1
8 18 76 1
9 79 39 1
10 26 100 1
11 20 32 1
12 27 73 1
13 45 73 1
14 2 66 1
15 76 47 1
16 28 45 1
17 54 10 1
18 22 95 1
19 18 83 1
20 90 43 1
21 92 71 1
10007 92 85 0
10002 32 67 0
22 74 33 1
23 46 44 1
24 82 29 1
25 68 83 1
10013 45 73 0
26 16 21 1
27 48 72 1
28 2 72 1
29 12 40 1
30 71 29 1
31 7 55 1
32 78 81 1
33 42 60 1
34 6 81 1
35 45 70 1
36 8 47 1
10015 76 47 0
37 11 15 1
38 10 32 1
39 2 41 1
40 95 44 1
41 29 8 1
42 38 31 1
10017 54 10 0
43 17 93 1
44 23 90 1
45 97 75 1
46 60 45 1
47 64 35 1
48 94 82 1
49 5 64 1
10008 18 76 0
50 71 3 1
51 4 71 1
52 71 75 1
10005 16 81 0
53 71 40 1
54 100 31 1
55 36 68 1
10023 46 44 0
56 58 27 1
10021 92 71 0
57 13 2 1
58 72 94 1
59 62 19 1
60 80 79 1
61 59 75 1
62 26 61 1
63 2 92 1
64 71 63 1
65 17 85 1
66 6 8 1
67 7 16 1
68 58 47 1
69 12 29 1
70 38 35 1
71 43 59 1
72 93 36 1
10014 2 66 0
73 29 51 1
74 91 23 1
10055 36 68 0
10043 17 93 0
10012 27 73 0
75 67 90 1
76 78 92 1
77 84 100 1
78 6 33 1
79 92 52 1
80 12 39 1
10029 12 40 0
81 61 7 1
10019 18 83 0
82 88 36 1
83 55 11 1
84 31 9 1
85 41 54 1
10031 7 55 0
86 79 26 1
87 71 32 1
10065 17 85 0
10056 58 27 0
88 36 91 1
10016 28 45 0
89 44 87 1
90 71 36 1
10062 26 61 0
91 59 26 1
92 92 59 1
93 35 70 1
94 15 2 1
95 88 86 1
96 29 80 1
97 44 46 1
98 98 99 1
10026 16 21 0
99 91 85 1
100 42 26 1
101 47 69 1
102 62 36 1
10022 74 33 0
103 22 94 1
104 90 55 1
105 94 78 1
10080 12 39 0
106 88 56 1
107 48 42 1
108 89 61 1
10036 8 47 0
109 4 92 1
110 94 50 1
10050 71 3 0
111 39 87 1
10095 88 86 0
112 42 63 1
113 71 66 1
114 39 82 1
115 33 41 1
116 30 16 1
117 11 99 1
10032 78 81 0
10004 78 38 0
118 87 55 1
119 83 3 1
120 21 9 1
121 3 78 1
122 66 15 1
10040 95 44 0
123 65 47 1
124 52 91 1
10092 92 59 0
125 28 10 1
10066 6 8 0
10048 94 82 0
126 74 37 1
10085 41 54 0
127 46 94 1
128 53 98 1
129 19 65 1
10053 71 40 0
130 73 99 1
131 99 78 1
132 31 20 1
133 88 16 1
134 35 30 1
135 72 7 1
10037 11 15 0
136 35 87 1
137 5 95 1
138 98 9 1
139 75 17 1
10111 39 87 0
10112 42 63 0
140 16 51 1
141 2 78 1
10067 7 16 0
10045 97 75 0
142 56 10 1
143 33 77 1
144 53 82 1
145 86 32 1
146 85 50 1
10126 74 37 0
147 96 72 1
10064 71 63 0
148 53 72 1
149 25 97 1
10096 29 80 0
150 50 74 1
151 77 97 1
10103 22 94 0
10038 10 32 0
152 32 56 1
153 43 77 1
10079 92 52 0
10074 91 23 0
154 1 63 1
155 33 79 1
156 1 5 1
10124 52 91 0
157 70 60 1
158 10 78 1
10130 73 99 0
159 67 57 1
10010 26 100 0
160 80 64 1
161 65 24 1
162 4 50 1
10101 47 69 0
163 20 94 1
10070 38 35 0
164 27 8 1
10106 88 56 0
10144 53 82 0
165 47 58 1
166 52 8 1
10120 21 9 0
167 35 65 1
168 1 62 1
10068 58 47 0
169 76 2 1
170 98 34 1
171 36 47 1
172 93 76 1
173 4 56 1
174 70 61 1
10077 84 100 0
10046 60 45 0
175 44 51 1
10098 98 99 0
10020 90 43 0
176 98 16 1
10149 25 97 0
177 1 85 1
178 74 66 1
179 22 89 1
10152 32 56 0
10099 91 85 0
180 19 74 1
181 33 88 1
10088 36 91 0
10049 5 64 0
182 27 20 1
183 57 53 1
184 24 61 1
185 73 29 1
10148 53 72 0
186 55 29 1
187 40 18 1
10073 29 51 0
188 23 71 1
189 7 49 1
190 75 97 1
191 59 82 1
192 13 6 1
193 78 46 1
194 54 55 1
195 36 95 1
196 67 12 1
197 28 42 1
198 74 95 1
199 40 33 1
200 8 95 1
10146 85 50 0
10172 93 76 0
201 85 74 1
10059 62 19 0
202 37 33 1
203 41 92 1
204 89 47 1
205 17 74 1
206 50 33 1
207 37 19 1
10086 79 26 0
208 17 57 1
209 66 68 1
10108 89 61 0
210 100 77 1
211 98 95 1
212 98 28 1
10044 23 90 0
10138 98 9 0
213 19 12 1
10167 35 65 0
214 30 55 1
215 12 20 1
216 96 78 1
217 66 82 1
10097 44 46 0
218 47 52 1
219 53 48 1
220 25 97 1
10179 22 89 0
221 18 67 1
10132 31 20 0
222 48 41 1
10141 2 78 0
223 36 50 1
224 75 49 1
10025 68 83 0
225 81 30 1
226 79 55 1
227 94 41 1
10121 3 78 0
10115 33 41 0
228 2 68 1
229 50 15 1
10035 45 70 0
10063 2 92 0
10161 65 24 0
10094 15 2 0
230 97 9 1
10069 12 29 0
231 36 18 1
10119 83 3 0
10150 50 74 0
10145 86 32 0
10001 9 81 0
232 79 97 1
233 27 67 1
10203 41 92 0
234 41 88 1
235 83 71 1
236 52 26 1
10190 75 97 0
237 88 69 1
238 27 84 1
239 11 58 1
240 14 83 1
241 5 23 1
10160 80 64 0
242 66 30 1
243 5 7 1
244 21 52 1
245 77 19 1
10123 65 47 0
246 99 72 1
247 83 69 1
10165 47 58 0
248 45 59 1
10208 17 57 0
10182 27 20 0
249 61 63 1
10071 43 59 0
10147 96 72 0
10018 22 95 0
10187 40 18 0
250 4 53 1
251 9 55 1
10131 99 78 0
252 59 98 1
10202 37 33 0
10091 59 26 0
253 12 8 1
254 37 79 1
255 39 80 1
10224 75 49 0
256 41 2 1
257 49 58 1
10192 13 6 0
258 18 63 1
259 81 9 1
260 69 71 1
10113 71 66 0
261 30 52 1
10105 94 78 0
262 94 89 1
263 38 55 1
10235 83 71 0
264 39 23 1
265 17 88 1
266 76 4 1
267 62 33 1
10003 89 99 0
268 99 45 1
269 68 70 1
270 19 90 1
271 49 28 1
272 75 10 1
10204 89 47 0
10177 1 85 0
273 26 67 1
10116 30 16 0
10090 71 36 0
10244 21 52 0
10129 19 65 0
274 13 86 1
10225 81 30 0
10230 97 9 0
275 72 85 1
276 55 78 1
10041 29 8 0
10214 30 55 0
277 25 18 1
278 37 78 1
279 22 27 1
280 60 82 1
10030 71 29 0
10242 66 30 0
10039 2 41 0
281 13 4 1
282 77 82 1
10110 94 50 0
283 37 33 1
10142 56 10 0
10237 88 69 0
10061 59 75 0
284 63 10 1
285 1 88 1
286 75 5 1
287 22 64 1
288 95 12 1
289 32 80 1
290 42 72 1
10265 17 88 0
10270 19 90 0
291 35 22 1
292 67 65 1
293 81 12 1
294 21 45 1
10107 48 42 0
295 41 30 1
10178 74 66 0
10154 1 63 0
296 8 12 1
10188 23 71 0
297 10 25 1
298 6 14 1
10118 87 55 0
299 14 6 1
10171 36 47 0
10227 94 41 0
10212 98 28 0
10252 59 98 0
300 40 100 1
301 100 77 1
302 72 89 1
10209 66 68 0
10181 33 88 0
303 69 58 1
10258 18 63 0
10175 44 51 0
10220 25 97 0
304 70 96 1
305 81 10 1
10136 35 87 0
306 61 77 1
307 41 54 1
308 18 8 1
309 23 86 1
310 94 17 1
311 20 93 1
10122 66 15 0
312 46 98 1
313 13 27 1
314 84 89 1
10072 93 36 0
10198 74 95 0
10249 61 63 0
10286 75 5 0
10277 25 18 0
315 7 55 1
316 46 99 1
10299 14 6 0
317 64 87 1
318 5 97 1
10157 70 60 0
10127 46 94 0
319 82 16 1
320 43 53 1
321 10 79 1
322 67 34 1
323 97 62 1
324 82 77 1
325 51 44 1
326 36 84 1
327 34 78 1
328 17 59 1
10109 4 92 0
10205 17 74 0
329 56 42 1
330 86 73 1
331 76 86 1
10291 35 22 0
332 97 62 1
333 88 72 1
334 72 15 1
10135 72 7 0
335 55 63 1
10216 96 78 0
10275 72 85 0
336 95 34 1
337 66 15 1
10241 5 23 0
338 7 6 1
10211 98 95 0
339 9 59 1
340 84 78 1
10293 81 12 0
10134 35 30 0
10232 79 97 0
10207 37 19 0
341 37 95 1
342 95 19 1
10162 4 50 0
343 18 47 1
344 11 46 1
10280 60 82 0
345 68 28 1
10193 78 46 0
10231 36 18 0
346 74 64 1
347 33 55 1
348 47 29 1
10075 67 90 0
349 64 74 1
10333 88 72 0
350 50 62 1
10288 95 12 0
351 67 13 1
352 18 77 1
353 57 18 1
354 77 26 1
10324 82 77 0
355 8 91 1
10223 36 50 0
356 32 61 1
10282 77 82 0
357 89 85 1
358 37 79 1
359 79 81 1
10294 21 45 0
360 33 68 1
10114 39 82 0
361 56 55 1
10262 94 89 0
10117 11 99 0
10342 95 19 0
10173 4 56 0
362 78 57 1
10100 42 26 0
10309 23 86 0
10284 63 10 0
10104 90 55 0
363 75 71 1
10290 42 72 0
364 19 53 1
10281 13 4 0
10307 41 54 0
10253 12 8 0
10076 78 92 0
365 91 73 1
10329 56 42 0
366 77 56 1
10194 54 55 0
10267 62 33 0
367 24 19 1
368 23 61 1
369 56 53 1
370 35 65 1
371 31 98 1
10263 38 55 0
372 39 57 1
10266 76 4 0
373 42 30 1
10296 8 12 0
10334 72 15 0
374 21 48 1
375 88 94 1
10248 45 59 0
10251 9 55 0
376 24 23 1
10349 64 74 0
10170 98 34 0
377 70 39 1
378 30 82 1
379 9 91 1
380 99 18 1
381 13 42 1
10255 39 80 0
10254 37 79 0
382 50 26 1
383 55 11 1
10302 72 89 0
384 54 67 1
10128 53 98 0
10083 55 11 0
385 43 28 1
10183 57 53 0
10350 50 62 0
386 66 7 1
10213 19 12 0
387 51 68 1
10326 36 84 0
388 16 1 1
389 2 62 1
390 8 28 1
10306 61 77 0
10303 69 58 0
391 32 93 1
10155 33 79 0
10344 11 46 0
392 56 58 1
393 2 84 1
394 8 80 1
10218 47 52 0
395 38 85 1
10210 100 77 0
396 18 17 1
10353 57 18 0
397 82 35 1
10206 50 33 0
398 31 28 1
399 18 66 1
10308 18 8 0
400 100 52 1
401 28 56 1
10332 97 62 0
10366 77 56 0
402 26 33 1
403 55 100 1
10355 8 91 0
10257 49 58 0
404 70 79 1
10378 30 82 0
10169 76 2 0
405 18 10 1
406 19 10 1
407 38 49 1
10321 10 79 0
408 77 95 1
10377 70 39 0
409 9 51 1
410 34 53 1
10009 79 39 0
10298 6 14 0
10336 95 34 0
10199 40 33 0
411 57 66 1
412 15 23 1
413 9 58 1
414 100 11 1
415 1 94 1
416 61 27 1
10027 48 72 0
417 90 40 1
10256 41 2 0
418 26 17 1
10330 86 73 0
10364 19 53 0
419 12 38 1
10011 20 32 0
420 16 91 1
421 22 68 1
422 58 14 1
423 81 32 1
10196 67 12 0
424 26 55 1
10363 75 71 0
10221 18 67 0
10006 92 40 0
10259 81 9 0
10347 33 55 0
10305 81 10 0
425 11 17 1
10325 51 44 0
10093 35 70 0
426 95 100 1
10151 77 97 0
427 54 73 1
10278 37 78 0
10345 68 28 0
428 58 77 1
429 79 84 1
430 98 59 1
431 24 99 1
432 58 64 1
433 8 91 1
10357 89 85 0
10401 28 56 0
434 36 29 1
10320 43 53 0
10410 34 53 0
10331 76 86 0
10405 18 10 0
435 39 91 1
436 2 14 1
10283 37 33 0
437 57 22 1
438 87 26 1
439 92 26 1
440 30 20 1
10271 49 28 0
441 21 60 1
442 35 53 1
10287 22 64 0
10217 66 82 0
10153 43 77 0
10197 28 42 0
443 61 38 1
444 3 52 1
445 41 37 1
10102 62 36 0
10261 30 52 0
10393 2 84 0
446 6 68 1
447 58 78 1
10268 99 45 0
448 31 44 1
449 28 31 1
450 43 87 1
10424 26 55 0
451 98 63 1
10033 42 60 0
10276 55 78 0
10365 91 73 0
452 68 1 1
10322 67 34 0
10250 4 53 0
10352 18 77 0
453 4 66 1
10200 8 95 0
10186 55 29 0
10431 24 99 0
10373 42 30 0
10143 33 77 0
454 44 51 1
455 65 61 1
456 76 6 1
457 42 73 1
458 100 34 1
459 88 4 1
460 85 58 1
461 78 82 1
10346 74 64 0
462 35 39 1
463 50 88 1
10222 48 41 0
10240 14 83 0
10195 36 95 0
10425 11 17 0
464 76 83 1
465 2 59 1
10327 34 78 0
10233 27 67 0
10391 32 93 0
10078 6 33 0
10426 95 100 0
466 1 65 1
10392 56 58 0
10445 41 37 0
467 91 64 1
10166 52 8 0
468 80 23 1
469 41 81 1
10447 58 78 0
10418 26 17 0
470 30 20 1
10351 67 13 0
471 44 4 1
10236 52 26 0
472 86 90 1
473 19 56 1
10394 8 80 0
10042 38 31 0
10292 67 65 0
10451 98 63 0
474 42 55 1
10229 50 15 0
475 65 77 1
10434 36 29 0
476 89 73 1
477 27 59 1
10082 88 36 0
478 49 97 1
479 85 97 1
10184 24 61 0
10247 83 69 0
480 66 84 1
10054 100 31 0
10360 33 68 0
481 37 7 1
482 19 56 1
10368 23 61 0
10140 16 51 0
10433 8 91 0
10435 39 91 0
483 41 97 1
10356 32 61 0
484 97 40 1
10416 61 27 0
485 1 64 1
486 9 53 1
487 5 68 1
10315 7 55 0
488 28 24 1
489 83 25 1
490 20 41 1
10409 9 51 0
491 66 4 1
10264 39 23 0
492 21 82 1
493 23 2 1
10337 66 15 0
10395 38 85 0
494 100 6 1
495 66 83 1
496 49 61 1
497 47 22 1
10369 56 53 0
10453 4 66 0
10383 55 11 0
10340 84 78 0
498 40 61 1
10460 85 58 0
10297 10 25 0
499 76 74 1
500 70 28 1
501 51 12 1
10456 76 6 0
10442 35 53 0
10311 20 93 0
10444 3 52 0
10313 13 27 0
502 36 8 1
10452 68 1 0
10318 5 97 0
10471 44 4 0
10386 66 7 0
10371 31 98 0
10473 19 56 0
10314 84 89 0
10335 55 63 0
503 85 29 1
10389 2 62 0
10423 81 32 0
504 56 11 1
10437 57 22 0
505 59 81 1
10486 9 53 0
506 50 98 1
10468 80 23 0
10411 57 66 0
507 53 46 1
508 59 100 1
509 30 42 1
10436 2 14 0
10449 28 31 0
510 4 82 1
511 47 92 1
512 34 74 1
513 17 96 1
514 14 52 1
10239 11 58 0
10497 47 22 0
10310 94 17 0
515 66 56 1
516 99 75 1
10498 40 61 0
517 69 40 1
518 52 93 1
519 5 42 1
10421 22 68 0
520 75 8 1
521 59 94 1
522 68 89 1
10139 75 17 0
523 26 37 1
10448 31 44 0
524 44 15 1
10028 2 72 0
10463 50 88 0
10361 56 55 0
10485 1 64 0
525 94 13 1
526 36 69 1
10159 67 57 0
527 27 18 1
10459 88 4 0
528 25 32 1
10375 88 94 0
529 86 10 1
10382 50 26 0
530 7 6 1
10478 49 97 0
531 4 70 1
532 72 73 1
533 93 44 1
10408 77 95 0
534 30 63 1
