Load: 7 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 67 88 1
2 97 88 1
3 86 16 1
4 95 74 1
5 90 82 1
6 94 27 1
7 65 1 1
8 25 86 1
9 67 27 1
10 84 58 1
11 29 49 1
12 96 67 1
13 48 8 1
14 40 76 1
15 48 89 1
16 78 33 1
17 47 77 1
18 66 58 1
19 5 38 1
20 49 15 1
21 86 51 1
22 90 5 1
23 74 69 1
24 57 10 1
25 87 40 1
26 76 89 1
27 5 50 1
28 89 63 1
29 80 47 1
30 36 78 1
31 11 88 1
32 62 83 1
33 47 60 1
34 83 64 1
35 81 48 1
36 30 59 1
37 16 67 1
38 95 9 1
39 59 69 1
40 2 4 1
41 64 21 1
42 55 1 1
43 20 62 1
44 1 42 1
45 12 33 1
46 71 52 1
47 77 23 1
48 10 30 1
49 16 15 1
50 91 66 1
51 22 37 1
52 83 4 1
53 76 38 1
54 94 87 1
55 76 3 1
56 91 17 1
57 63 79 1
58 14 52 1
59 82 69 1
60 46 12 1
61 76 46 1
62 78 26 1
63 27 83 1
64 32 58 1
65 50 80 1
66 3 100 1
67 43 44 1
68 26 37 1
69 96 29 1
70 2 43 1
71 88 100 1
72 66 95 1
73 82 86 1
74 11 33 1
75 90 51 1
76 35 25 1
77 60 25 1
78 29 65 1
79 57 98 1
80 66 34 1
81 19 97 1
82 50 25 1
83 37 45 1
84 92 50 1
85 82 71 1
86 39 60 1
87 7 33 1
88 4 7 1
89 5 1 1
90 24 73 1
91 92 46 1
92 74 57 1
93 9 39 1
94 63 74 1
95 36 24 1
96 18 77 1
97 74 100 1
98 14 33 1
99 6 49 1
100 64 95 1
101 46 43 1
102 46 28 1
103 56 90 1
104 78 16 1
105 12 50 1
106 70 54 1
107 65 91 1
108 100 1 1
109 78 33 1
110 26 56 1
10004 95 74 0
111 83 39 1
112 95 27 1
113 37 62 1
114 9 58 1
115 19 99 1
116 50 70 1
117 42 37 1
118 89 32 1
119 93 14 1
120 40 13 1
121 88 22 1
10007 65 1 0
122 74 11 1
123 93 29 1
124 19 9 1
125 17 31 1
126 45 74 1
10014 40 76 0
127 37 11 1
128 84 83 1
129 27 13 1
130 14 95 1
131 86 46 1
132 68 83 1
133 42 71 1
134 11 20 1
135 7 95 1
136 31 40 1
137 41 40 1
138 23 60 1
139 83 31 1
140 88 66 1
141 76 46 1
142 51 26 1
143 64 45 1
144 3 61 1
145 69 14 1
146 38 84 1
147 32 93 1
148 75 3 1
149 52 37 1
10009 67 27 0
150 33 68 1
151 75 24 1
152 97 53 1
153 69 94 1
154 17 80 1
155 8 76 1
156 40 53 1
157 26 32 1
158 37 70 1
159 39 26 1
160 25 35 1
10019 5 38 0
161 90 30 1
162 71 90 1
163 27 90 1
164 78 79 1
165 41 9 1
166 5 99 1
167 16 79 1
168 52 61 1
169 15 45 1
170 36 12 1
171 48 32 1
172 46 75 1
173 21 98 1
174 33 98 1
175 12 42 1
176 6 67 1
177 100 12 1
178 92 96 1
179 67 82 1
180 34 72 1
181 13 67 1
182 41 73 1
183 10 87 1
184 62 78 1
185 12 18 1
186 21 62 1
187 67 70 1
188 37 40 1
189 48 85 1
190 61 91 1
191 67 26 1
192 60 53 1
193 85 21 1
194 79 21 1
195 61 62 1
10002 97 88 0
196 46 34 1
197 88 15 1
198 67 78 1
199 85 87 1
200 77 1 1
201 31 84 1
202 33 62 1
203 26 99 1
204 98 48 1
205 68 90 1
206 71 38 1
207 83 36 1
208 18 44 1
209 67 98 1
210 2 25 1
211 88 87 1
212 88 14 1
213 39 50 1
214 24 66 1
215 8 67 1
216 82 56 1
217 25 72 1
218 23 65 1
10055 76 3 0
219 52 85 1
220 82 93 1
221 76 84 1
222 84 38 1
223 98 63 1
224 58 92 1
225 33 70 1
226 62 75 1
227 11 93 1
228 30 8 1
229 67 3 1
230 6 31 1
231 10 42 1
232 8 14 1
10092 74 57 0
233 42 77 1
234 75 6 1
235 76 57 1
10101 46 43 0
236 32 59 1
237 35 17 1
238 6 81 1
10084 92 50 0
239 15 32 1
240 55 39 1
241 67 56 1
242 65 2 1
243 52 93 1
244 49 41 1
245 58 94 1
246 26 88 1
247 52 90 1
248 7 82 1
249 17 6 1
250 75 81 1
251 45 68 1
252 17 76 1
10025 87 40 0
253 20 59 1
254 5 24 1
255 91 18 1
256 47 75 1
257 83 81 1
258 52 45 1
259 84 73 1
260 44 61 1
261 43 9 1
262 4 73 1
263 71 81 1
264 67 80 1
265 44 81 1
266 88 79 1
267 24 10 1
268 64 39 1
269 73 90 1
270 58 30 1
271 53 41 1
272 38 42 1
273 67 25 1
274 99 60 1
10117 42 37 0
275 31 41 1
276 58 47 1
10028 89 63 0
277 55 13 1
278 58 8 1
10031 11 88 0
279 13 81 1
280 6 97 1
281 47 57 1
282 84 48 1
283 92 24 1
284 71 69 1
285 31 80 1
286 15 5 1
287 35 36 1
288 80 96 1
289 10 54 1
290 19 65 1
291 50 42 1
10046 71 52 0
292 75 43 1
293 35 62 1
294 71 51 1
295 4 78 1
10173 21 98 0
296 72 49 1
10010 84 58 0
297 8 81 1
298 22 1 1
299 93 85 1
300 64 51 1
301 58 83 1
302 36 62 1
303 88 7 1
304 15 10 1
305 63 44 1
306 27 46 1
10185 12 18 0
307 40 51 1
308 58 45 1
309 22 23 1
310 51 13 1
311 1 13 1
312 95 56 1
313 73 38 1
314 47 75 1
315 80 6 1
316 52 62 1
317 67 55 1
10078 29 65 0
318 30 20 1
319 50 60 1
320 91 84 1
321 54 75 1
322 26 40 1
323 23 98 1
324 32 15 1
10180 34 72 0
325 43 96 1
10148 75 3 0
326 67 54 1
327 100 6 1
10070 2 43 0
328 71 12 1
329 88 23 1
330 35 31 1
331 61 75 1
332 4 25 1
333 91 1 1
334 72 33 1
335 21 54 1
10045 12 33 0
336 22 68 1
337 56 7 1
338 96 88 1
10199 85 87 0
339 12 23 1
340 17 45 1
341 63 48 1
342 56 34 1
343 94 8 1
344 32 23 1
345 51 67 1
10040 2 4 0
346 94 74 1
347 70 94 1
348 39 46 1
349 25 15 1
350 68 34 1
10039 59 69 0
351 94 20 1
352 80 41 1
353 8 71 1
354 74 92 1
355 78 19 1
356 18 67 1
357 22 54 1
358 91 81 1
359 44 79 1
10142 51 26 0
360 93 34 1
10195 61 62 0
361 58 83 1
362 30 96 1
363 94 53 1
364 60 20 1
365 22 17 1
10097 74 100 0
366 100 73 1
367 58 53 1
368 48 75 1
369 25 99 1
370 17 91 1
10041 64 21 0
371 78 53 1
372 23 1 1
373 12 21 1
374 66 72 1
375 57 33 1
376 17 78 1
377 44 59 1
378 49 30 1
379 20 51 1
380 88 98 1
381 100 63 1
382 26 96 1
383 32 86 1
384 17 5 1
385 22 75 1
386 61 44 1
387 42 93 1
388 64 15 1
389 48 22 1
390 46 49 1
391 46 5 1
392 99 45 1
393 45 88 1
394 25 56 1
395 99 28 1
396 89 87 1
10232 8 14 0
397 68 34 1
10043 20 62 0
398 66 68 1
10091 92 46 0
10071 88 100 0
399 47 41 1
400 48 25 1
401 93 52 1
10086 39 60 0
10033 47 60 0
402 88 89 1
10156 40 53 0
403 86 63 1
404 40 45 1
405 14 25 1
10239 15 32 0
10252 17 76 0
406 61 67 1
407 85 28 1
408 26 6 1
409 68 35 1
410 87 39 1
411 56 47 1
412 69 49 1
10061 76 46 0
10212 88 14 0
413 45 33 1
414 68 90 1
415 79 42 1
10149 52 37 0
416 55 50 1
10225 33 70 0
417 93 79 1
