Load: 9 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 69 51 1
2 91 46 1
3 38 12 1
4 78 71 1
5 12 26 1
6 43 32 1
7 49 16 1
8 94 87 1
9 88 94 1
10 39 9 1
11 23 70 1
12 84 23 1
13 79 91 1
14 11 25 1
15 48 96 1
16 98 62 1
17 69 87 1
18 11 61 1
19 76 3 1
20 61 28 1
21 86 94 1
22 15 63 1
23 73 41 1
24 8 90 1
25 55 64 1
26 7 61 1
27 44 84 1
28 72 12 1
29 13 19 1
30 55 62 1
31 59 14 1
32 83 46 1
33 42 8 1
34 57 72 1
35 51 100 1
36 100 75 1
37 4 12 1
38 16 80 1
39 5 96 1
40 68 99 1
41 95 16 1
42 41 3 1
43 54 68 1
44 47 97 1
45 48 100 1
46 16 83 1
47 45 77 1
48 61 2 1
49 58 76 1
50 21 56 1
51 36 9 1
52 96 16 1
53 55 17 1
54 94 24 1
55 42 52 1
56 76 24 1
57 65 27 1
58 34 75 1
59 46 56 1
60 7 32 1
61 37 92 1
62 10 4 1
63 51 86 1
64 50 79 1
65 92 29 1
66 10 36 1
67 35 25 1
68 81 1 1
69 64 2 1
70 72 24 1
71 75 44 1
72 84 14 1
73 71 95 1
74 70 51 1
75 56 95 1
76 17 55 1
77 26 61 1
78 3 53 1
79 15 34 1
80 80 84 1
81 18 84 1
82 33 100 1
83 6 40 1
84 3 82 1
85 26 43 1
86 54 82 1
87 26 2 1
88 12 90 1
89 36 55 1
90 62 35 1
91 2 67 1
92 77 93 1
93 44 14 1
94 31 60 1
95 64 94 1
96 33 25 1
97 43 5 1
98 65 57 1
99 23 100 1
100 42 11 1
101 52 24 1
102 33 30 1
103 57 27 1
104 37 57 1
105 49 78 1
106 5 17 1
107 82 80 1
108 57 8 1
109 50 62 1
110 75 96 1
111 79 35 1
112 42 37 1
113 40 80 1
114 80 51 1
115 45 56 1
116 100 50 1
117 88 78 1
118 65 34 1
119 53 97 1
120 94 81 1
121 79 44 1
122 97 91 1
123 46 74 1
124 59 61 1
125 54 91 1
126 5 46 1
127 47 16 1
128 72 53 1
129 43 67 1
130 22 64 1
131 71 52 1
132 42 19 1
133 83 1 1
134 86 30 1
135 53 81 1
136 80 42 1
137 14 34 1
138 48 57 1
139 6 26 1
140 27 22 1
141 24 64 1
142 85 86 1
143 16 59 1
144 100 74 1
145 14 66 1
146 59 8 1
147 51 53 1
148 65 53 1
149 21 4 1
150 94 22 1
151 6 57 1
152 49 80 1
153 50 67 1
154 58 36 1
155 1 100 1
156 21 36 1
157 93 16 1
158 55 32 1
159 53 36 1
160 76 23 1
161 57 86 1
162 83 28 1
163 74 15 1
164 67 60 1
165 16 35 1
166 94 23 1
167 35 58 1
168 43 35 1
169 79 28 1
170 64 22 1
171 40 100 1
172 26 58 1
173 82 97 1
174 34 67 1
175 71 88 1
176 42 14 1
177 75 50 1
178 31 18 1
179 84 99 1
180 13 34 1
181 54 69 1
182 45 14 1
183 54 38 1
184 13 87 1
185 97 45 1
186 34 15 1
187 42 59 1
188 15 90 1
189 65 28 1
190 38 61 1
191 31 28 1
192 84 61 1
193 97 26 1
194 14 56 1
195 23 74 1
196 65 70 1
10006 43 32 0
197 26 92 1
198 18 25 1
199 44 63 1
200 2 39 1
201 27 37 1
202 47 38 1
203 59 56 1
204 68 30 1
205 31 72 1
206 61 22 1
207 59 44 1
208 66 87 1
209 36 95 1
210 72 3 1
211 85 13 1
212 23 3 1
213 28 3 1
214 52 20 1
215 26 38 1
216 87 13 1
217 44 50 1
10052 96 16 0
218 63 88 1
219 24 82 1
220 35 36 1
221 69 45 1
222 96 37 1
223 20 58 1
224 73 19 1
225 90 20 1
226 55 88 1
227 67 8 1
228 46 82 1
229 19 72 1
230 75 8 1
231 80 37 1
232 40 62 1
233 83 25 1
234 51 85 1
235 77 10 1
236 19 21 1
237 5 78 1
238 61 65 1
239 24 79 1
240 42 55 1
241 51 23 1
242 8 11 1
243 2 50 1
244 55 35 1
245 59 41 1
246 72 9 1
247 26 30 1
248 61 6 1
249 96 68 1
250 16 32 1
251 10 12 1
252 64 98 1
253 47 57 1
254 26 87 1
255 20 91 1
256 55 73 1
257 39 42 1
258 28 83 1
259 45 88 1
260 33 99 1
10051 36 9 0
261 95 53 1
262 92 54 1
263 70 53 1
264 5 62 1
265 72 34 1
266 75 95 1
