Load: 3 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 85 1 1
2 90 92 1
3 34 82 1
4 75 13 1
5 47 26 1
6 20 63 1
7 12 44 1
8 61 39 1
9 54 50 1
10 22 20 1
11 1 86 1
12 89 74 1
13 70 44 1
14 16 50 1
15 34 47 1
16 33 63 1
17 98 10 1
18 6 48 1
19 81 58 1
20 14 88 1
21 40 93 1
22 86 46 1
23 45 44 1
24 82 42 1
25 10 68 1
26 40 53 1
27 58 57 1
28 65 17 1
29 13 52 1
30 40 57 1
31 50 15 1
32 83 45 1
33 71 20 1
34 89 97 1
35 44 46 1
36 38 22 1
37 54 83 1
38 4 1 1
39 34 97 1
40 84 83 1
41 83 88 1
42 5 40 1
43 9 88 1
44 94 49 1
45 16 45 1
46 55 6 1
47 23 84 1
48 72 94 1
49 16 99 1
50 71 26 1
51 32 100 1
52 21 54 1
53 15 48 1
54 72 75 1
55 43 59 1
56 73 88 1
57 43 16 1
58 8 59 1
59 24 47 1
60 72 73 1
61 88 13 1
62 51 98 1
63 3 83 1
64 13 57 1
65 34 94 1
66 26 18 1
67 77 36 1
68 87 15 1
69 30 13 1
70 39 79 1
10013 70 44 0
10021 40 93 0
71 72 60 1
72 30 9 1
73 44 47 1
74 83 70 1
75 90 62 1
76 86 24 1
77 94 3 1
78 38 92 1
10023 45 44 0
79 52 37 1
80 7 12 1
81 42 44 1
82 91 3 1
83 32 85 1
84 3 34 1
85 60 61 1
86 86 50 1
87 35 64 1
88 79 58 1
89 49 26 1
90 8 37 1
91 55 42 1
10012 89 74 0
92 71 31 1
93 72 38 1
94 45 38 1
95 29 4 1
96 19 49 1
97 93 54 1
98 56 74 1
99 21 85 1
100 44 49 1
101 23 90 1
102 93 52 1
103 48 66 1
104 11 5 1
105 23 25 1
106 10 52 1
107 51 65 1
108 49 98 1
109 62 51 1
110 73 45 1
10029 13 52 0
111 42 58 1
112 7 65 1
113 34 72 1
114 56 30 1
115 73 21 1
116 93 67 1
117 62 76 1
118 57 79 1
10003 34 82 0
119 55 6 1
120 16 24 1
121 32 43 1
122 38 71 1
123 96 83 1
124 50 83 1
125 82 78 1
126 44 64 1
127 12 86 1
128 89 7 1
129 74 61 1
130 4 30 1
131 14 24 1
132 49 22 1
10054 72 75 0
133 14 56 1
134 43 79 1
10087 35 64 0
135 8 30 1
136 61 82 1
137 45 40 1
138 78 76 1
139 37 42 1
140 67 51 1
10090 8 37 0
141 6 90 1
142 99 58 1
143 19 86 1
10080 7 12 0
144 22 60 1
145 33 42 1
146 40 45 1
147 56 58 1
148 45 26 1
10086 86 50 0
149 92 73 1
150 57 46 1
151 77 26 1
152 89 18 1
153 60 3 1
154 7 5 1
155 90 29 1
156 71 64 1
157 2 89 1
158 65 18 1
159 79 40 1
160 88 5 1
161 34 43 1
162 45 52 1
10006 20 63 0
163 15 20 1
10002 90 92 0
164 11 90 1
165 10 64 1
10094 45 38 0
166 94 66 1
167 45 7 1
168 54 84 1
10057 43 16 0
10071 72 60 0
169 49 46 1
10108 49 98 0
170 81 78 1
171 40 13 1
172 61 25 1
173 59 99 1
174 49 87 1
175 73 36 1
176 28 96 1
177 16 33 1
178 35 19 1
10078 38 92 0
179 76 2 1
10052 21 54 0
180 67 90 1
10037 54 83 0
181 23 61 1
182 36 32 1
183 81 15 1
184 65 81 1
185 47 3 1
186 91 33 1
187 100 98 1
188 55 5 1
10060 72 73 0
189 59 85 1
190 66 16 1
191 33 67 1
192 85 33 1
193 4 100 1
194 23 86 1
195 77 26 1
196 80 74 1
197 11 53 1
198 20 70 1
199 79 96 1
10117 62 76 0
10045 16 45 0
200 81 65 1
201 54 70 1
10030 40 57 0
202 87 34 1
203 60 18 1
204 88 7 1
205 27 50 1
206 90 65 1
207 45 52 1
10024 82 42 0
208 31 69 1
209 4 50 1
210 55 72 1
211 47 88 1
212 92 15 1
10162 45 52 0
213 39 50 1
214 98 83 1
215 2 30 1
216 85 16 1
10019 81 58 0
10119 55 6 0
217 22 64 1
218 100 71 1
219 68 24 1
220 85 80 1
10061 88 13 0
221 51 43 1
222 40 31 1
223 49 55 1
224 20 69 1
225 29 6 1
226 43 28 1
227 60 9 1
10067 77 36 0
228 88 73 1
229 13 71 1
230 40 14 1
10158 65 18 0
231 57 33 1
232 68 94 1
233 16 96 1
10116 93 67 0
234 42 61 1
235 53 99 1
236 26 61 1
237 95 31 1
10044 94 49 0
238 41 15 1
239 34 84 1
240 74 90 1
10130 4 30 0
241 20 99 1
10123 96 83 0
242 21 90 1
10118 57 79 0
10120 16 24 0
243 1 36 1
244 33 39 1
10088 79 58 0
245 52 35 1
246 59 19 1
10099 21 85 0
247 58 92 1
248 87 49 1
249 44 34 1
250 99 37 1
251 7 33 1
252 87 6 1
253 29 5 1
10070 39 79 0
254 91 77 1
10027 58 57 0
255 7 4 1
256 8 1 1
257 29 4 1
258 12 10 1
259 1 70 1
10102 93 52 0
260 80 83 1
261 93 8 1
262 62 36 1
263 65 64 1
10069 30 13 0
264 74 69 1
265 31 93 1
266 14 17 1
10001 85 1 0
267 97 30 1
10195 77 26 0
268 87 71 1
269 5 12 1
270 82 36 1
10187 100 98 0
271 76 63 1
272 92 69 1
273 9 81 1
274 27 59 1
275 42 6 1
276 58 91 1
10077 94 3 0
277 67 30 1
278 98 89 1
279 76 62 1
10217 22 64 0
280 42 69 1
281 26 73 1
