Load: 10 Erlang 
Qlayer: 156 
Total traffic number: 20000 
traffic_id source_node destination_node establish
1 5 17 1
2 47 8 1
3 49 85 1
4 93 34 1
5 71 61 1
6 41 42 1
7 91 86 1
8 76 54 1
9 26 63 1
10 35 18 1
11 62 37 1
12 26 77 1
13 67 96 1
14 14 7 1
15 22 83 1
16 56 47 1
17 57 82 1
18 90 93 1
19 87 23 1
20 29 57 1
21 3 61 1
22 52 79 1
23 12 55 1
24 62 95 1
25 17 88 1
26 61 83 1
27 99 59 1
28 4 26 1
29 95 72 1
30 76 36 1
31 35 57 1
32 55 42 1
33 50 30 1
34 91 77 1
35 84 93 1
36 18 49 1
37 4 82 1
38 76 38 1
39 99 67 1
40 87 22 1
41 18 99 1
42 60 53 1
43 70 7 1
44 82 43 1
45 78 21 1
46 26 70 1
47 19 10 1
48 25 75 1
49 13 5 1
50 69 9 1
51 59 17 1
52 37 81 1
53 54 47 1
54 28 1 1
55 87 92 1
56 33 76 1
57 97 36 1
58 93 26 1
59 42 84 1
60 32 46 1
61 39 82 1
62 98 43 1
63 93 48 1
64 6 78 1
65 39 14 1
66 28 19 1
67 10 17 1
68 24 39 1
69 78 38 1
70 72 74 1
71 46 42 1
72 64 2 1
73 10 54 1
74 87 79 1
75 15 67 1
76 32 22 1
77 69 35 1
78 8 93 1
79 100 37 1
80 40 89 1
81 27 61 1
82 29 7 1
83 66 8 1
84 72 53 1
85 18 22 1
86 33 23 1
87 20 2 1
88 44 32 1
89 19 59 1
90 12 76 1
91 18 24 1
92 16 94 1
93 58 87 1
94 59 97 1
95 50 80 1
96 66 87 1
97 39 68 1
98 43 86 1
99 94 24 1
100 19 31 1
101 19 56 1
102 56 74 1
103 3 94 1
104 8 24 1
105 90 49 1
106 69 1 1
107 2 62 1
108 70 87 1
109 39 1 1
110 41 31 1
111 53 60 1
112 11 48 1
113 88 24 1
114 23 70 1
115 28 38 1
116 52 58 1
117 46 68 1
118 11 92 1
119 35 2 1
120 68 18 1
121 46 99 1
122 6 72 1
123 51 3 1
124 11 73 1
125 11 62 1
126 15 42 1
127 55 35 1
128 19 28 1
129 61 25 1
130 17 20 1
131 31 7 1
132 60 62 1
133 53 24 1
134 89 26 1
135 98 86 1
136 15 93 1
137 28 71 1
138 57 20 1
139 89 55 1
140 15 94 1
141 91 76 1
142 49 23 1
143 93 91 1
144 47 65 1
145 16 92 1
146 71 54 1
147 65 87 1
148 45 27 1
149 63 15 1
150 3 100 1
151 88 15 1
152 89 80 1
153 58 67 1
154 14 28 1
155 11 80 1
156 38 34 1
157 33 65 1
158 27 67 1
159 18 15 1
160 36 21 1
161 73 92 1
162 17 53 1
163 16 8 1
164 36 77 1
165 21 33 1
166 6 59 1
167 11 73 1
168 15 13 1
169 52 38 1
170 1 72 1
171 83 23 1
172 49 94 1
173 93 10 1
174 26 79 1
175 92 50 1
176 99 65 1
177 97 33 1
178 66 42 1
179 98 56 1
180 16 12 1
181 15 2 1
182 40 72 1
183 40 23 1
184 54 59 1
185 100 47 1
186 1 4 1
187 1 5 1
188 83 34 1
189 56 32 1
190 71 26 1
191 41 55 1
192 35 63 1
193 45 11 1
194 2 94 1
195 41 31 1
196 85 6 1
197 80 79 1
198 50 56 1
199 70 15 1
200 46 22 1
201 11 74 1
202 69 85 1
203 73 69 1
204 54 36 1
205 90 94 1
206 24 66 1
207 18 100 1
208 68 43 1
209 97 44 1
210 92 82 1
211 60 91 1
212 91 18 1
213 35 45 1
214 70 4 1
215 46 67 1
216 22 26 1
217 62 55 1
218 82 34 1
219 80 3 1
220 57 67 1
221 53 72 1
222 4 59 1
223 80 66 1
224 8 91 1
225 87 79 1
226 93 80 1
227 81 44 1
228 30 16 1
229 15 5 1
230 55 44 1
231 12 99 1
232 77 68 1
10028 4 26 0
233 76 50 1
234 2 71 1
235 66 50 1
236 41 55 1
237 35 15 1
238 81 7 1
239 66 78 1
240 14 15 1
241 84 81 1
242 10 41 1
243 62 86 1
244 91 4 1
245 5 23 1
246 84 49 1
247 75 1 1
248 30 22 1
249 73 5 1
250 81 19 1
251 59 30 1
10029 95 72 0
252 5 90 1
10047 19 10 0
253 81 71 1
254 1 14 1
255 52 97 1
256 25 71 1
257 8 40 1
258 89 76 1
259 66 75 1
260 25 52 1
261 92 9 1
10105 90 49 0
262 2 86 1
263 49 19 1
264 55 63 1
265 35 17 1
266 88 44 1
267 51 53 1
268 59 64 1
10010 35 18 0
269 90 18 1
270 88 66 1
271 78 34 1
272 47 89 1
273 27 66 1
10088 44 32 0
274 85 49 1
275 81 41 1
276 88 13 1
277 66 54 1
278 87 26 1
279 22 42 1
280 73 37 1
281 60 23 1
282 42 53 1
283 74 10 1
284 20 6 1
285 82 75 1
286 67 8 1
287 11 15 1
288 77 81 1
289 24 31 1
290 19 13 1
291 66 61 1
10112 11 48 0
292 79 69 1
293 25 38 1
294 91 18 1
295 78 50 1
296 71 26 1
297 14 59 1
298 15 49 1
299 6 75 1
300 17 11 1
301 42 6 1
302 70 54 1
303 10 43 1
304 44 36 1
305 90 39 1
306 19 52 1
307 10 91 1
308 47 54 1
309 1 42 1
310 16 38 1
311 22 27 1
312 19 20 1
313 85 84 1
314 16 32 1
315 38 35 1
316 44 66 1
317 16 54 1
318 37 87 1
319 12 41 1
10001 5 17 0
320 61 100 1
321 65 12 1
322 96 82 1
323 12 83 1
324 7 99 1
325 16 85 1
326 89 43 1
327 45 49 1
328 81 80 1
329 38 63 1
330 91 15 1
331 29 72 1
332 39 53 1
333 14 74 1
334 71 45 1
335 36 46 1
336 55 96 1
337 28 14 1
338 70 17 1
339 10 7 1
340 16 20 1
341 6 37 1
342 80 44 1
343 11 68 1
344 72 17 1
345 71 84 1
346 55 2 1
347 1 28 1
348 5 55 1
10008 76 54 0
349 98 85 1
350 43 94 1
351 12 28 1
352 25 99 1
353 14 74 1
354 38 31 1
355 89 2 1
356 93 75 1
10035 84 93 0
357 96 57 1
358 70 58 1
359 15 89 1
360 65 70 1
361 28 87 1
362 28 16 1
363 27 77 1
364 96 65 1
365 32 81 1
366 71 77 1
367 29 60 1
368 30 41 1
369 41 73 1
370 27 68 1
371 49 80 1
372 83 85 1
373 25 68 1
374 53 98 1
375 99 79 1
376 91 36 1
377 73 37 1
378 29 7 1
379 67 3 1
380 29 72 1
381 62 13 1
382 94 97 1
383 32 66 1
384 24 6 1
385 96 91 1
386 69 58 1
387 41 87 1
388 69 24 1
389 72 75 1
390 39 42 1
391 45 24 1
392 61 83 1
393 8 10 1
394 4 68 1
10114 23 70 0
395 77 94 1
396 5 55 1
397 45 67 1
398 40 47 1
399 13 53 1
400 67 83 1
401 86 47 1
402 15 29 1
403 91 14 1
404 67 71 1
405 74 29 1
406 31 23 1
407 4 10 1
408 50 64 1
409 2 52 1
410 46 18 1
411 43 46 1
412 39 100 1
413 83 40 1
10095 50 80 0
414 74 52 1
415 83 100 1
416 25 76 1
417 13 77 1
418 79 74 1
419 1 42 1
420 48 52 1
421 14 63 1
422 80 26 1
423 41 44 1
424 41 11 1
425 37 72 1
426 96 28 1
427 94 34 1
428 92 22 1
429 86 30 1
10215 46 67 0
430 97 80 1
431 84 2 1
432 11 92 1
433 11 97 1
434 60 18 1
10234 2 71 0
435 61 42 1
436 25 99 1
437 91 46 1
438 95 51 1
10054 28 1 0
439 25 24 1
440 19 33 1
441 56 24 1
442 57 37 1
443 56 78 1
444 40 35 1
10131 31 7 0
445 81 41 1
446 55 52 1
447 39 16 1
448 47 76 1
449 15 4 1
450 30 46 1
10021 3 61 0
451 72 48 1
10160 36 21 0
452 86 29 1
10259 66 75 0
10208 68 43 0
